sentence	spans	defs
新北捷运系统，营运单位为新北大众捷运股份有限公司。	0:新北 2:捷运 4:系统 7:营运 8:运单 9:单位 12:新北 13:北大 14:大众/大众捷运 16:捷运 18:股份/股份有限公司 20:有限/有限公司 22:公司	公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 北大 [Bei3 Da4] Peking University (abbr. for 北京大學|北京大学); 单位 [dan1 wei4] unit (of measure) / unit (group of people); work unit / CL:個|个[ge4]; 大众 [Da4 zhong4] Volkswagen (automobile manufacturer) | [da4 zhong4] the masses; popular; 大众捷运 [da4 zhong4 jie2 yun4] mass rapid transit MRT; 捷运 [jie2 yun4] mass rapid transit; subway; 新北 [Xin1 bei3] Xinbei district of Changzhou city 常州市[Chang2 zhou1 shi4],... / Hsinpei or New Taipei city in north Taiwan; 有限 [you3 xian4] limited; finite; 有限公司 [you3 xian4 gong1 si1] limited company; corporation; 股份 [gu3 fen4] share; stock; 股份有限公司 [gu3 fen4 you3 xian4 gong1 si1] joint-stock limited company; corporation; 营运 [ying2 yun4] operation; running; 运单 [yun4 dan1] waybill; shipping document
自治县是县级的民族自治地方，在内蒙古自治区设置有和县/自治县相似的旗/自治旗。	0:自治/自治县 4:县级 7:民族 9:自治 11:地方 14:在内 15:内蒙/内蒙古/内蒙古自治区 16:蒙古 18:自治/自治区 21:设置 24:和县 27:自治/自治县 30:相似 31:似的 35:自治/自治旗	似的 [shi4 de5] seems as if; rather like / Taiwan pr. [si4 de5]; 内蒙 [Nei4 meng3] see 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1]; 内蒙古 [Nei4 meng3 gu3] see 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1]; 内蒙古自治区 [Nei4 meng3 gu3 Zi4 zhi4 qu1] Inner Mongolia Autonomous Region, capital Hohhot 呼和浩特市[Hu...; 在内 [zai4 nei4] included; among them; 相似 [xiang1 si4] similar; alike; 自治 [zi4 zhi4] autonomy; 自治区 [zi4 zhi4 qu1] autonomous region – a provincial-level administrative div...; 自治县 [zi4 zhi4 xian4] autonomous county; 自治旗 [zi4 zhi4 qi2] autonomous banner; autonomous county; 蒙古 [Meng3 gu3] Mongolia
大典太（平假名：おおてんた或おおでんた）被奉为日本国宝的日本刀。	0:大典 4:平假名 5:假名 23:日本 24:本国 25:国宝 28:日本/日本刀	假名 [jia3 ming2] false name; pseudonym; alias / Japanese kana scripts; 国宝 [guo2 bao3] national treasure; 平假名 [ping2 jia3 ming2] hiragana (Japanese script); 日本 [Ri4 ben3] Japan; 日本刀 [Ri4 ben3 dao1] Japanese sword; katana; 本国 [ben3 guo2] one's own country
网路霸凌可透过寄送电子邮件、即时讯息、社交网站发文、文字讯息或打手机等方式进行。	0:网路 1:路霸 2:霸凌 5:透过 7:寄送 9:电子/电子邮件 11:邮件 14:即时 15:时讯 16:讯息 19:社交/社交网站 21:网站 23:发文 26:文字 28:讯息 31:打手 32:手机 35:方式 37:进行	即时 [ji2 shi2] immediate; 手机 [shou3 ji1] cell phone; mobile phone / CL:部[bu4]; 打手 [da3 shou5] hired thug; 时讯 [shi2 xun4] news; current events; 电子 [dian4 zi3] electronic / electron (particle physics); 电子邮件 [dian4 zi3 you2 jian4] email / CL:封[feng1],份[fen4]; 社交 [she4 jiao1] social interaction; social contact; 社交网站 [she4 jiao1 wang3 zhan4] social networking site; 网站 [wang3 zhan4] website; 网路 [wang3 lu4] network; Internet; 讯息 [xun4 xi1] information; message; 路霸 [lu4 ba4] brigand / road bully; uncivil road user; 邮件 [you2 jian4] mail; post / email; 霸凌 [ba4 ling2] (loanword) bullying
这里手机也打不通要不要上去看看？	0:这里 1:里手 2:手机 5:打不通 6:不通 8:要不 9:不要 11:上去 13:看看	不要 [bu4 yao4] don't!; must not; 不通 [bu4 tong1] to be obstructed; to be impassable / to make no sense; to be illogical; 手机 [shou3 ji1] cell phone; mobile phone / CL:部[bu4]; 打不通 [da3 bu5 tong1] cannot get through (on phone); 要不 [yao4 bu4] otherwise; or else / how about; either...or...; 这里 [zhe4 li3] here / variant of 這裡|这里[zhe4 li3]; 里手 [li3 shou3] expert / left-hand side (of a machine or vehicle)
她是众姐妹中最聪明伶俐的智多星也是法力最高强的仙女。	3:姐妹 7:聪明/聪明伶俐 9:伶俐 12:智多星 13:多星 17:法力 19:最高 20:高强 23:仙女	伶俐 [ling2 li4] clever; agile; 多星 [duo1 xing1] starry; 智多星 [zhi4 duo1 xing1] resourceful person; mastermind; 最高 [zui4 gao1] tallest; highest; supreme; 聪明 [cong1 ming5] intelligent; clever; bright / acute (of sight and hearing); 聪明伶俐 [cong1 ming5 ling2 li4] (idiom) bright; clever; quick-witted; 高强 [gao1 qiang2] excellent; outstanding
国王湖的湖水呈现翡翠绿色，清澈见底，是著名的旅游胜地。	0:国王 6:呈现 8:翡翠 9:翠绿 10:绿色 13:清澈/清澈见底 19:著名 22:旅游/旅游胜地 24:胜地	旅游 [lu:3 you2] tourism; travel; tour; 旅游胜地 [lu:3 you2 sheng4 di4] tourist destination; tourist attraction; 清澈 [qing1 che4] clear; limpid; 清澈见底 [qing1 che4 jian4 di3] water so clear you can see the bottom; 绿色 [lu:4 se4] green; 翠绿 [cui4 lu:4] emerald green; 翡翠 [fei3 cui4] jadeite / tree kingfisher; 胜地 [sheng4 di4] well-known scenic spot
其夫人乃燕大有名校花，追逐有人，而独赏梦家长衫落拓有中国文学家气味，遂赋归与。	1:夫人 5:大有 6:有名 7:名校 8:校花 11:追逐 13:有人 20:家长 21:长衫 23:落拓 26:中国 28:文学/文学家 31:气味	名校 [ming2 xiao4] famous school; 大有 [da4 you3] there is a great deal of ... (typically followed by a bis... / (literary) bumper harvest; abundance; 家长 [jia1 zhang3] parent; head of household; 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 文学家 [wen2 xue2 jia1] writer; man of letters / CL:個|个[ge4]; 有名 [you3 ming2] famous; well-known; 校花 [xiao4 hua1] campus belle; school beauty queen; 长衫 [chang2 shan1] long gown; cheongsam
-我不负责资讯科技，我写你的部落格	2:不负 3:负责 5:资讯/资讯科技 7:科技 14:部落/部落格	不负 [bu4 fu4] to live up to; 科技 [ke1 ji4] science and technology; 负责 [fu4 ze2] to be responsible for; to be in charge of; to bear respon... / conscientious; 资讯 [zi1 xun4] information; 资讯科技 [zi1 xun4 ke1 ji4] information technology; 部落 [bu4 luo4] tribe; 部落格 [bu4 luo4 ge2] blog (loanword) (Tw)
这些娇小的兔子就像是二十世纪的猛犸象	0:这些 2:娇小 3:小的 5:兔子 10:二十/二十世纪 12:世纪 15:猛犸/猛犸象	世纪 [shi4 ji4] century / CL:個|个[ge4]; 二十 [er4 shi2] twenty; 20; 二十世纪 [er4 shi2 shi4 ji4] 20th century; 娇小 [jiao1 xiao3] petite; dainty; 小的 [xiao3 de5] (coll.) young child; the little one(s) of the family / (old) (humble) I; me; my (used by a commoner when speakin...; 猛犸 [meng3 ma3] mammoth (genus Mammuthus); 猛犸象 [meng3 ma3 xiang4] see 猛獁|猛犸[meng3 ma3]
