sentence	spans	defs
当局持续把国有企业国有化，在300间半国营企业中，加纳政府拥有约三分之二。	0:当局 2:持续 5:国有/国有企业 7:企业 9:国有/国有化 19:国营/国营企业 21:企业 25:加纳 27:政府 29:拥有 32:三分 33:分之	三分 [san1 fen1] somewhat; to some degree; 企业 [qi3 ye4] company; firm; enterprise; corporation / CL:家[jia1]; 分之 [fen1 zhi1] (indicating a fraction); 国有 [guo2 you3] state-owned; nationalized; 国有企业 [guo2 you3 qi3 ye4] state-owned enterprise; 国有化 [guo2 you3 hua4] nationalization; 国营 [guo2 ying2] state-run; nationalized; 国营企业 [guo2 ying2 qi3 ye4] state-operated enterprise
沪江大学历史建筑群已被列为上海市优秀历史建筑以及全国重点文物保护单位。	0:沪江 2:大学 3:学历 4:历史 6:建筑/建筑群 11:列为 12:为上 13:上海/上海市 14:海市 16:优秀 18:历史 20:建筑 22:以及 24:全国/全国重点文物保护单位 26:重点 28:文物 30:保护 32:单位	上海 [Shang4 hai3] Shanghai municipality (abbr. to 滬|沪[Hu4]); 上海市 [Shang4 hai3 Shi4] Shanghai municipality (abbr. to 滬|沪[Hu4]); 为上 [wei2 shang4] to be valued above all else; 保护 [bao3 hu4] to protect; to safeguard; protection / CL:種|种[zhong3]; 全国 [quan2 guo2] whole nation; nationwide; national; 全国重点文物保护单位 [Quan2 guo2 Zhong4 dian3 Wen2 wu4 Bao3 hu4 Dan1 wei4] National Key Cultural Relics Protection Unit; 列为 [lie4 wei2] to be classified as; 单位 [dan1 wei4] unit (of measure) / unit (group of people); work unit / CL:個|个[ge4]; 历史 [li4 shi3] history / CL:門|门[men2],段[duan4]; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学历 [xue2 li4] educational background; academic qualifications; 建筑 [jian4 zhu4] to construct; building / CL:個|个[ge4]; 建筑群 [jian4 zhu4 qun2] building complex; cluster of buildings; 文物 [wen2 wu4] cultural or historical relic / CL:件[jian4],個|个[ge4]; 海市 [hai3 shi4] (lit. and fig.) mirage; 重点 [chong2 dian3] to recount (e.g. results of election) / to re-evaluate | [zhong4 dian3] key point; focus; to emphasize
其时尚摄影作品不仅有着较高辨识度，还带有潜移默化的感染力。	1:时尚 3:摄影 5:作品 7:不仅 9:有着 13:辨识/辨识度 14:识度 18:带有 20:潜移/潜移默化 25:感染/感染力	感染 [gan3 ran3] to infect; infection / (fig.) to influence; 感染力 [gan3 ran3 li4] infectiousness (of a disease) / appeal; power; impact (of an image, marketing message, pe...; 潜移 [qian2 yi2] intangible changes; unnoticed transformation; 潜移默化 [qian2 yi2 mo4 hua4] imperceptible influence; 识度 [shi2 du4] knowledge and experience; 辨识 [bian4 shi2] to identify; to recognize; 辨识度 [bian4 shi2 du4] distinctiveness; identifiability; recognizability
包含普通人的暴力犯罪像你一样的普通人	0:包含 2:普通/普通人 3:通人 6:暴力/暴力犯罪 8:犯罪 12:一样 15:普通/普通人 16:通人	普通 [pu3 tong1] common; ordinary; 普通人 [pu3 tong1 ren2] ordinary person; common people; 暴力 [bao4 li4] violence; force; 暴力犯罪 [bao4 li4 fan4 zui4] violent crime; 犯罪 [fan4 zui4] to commit a crime; crime; 通人 [tong1 ren2] learned person; person of wide knowledge and sound schola...
好吧，我需要你找的瓶装水，金枪鱼，花生酱，嗯，牛肉干。	4:需要 9:瓶装/瓶装水 13:金枪鱼 17:花生/花生酱 23:牛肉/牛肉干	牛肉 [niu2 rou4] beef; 牛肉干 [niu2 rou4 gan1] dried beef; beef jerky; 瓶装 [ping2 zhuang1] bottled; 瓶装水 [ping2 zhuang1 shui3] bottled water; 花生 [hua1 sheng1] peanut / CL:粒[li4]; 花生酱 [hua1 sheng1 jiang4] peanut butter
理查德·曼宁·卡普是一名美国计算机科学家和计算理论家。	0:理查/理查德 1:查德 12:美国 14:计算/计算机/计算机科学/计算机科学家 17:科学/科学家 21:计算 23:理论/理论家	查德 [Cha2 de2] Chad (Tw); 理查 [Li3 cha2] (name) Richard; 理查德 [Li3 cha2 de2] Richard (name); 理论 [li3 lun4] theory / to argue / to take notice of / CL:個|个[ge4]; 理论家 [li3 lun4 jia1] theorist; theoretician; 科学 [ke1 xue2] science; scientific; rational / CL:門|门[men2],個|个[ge4],種|种[zhong3]; 科学家 [ke1 xue2 jia1] scientist / CL:個|个[ge4]; 计算 [ji4 suan4] to calculate; to compute / to consider; to think over / to plot; to scheme; 计算机 [ji4 suan4 ji1] computer / (Tw) calculator / CL:臺|台[tai2]; 计算机科学 [ji4 suan4 ji1 ke1 xue2] computer science; 计算机科学家 [ji4 suan4 ji1 ke1 xue2 jia1] computer scientist
该村有省道台21甲线通过，是由埔里镇通往水里乡、阿里山乡或玉山等地区之中点站。	4:道台 10:通过 15:埔里/埔里镇 18:通往 20:水里/水里乡 24:阿里/阿里山/阿里山乡 26:山乡 29:玉山 32:地区 34:之中 35:中点	中点 [zhong1 dian3] midpoint; half-way point; 之中 [zhi1 zhong1] inside; among; in the midst of; during; 埔里 [Pu3 li3] Puli, town in Nantou County 南投縣|南投县[Nan2 tou2 Xian4], cen...; 埔里镇 [Pu3 li3 Zhen4] Puli, town in Nantou County 南投縣|南投县[Nan2 tou2 Xian4], cen...; 山乡 [shan1 xiang1] mountain area; 水里 [Shui3 li3] Shuili Township in Nantou County 南投縣|南投县[Nan2 tou2 Xian4]...; 水里乡 [Shui3 li3 Xiang1] Shuili Township in Nantou County 南投縣|南投县[Nan2 tou2 Xian4]...; 阿里 [A1 li3] (name) Ali / Ali (c. 600–661), the fourth caliph of Islam / Alibaba, e-commerce company (abbr. for 阿里巴巴[A1 li3 ba1 ba1]) / see 阿里地區|阿里地区[A1 li3 Di4 qu1]; 阿里山 [A1 li3 Shan1] Alishan mountain range in the central-southern region of ...; 阿里山乡 [A1 li3 shan1 Xiang1] Alishan Township in Chiayi County 嘉義縣|嘉义县[Jia1 yi4 Xian4]...
‎那个王八蛋美国佬在那边‎你一句话我会杀了他	1:那个 3:王八/王八蛋 6:美国/美国佬 10:那边 14:一句/一句话	一句 [yi1 ju4] a line of verse; a sentence; 一句话 [yi1 ju4 hua4] in a word; in short; 王八 [wang2 ba5] softshell turtle / cuckold / (old) male owner of a brothel; 王八蛋 [wang2 ba1 dan4] bastard; son of a bitch; 美国 [Mei3 guo2] United States; USA; US; 美国佬 [Mei3 guo2 lao3] an American (derogatory); a Yankee
包洛蒂实验室主持人美军化学武器高级顾问英国大使馆顾问	3:实验/实验室 6:主持/主持人 9:美军 11:化学/化学武器 13:武器 15:高级 17:顾问 19:英国 20:国大 21:大使/大使馆 22:使馆 24:顾问	主持 [zhu3 chi2] to take charge of; to preside over / to uphold; to stand for / to host; anchor; 主持人 [zhu3 chi2 ren2] host; master of ceremonies; (TV or radio) presenter; anchor / (Tw) (research project) principal investigator (PI); prog...; 使馆 [shi3 guan3] consulate; diplomatic mission; 化学 [hua4 xue2] chemistry; chemical; 化学武器 [hua4 xue2 wu3 qi4] chemical weapon; 国大 [Guo2 Da4] abbr. for 國民大會|国民大会, National Assembly of the Republic of China (extant during various periods between 1913 and 2005) / abbr. for 新加坡國立大學|新加坡国立大学, National University of Singapore (NUS) / abbr. for 印度國民大會黨|印度国民大会党, Indian National Congress (INC) / abbr. for 馬來西亞印度國民大會黨|马来西亚印度国民大会党, Malaysian Indian Congress (MIC); 大使 [da4 shi3] ambassador; envoy / CL:名[ming2],位[wei4]; 大使馆 [da4 shi3 guan3] embassy / CL:座[zuo4],個|个[ge4]; 实验 [shi2 yan4] experiment; to experiment / CL:個|个[ge4],次[ci4]; 实验室 [shi2 yan4 shi4] laboratory / CL:間|间[jian1]; 武器 [wu3 qi4] weapon; arms / CL:種|种[zhong3]; 英国 [Ying1 guo2] United Kingdom (UK); Britain
小伙子们咱们能不能...听听收音机什么的?	0:小伙/小伙子 4:咱们 7:不能 14:收音/收音机 17:什么/什么的	什么 [shen2 me5] what? / something; anything; 什么的 [shen2 me5 de5] and so on; and so forth; and what not; 小伙 [xiao3 huo3] young guy; lad / CL:個|个[ge4]; 小伙子 [xiao3 huo3 zi5] young man; lad / CL:個|个[ge4]; 收音 [shou1 yin1] to receive a radio signal / to make an audio recording / (of an auditorium etc) to have good acoustics / (vocal training, linguistics) ending (of a word or syllable); 收音机 [shou1 yin1 ji1] radio / CL:臺|台[tai2]
