sentence	spans	defs
长绒猕猴桃（学名：）为猕猴桃科猕猴桃属阔叶猕猴桃的变种。	2:猕猴/猕猴桃 6:学名 11:猕猴/猕猴桃 15:猕猴/猕猴桃 19:阔叶 21:猕猴/猕猴桃 25:变种	猕猴 [mi2 hou2] macaque; 猕猴桃 [mi2 hou2 tao2] kiwi fruit; Chinese gooseberry
甲山乡，中国吉林省辽源市东辽县下辖的乡。	1:山乡 4:中国 6:吉林/吉林省 9:辽源/辽源市 12:东辽/东辽县 15:下辖	东辽 [Dong1 liao2] see 東遼縣|东辽县[Dong1 liao2 Xian4]; 东辽县 [Dong1 liao2 Xian4] Dongliao, a county in Liaoyuan City 遼源市|辽源市[Liao2 yuan2 S...; 吉林 [Ji2 lin2] see 吉林省[Ji2 lin2 Sheng3] / see 吉林市[Ji2 lin2 Shi4]; 吉林省 [Ji2 lin2 Sheng3] Jilin Province, capital Changchun 長春市|长春市[Chang2 chun1 Sh...; 辽源 [Liao2 yuan2] see 遼源市|辽源市[Liao2 yuan2 Shi4]; 辽源市 [Liao2 yuan2 Shi4] Liaoyuan, prefecture-level city in Jilin Province 吉林省[Ji2...
麻省理工学院和哥伦比亚大学认为它是法国最负盛名的工程师大学校。	0:麻省理工学院 2:理工 3:工学/工学院 4:学院 7:哥伦比亚/哥伦比亚大学 9:比亚 11:大学 13:认为 17:法国 21:盛名 24:工程/工程师 26:师大 27:大学 28:学校	哥伦比亚 [Ge1 lun2 bi3 ya4] Colombia (country in South America) / Columbia (name of various entities, mostly in the USA); 哥伦比亚大学 [Ge1 lun2 bi3 ya4 Da4 xue2] Columbia University; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学校 [xue2 xiao4] school / CL:所[suo3]; 学院 [xue2 yuan4] college; educational institute / CL:所[suo3]; 工学 [gong1 xue2] engineering; industrial science; 工学院 [gong1 xue2 yuan4] school of engineering; 工程 [gong1 cheng2] engineering / engineering project; undertaking / CL:個|个[ge4],項|项[xiang4]; 工程师 [gong1 cheng2 shi1] engineer / CL:個|个[ge4],位[wei4],名[ming2]; 师大 [shi1 da4] teacher training college / abbr. for 師範大學|师范大学[shi1 fan4 da4 xue2], normal university; 比亚 [Bi3 ya4] Bia, daughter of Pallas and Styx in Greek mythology, pers...; 理工 [li3 gong1] science and engineering as academic subjects; 麻省理工学院 [Ma2 sheng3 Li3 gong1 Xue2 yuan4] Massachusetts Institute of Technology (MIT)
当然除非你认为他只是打算置身事外把公司跟你妈妈拱手相送	0:当然 2:除非 5:认为 8:只是 10:打算 12:置身/置身事外 17:公司 20:你妈 21:妈妈 23:拱手 24:手相	你妈 [ni3 ma1] (expletive) fuck; 妈妈 [ma1 ma5] mama; mommy; mother / CL:個|个[ge4],位[wei4]; 手相 [shou3 xiang4] palmistry; palm features; 拱手 [gong3 shou3] to cup one's hands in obeisance or greeting / (fig.) submissive; 置身 [zhi4 shen1] to place oneself; to stay; 置身事外 [zhi4 shen1 shi4 wai4] (idiom) not to get involved; to stay out of it
该应用程式与入口网站用于展示游戏和新闻发布会。	0:该应 1:应用/应用程式 3:程式 6:入口/入口网 8:网站 10:用于 12:展示 14:游戏 17:新闻/新闻发布会 19:发布/发布会	入口 [ru4 kou3] entrance / to import; 入口网 [ru4 kou3 wang3] web portal; enterprise portal; 发布 [fa1 bu4] to release; to issue; to announce / variant of 發布|发布[fa1 bu4]; 发布会 [fa1 bu4 hui4] news conference; briefing; 应用 [ying4 yong4] to apply; practical use; application / (computing) app; 应用程式 [ying4 yong4 cheng2 shi4] (Tw) (computing) application; program; 新闻 [xin1 wen2] news / CL:條|条[tiao2],個|个[ge4]; 新闻发布会 [xin1 wen2 fa1 bu4 hui4] news conference; 程式 [cheng2 shi4] form; pattern; formula / (Tw) (computing) program; 网站 [wang3 zhan4] website; 该应 [gai1 ying1] should
上低音号形状比低音号小一些，音域和次中音长号相同，比低音号高八度，比小号低八度。	1:低音 4:形状 7:低音 11:一些 14:音域 19:音长 20:长号 22:相同 26:低音 29:高八度 30:八度 34:小号 36:低八度 37:八度	低八度 [di1 ba1 du4] an octave lower (music); 八度 [ba1 du4] octave; 长号 [chang2 hao4] trombone; 音长 [yin1 chang2] sound duration; note length; 高八度 [gao1 ba1 du4] an octave higher (music)
于是镇公所便提供因八七水灾荒废的沼泽地作为校地，永年中学雏形始备。	0:于是 6:提供 11:水灾 12:灾荒 13:荒废 16:沼泽/沼泽地 19:作为 21:校地 24:永年 25:年中 26:中学 28:雏形	中学 [zhong1 xue2] middle school; 年中 [nian2 zhong1] within the year; mid-year; 水灾 [shui3 zai1] flood; flood disaster; 永年 [Yong3 nian2] see 永年區|永年区[Yong3 nian2 Qu1]; 沼泽 [zhao3 ze2] marsh; swamp; wetlands / glade; 沼泽地 [zhao3 ze2 di4] marsh; swamp; everglade; 灾荒 [zai1 huang1] natural disaster; famine; 荒废 [huang1 fei4] to abandon; to lie waste / to neglect (one's work or study)
事业有成的明忠，和美丽有情人终成眷属。	0:事业/事业有成 2:有成 8:和美 9:美丽 11:有情/有情人/有情人终成眷属 12:情人 14:终成眷属 16:眷属	事业 [shi4 ye4] undertaking; cause / publicly funded institution, enterprise or foundation / career; occupation / CL:個|个[ge4]; 事业有成 [shi4 ye4 you3 cheng2] to be successful in one's career; 和美 [He2 mei3] Hemei or Homei Town in Changhua County 彰化縣|彰化县[Zhang1 hua... | [he2 mei3] harmonious; 情人 [qing2 ren2] lover; sweetheart; 有情 [you3 qing2] to be in love / sentient beings (Buddhism); 有情人 [you3 qing2 ren2] lovers; 有情人终成眷属 [you3 qing2 ren2 zhong1 cheng2 juan4 shu3] love will find a way (idiom); 有成 [you3 cheng2] (literary) to achieve success; 眷属 [juan4 shu3] family member / husband and wife; 终成眷属 [zhong1 cheng2 juan4 shu3] see 有情人終成眷屬|有情人终成眷属[you3 qing2 ren2 zhong1 cheng2 juan4 shu3]; 美丽 [mei3 li4] beautiful
昆明湖的水源来自玉泉山，晋朝陆机诗曰“玉泉涌微澜”，与玉澜堂的命名十分贴切。	0:昆明/昆明湖 4:水源 6:来自 8:玉泉 9:泉山 12:晋朝 14:陆机 16:诗曰 19:玉泉 20:泉涌 31:命名 33:十分 35:贴切	昆明 [Kun1 ming2] see 昆明市[Kun1 ming2 Shi4]; 昆明湖 [Kun1 ming2 Hu2] Kunming Lake; 泉山 [Quan2 shan1] see 泉山區|泉山区[Quan2 shan1 Qu1]; 泉涌 [quan2 yong3] to gush; 玉泉 [Yu4 quan2] see 玉泉區|玉泉区[Yu4 quan2 Qu1] | [yu4 quan2] nephrite (used in TCM)
孝悌忠信礼义廉耻是中华文明的基因，德治礼序是中华传统文化的重要内容。	0:孝悌/孝悌忠信 2:忠信 4:礼义/礼义廉耻 6:廉耻 9:中华 10:华文 11:文明 14:基因 17:德治 22:中华 24:传统 26:文化 29:重要 31:内容	中华 [Zhong1 hua2] China; Chinese civilization; 华文 [Hua2 wen2] Chinese language and script; 孝悌 [xiao4 ti4] filial piety and fraternal duty; 孝悌忠信 [xiao4 ti4 zhong1 xin4] Confucian moral virtues of filial piety, fraternal respect, loyalty, and trustworthiness; 廉耻 [lian2 chi3] sense of honor and shame; 忠信 [zhong1 xin4] faithful and loyal; 文明 [wen2 ming2] civilized; civilization / CL:個|个[ge4]; 礼义 [li3 yi4] righteousness / justice; 礼义廉耻 [li3 yi4 lian2 chi3] (idiom) propriety, justice, integrity and a sense of sham...
