sentence	spans	defs
与百合川南高等学校樱田朝雄和河田第二高岛学校世良直树熟识。	1:百合 2:合川 5:高等/高等学校 7:学校 16:第二 20:学校 25:树熟 26:熟识	合川 [He2 chuan1] see 合川區|合川区[He2 chuan1 Qu1]; 学校 [xue2 xiao4] school / CL:所[suo3]; 树熟 [shu4 shu2] tree-ripe; 熟识 [shu2 shi5] to be well acquainted with; to know well; 百合 [bai3 he2] lily; 高等 [gao1 deng3] higher; advanced; 高等学校 [gao1 deng3 xue2 xiao4] colleges and universities
长毛猪笼草也与产自棉兰老岛的盾叶猪笼草近缘。	0:长毛 1:毛猪 2:猪笼/猪笼草 9:棉兰/棉兰老岛 16:猪笼/猪笼草	棉兰 [Mian2 lan2] Medan (city in Indonesia); 棉兰老岛 [Mian2 lan2 lao3 Dao3] Mindanao (island in the Philippines); 毛猪 [mao2 zhu1] live pig; 猪笼 [zhu1 long2] cylindrical bamboo or wire frame used to constrain a pig ...; 猪笼草 [zhu1 long2 cao3] tropical pitcher plant (i.e. genus Nepenthes); 长毛 [Chang2 mao2] (derog.) the Longhairs (Taiping rebels of the 19th century) | [chang2 mao2] long-haired; long-wool | [zhang3 mao2] to grow hair / to become mildewed
而自新文化运动以后，因谢灵运用字典雅艰深，于文学界地位突直转而下，负评日多。	1:自新 2:新文化运动 3:文化 5:运动 7:以后 11:谢灵运 13:运用 14:用字 15:字典 16:典雅 18:艰深 22:文学 23:学界 25:地位 29:转而	典雅 [dian3 ya3] refined; elegant; 字典 [zi4 dian3] dictionary / CL:本[ben3]; 学界 [xue2 jie4] academia; academic circles; 文化 [wen2 hua4] culture; civilization / CL:個|个[ge4],種|种[zhong3]; 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 新文化运动 [Xin1 Wen2 hua4 Yun4 dong4] the New Culture Movement (mid-1910s and 1920s), intellect...; 用字 [yong4 zi4] diction; use of words; 自新 [zi4 xin1] to reform oneself; to mend one's ways; 谢灵运 [Xie4 Ling2 yun4] Xie Lingyun (385-433) poet during Song of the Southern Dy...; 运动 [yun4 dong4] to move; motion / to exercise; sports / movement; campaign / CL:場|场[chang3]; 运用 [yun4 yong4] to use; to put to use
开始型雌鱼，体棕黄色，各鳞片中央为蓝灰色调。	0:开始 7:棕黄 8:黄色 12:鳞片 13:片中 14:中央 18:灰色 19:色调	中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 棕黄 [zong1 huang2] light brown; 灰色 [hui1 se4] gray / pessimistic; gloomy / ambiguous; 片中 [pian4 zhong1] in the movie; 色调 [se4 diao4] hue; tone; 鳞片 [lin2 pian4] scale (of fish, reptiles etc); 黄色 [huang2 se4] yellow / vulgar; lewd; pornographic
我必须去马哈拉施特拉邦各地参加竞选活动和会议	1:必须 4:马哈拉施特拉邦 5:哈拉 11:各地 13:参加 15:竞选/竞选活动 17:活动 19:和会 20:会议	会议 [hui4 yi4] meeting; conference / CL:場|场[chang3],屆|届[jie4]; 和会 [he2 hui4] peace conference; 哈拉 [ha1 la1] to chat idly (Tw); 活动 [huo2 dong4] to exercise; to move about; to work out / loose; movable; flexible / activity; event; campaign / to use personal influence, connections, bribes etc; 竞选 [jing4 xuan3] to run for office; 竞选活动 [jing4 xuan3 huo2 dong4] (election) campaign; 马哈拉施特拉邦 [Ma3 ha1 la1 shi1 te4 la1 bang1] Maharashtra (state in India)
吉普赛人、同性恋者、残疾人和耶和华见证人	0:吉普/吉普赛人 1:普赛 5:同性/同性恋/同性恋者 10:残疾/残疾人 14:耶和华/耶和华见证人 17:见证/见证人 18:证人	吉普 [Ji2 pu3] Jeep (car brand); 吉普赛人 [Ji2 pu3 sai4 ren2] Gypsy; 同性 [tong2 xing4] same nature / homosexual; 同性恋 [tong2 xing4 lian4] homosexuality; gay person; 同性恋者 [tong2 xing4 lian4 zhe3] homosexual; gay person; 普赛 [pu3 sai4] psi (Greek letter Ψψ); 残疾 [can2 ji2] disabled; handicapped; deformity; 残疾人 [can2 ji2 ren2] disabled person; 耶和华 [Ye1 he2 hua2] Jehovah (name for God); 耶和华见证人 [Ye1 he2 hua2 Jian4 zheng4 ren2] Jehovah's Witnesses; 见证 [jian4 zheng4] to witness; a witness / evidence; 见证人 [jian4 zheng4 ren2] witness; 证人 [zheng4 ren2] witness
我决定停下来然后进了游泳池,游了55圈	1:决定 3:停下/停下来 4:下来 6:然后 7:后进 10:游泳/游泳池 11:泳池	下来 [xia4 lai5] to come down / (verb complement) indicating completion, direction, or continuation / to be harvested (of crops) / to be over (of a period of time) / to go among the masses (said of leaders); 停下 [ting2 xia4] to stop; 停下来 [ting2 xia4 lai2] to stop; 后进 [hou4 jin4] less advanced; lagging behind / the younger or less experienced generation; 泳池 [yong3 chi2] swimming pool; 游泳 [you2 yong3] swimming; to swim; 游泳池 [you2 yong3 chi2] swimming pool; 然后 [ran2 hou4] then; after that; afterwards
进行体能训练可以降低腕隧道症候群的发生风险。	0:进行 1:行体 2:体能 4:训练 6:可以 7:以降 8:降低 10:腕隧道症候群 11:隧道 13:症候/症候群 17:发生 19:风险	以降 [yi3 jiang4] since (some point in the past); 体能 [ti3 neng2] physical capability; stamina; 可以 [ke3 yi3] can; may; able to / not bad; pretty good; 症候 [zheng4 hou4] illness; disease; 症候群 [zheng4 hou4 qun2] (Tw) syndrome; 腕隧道症候群 [wan4 sui4 dao4 zheng4 hou4 qun2] carpal tunnel syndrome; 行体 [xing2 ti3] see 行書|行书[xing2 shu1]; 进行 [jin4 xing2] to proceed; to carry out / (of an army etc) to be on the march; to advance; 降低 [jiang4 di1] to reduce; to lower; to bring down; 隧道 [sui4 dao4] tunnel
邝祖颜，万历时任四川顺庆府岳池县训导，二十九年署县事。	4:万历 5:历时 6:时任 8:四川 10:顺庆 13:岳池/岳池县 19:二十 20:十九	万历 [Wan4 li4] reign name of Ming emperor (1573-1619); 二十 [er4 shi2] twenty; 20; 十九 [shi2 jiu3] nineteen; 19; 历时 [li4 shi2] to last; to take (time); period / diachronic; 岳池 [Yue4 chi2] Yuechi county in Guang'an 廣安|广安[Guang3 an1], Sichuan; 岳池县 [Yue4 chi2 xian4] Yuechi county in Guang'an 廣安|广安[Guang3 an1], Sichuan; 时任 [shi2 ren4] then (as in "the then chairman")
其余30%的阿片受体位于突触后二级脊髓丘脑神经元和中间神经元的树突上。	0:其余 6:阿片 8:受体 9:体位 10:位于 12:突触/突触后 15:二级 17:脊髓 19:丘脑 20:脑神经 21:神经/神经元 25:中间/中间神经元 27:神经/神经元 31:树突	丘脑 [qiu1 nao3] thalamus; 中间 [zhong1 jian1] the middle; in between; during; 中间神经元 [zhong1 jian1 shen2 jing1 yuan2] interneuron; 位于 [wei4 yu2] to be located at; 体位 [ti3 wei4] posture; 受体 [shou4 ti3] receptor (biochemistry) / acceptor (semiconductors); 神经 [shen2 jing1] nerve / mental state / (coll.) unhinged; nutjob; 神经元 [shen2 jing1 yuan2] neuron; 突触 [tu1 chu4] synapse; 突触后 [tu1 chu4 hou4] postsynaptic; 脑神经 [nao3 shen2 jing1] cranial nerves
