sentence	spans	defs
由于国家公务员的俸给水准的决定影响重大，是人事院权限中被视为最重要的一项。	0:由于 2:国家 3:家公 4:公务/公务员 8:俸给 9:给水 10:水准 11:准的 13:决定 14:定影 15:影响 17:重大 21:人事 24:权限 28:视为 31:重要	俸给 [feng4 ji3] pay; salary; 公务 [gong1 wu4] official business; 公务员 [gong1 wu4 yuan2] civil servant; public servant; 决定 [jue2 ding4] to decide; decision / certainly / CL:個|个[ge4],項|项[xiang4]; 准的 [zhun3 di4] standard; norm; criterion; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 定影 [ding4 ying3] to fix a photographic image; 家公 [jia1 gong1] head of family; (polite) father / (polite) my grandfather; 影响 [ying3 xiang3] influence; effect; to affect / CL:股[gu3]; 水准 [shui3 zhun3] level; standard / level (surveying); 给水 [ji3 shui3] to supply water; to provide feedwater
实行统一纸币制度，有利于货币统一和国民经济发展。	0:实行 2:统一 4:纸币 5:币制 6:制度 9:有利/有利于 10:利于 12:货币 14:统一 17:国民/国民经济 19:经济/经济发展 21:发展	利于 [li4 yu2] to be beneficial to; to be conducive to; 制度 [zhi4 du4] system; institution / CL:個|个[ge4]; 发展 [fa1 zhan3] development; to develop; to grow; 国民 [guo2 min2] nationals; citizens; people of a nation; 国民经济 [guo2 min2 jing1 ji4] national economy; 币制 [bi4 zhi4] currency system; 有利 [you3 li4] advantageous; favorable; 有利于 [you3 li4 yu2] to be advantageous to; to be beneficial for; 纸币 [zhi3 bi4] banknotes; paper currency / CL:張|张[zhang1]; 经济 [jing1 ji4] economy; economic; 经济发展 [jing1 ji4 fa1 zhan3] economic development
例如，太阳牡羊座的人命盘中可能有几颗行星落入巨蟹座或双鱼座。	0:例如 3:太阳 5:牡羊座 9:人命 10:命盘 13:可能 18:行星 20:落入 22:巨蟹/巨蟹座 26:双鱼/双鱼座	人命 [ren2 ming4] human life / CL:條|条[tiao2]; 双鱼 [Shuang1 yu2] Pisces (star sign); 双鱼座 [Shuang1 yu2 zuo4] Pisces (constellation and sign of the zodiac); 命盘 [ming4 pan2] natal chart (astrology); 巨蟹 [Ju4 xie4] Cancer (star sign); 巨蟹座 [Ju4 xie4 zuo4] Cancer (constellation and sign of the zodiac)
祖鲁人的战术几乎不可能归功于远在几百里外的开普敦演练的英军。	0:祖鲁/祖鲁人 1:鲁人 4:战术 6:几乎/几乎不 8:不可/不可能 9:可能 11:归功 17:百里 18:里外 21:开普敦 24:演练 27:英军	不可 [bu4 ke3] cannot; should not; must not; 不可能 [bu4 ke3 neng2] impossible; cannot; 几乎 [ji1 hu1] almost; nearly; practically; 几乎不 [ji1 hu1 bu4] hardly; seems not; 可能 [ke3 neng2] possible; maybe; possibility / CL:個|个[ge4]; 百里 [Bai3 li3] two-character surname Baili; 祖鲁 [Zu3 lu3] Zulu; 祖鲁人 [Zu3 lu3 ren2] Zulu people; 里外 [li3 wai4] inside and out / or so; 鲁人 [Lu3 ren2] person from Lu/Shandong; esp. Confucius / stupid person
湘西土家族苗族自治州凤大公司为项目业主单位，湖南省路桥集团公司为施工单位。	0:湘西/湘西土家族苗族自治州 2:土家族 3:家族 5:苗族 7:自治/自治州 11:大公/大公司 12:公司 15:项目 17:业主 19:单位 22:湖南/湖南省 25:路桥 27:集团 29:公司 32:施工/施工单位 33:工单 34:单位	公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 单位 [dan1 wei4] unit (of measure) / unit (group of people); work unit / CL:個|个[ge4]; 土家族 [Tu3 jia1 zu2] Tujia ethnic group of Hunan; 大公 [da4 gong1] grand duke / impartial; 大公司 [da4 gong1 si1] large company; corporation; 家族 [jia1 zu2] family; clan; 工单 [gong1 dan1] work order; 施工 [shi1 gong1] construction; to carry out construction; 施工单位 [shi1 gong1 dan1 wei4] construction unit; builder; 湖南 [Hu2 nan2] see 湖南省[Hu2 nan2 Sheng3]; 湖南省 [Hu2 nan2 Sheng3] Hunan Province, capital Changsha 長沙市|长沙市[Chang2 sha1 Shi4...; 湘西 [Xiang1 xi1] see 湘西土家族苗族自治州[Xiang1 xi1 Tu3 jia1 zu2 Miao2 zu2 Zi4 zhi4 zhou1]; 湘西土家族苗族自治州 [Xiang1 xi1 Tu3 jia1 zu2 Miao2 zu2 Zi4 zhi4 zhou1] Xiangxi Tujia and Miao Autonomous Prefecture, in Hunan Pr...; 自治 [zi4 zhi4] autonomy; 自治州 [zi4 zhi4 zhou1] autonomous prefecture; 苗族 [Miao2 zu2] Hmong or Miao ethnic group of southwest China
其墓志铭于1926年5月发现于今辽宁省葫芦岛市建昌县图萨喀喇山。	1:墓志/墓志铭 12:发现 16:辽宁/辽宁省 19:葫芦/葫芦岛/葫芦岛市 23:建昌/建昌县	墓志 [mu4 zhi4] inscribed stone tablet placed in a tomb; memorial inscrip...; 墓志铭 [mu4 zhi4 ming2] epitaph; 建昌 [Jian4 chang1] Jianchang county in Huludao 葫蘆島|葫芦岛, Liaoning; 建昌县 [Jian4 chang1 xian4] Jianchang county in Huludao 葫蘆島|葫芦岛, Liaoning; 葫芦 [hu2 lu5] calabash or bottle gourd (Lagenaria siceraria) / hoist; block and tackle / muddled / (poker) full house; 葫芦岛 [Hu2 lu2 dao3] see 葫蘆島市|葫芦岛市[Hu2 lu2 dao3 Shi4]; 葫芦岛市 [Hu2 lu2 dao3 Shi4] Huludao, prefecture-level city in Liaoning Province 遼寧省|辽...; 辽宁 [Liao2 ning2] see 遼寧省|辽宁省[Liao2 ning2 Sheng3]; 辽宁省 [Liao2 ning2 Sheng3] Liaoning Province, capital Shenyang 瀋陽市|沈阳市[Shen3 yang2 S...
民主进步党政治工作者，为民进党青年代表、任民进党发言人。	0:民主/民主进步党 2:进步 4:党政 5:政治 7:工作/工作者 8:作者 12:民进/民进党 15:青年 16:年代 17:代表 21:民进/民进党 24:发言/发言人	代表 [dai4 biao3] to represent; representative / CL:位[wei4],個|个[ge4],名[ming2]; 作者 [zuo4 zhe3] author; writer; 党政 [dang3 zheng4] Party and government administration; 发言 [fa1 yan2] to make a speech; statement / CL:個|个[ge4]; 发言人 [fa1 yan2 ren2] spokesperson; 工作 [gong1 zuo4] to work; work; task / (of a machine) to operate / job / CL:個|个[ge4],份[fen4],項|项[xiang4]; 工作者 [gong1 zuo4 zhe3] worker; 年代 [nian2 dai4] decade; era; period / CL:個|个[ge4]; 政治 [zheng4 zhi4] politics; political; 民主 [min2 zhu3] democracy; democratic; 民主进步党 [Min2 zhu3 Jin4 bu4 dang3] DPP (Democratic Progressive Party, Taiwan) / abbr. to 民進黨|民进党; 民进 [Min2 jin4] China Association for Promoting Democracy (abbr. for 中國民主...; 民进党 [Min2 jin4 dang3] DPP (Democratic Progressive Party, Taiwan) / abbr. for 民主進步黨|民主进步党; 进步 [jin4 bu4] progress; to improve / CL:個|个[ge4]; 青年 [qing1 nian2] youth; young person
后人民日报官方微信公众号头条推送的相关文章显示“该内容已被发布者删除”。	0:后人 1:人民/人民日报 3:日报 4:报官 5:官方 7:微信 9:公众/公众号 11:号头 12:头条 14:推送 17:相关 18:关文 19:文章 21:显示 25:内容 29:发布 32:删除	人民 [ren2 min2] the people / CL:個|个[ge4]; 人民日报 [Ren2 min2 Ri4 bao4] People's Daily (PRC newspaper); 公众 [gong1 zhong4] public; 公众号 [gong1 zhong4 hao4] official account (on a social networking platform); 关文 [guan1 wen2] official document sent to an agency (or an official) of e...; 号头 [hao4 tou2] number; serial number; 后人 [hou4 ren2] later generation; 头条 [Tou2 tiao2] Toutiao, personalized content recommendation app (abbr. f... | [tou2 tiao2] lead story (on the news); 官方 [guan1 fang1] official; government; 报官 [bao4 guan1] (old) to report sth to the authorities; 文章 [wen2 zhang1] article; essay; writings / hidden meaning / CL:篇[pian1],段[duan4],頁|页[ye4]; 日报 [ri4 bao4] daily newspaper; 相关 [xiang1 guan1] related; relevant; pertinent / (statistics) correlation
此计划花了五十五亿欧元（特派员卡莉克劳斯）	1:计划 2:划花 5:五十 6:十五 9:欧元 12:特派/特派员 13:派员 17:克劳斯	五十 [wu3 shi2] fifty; 划花 [hua4 hua1] engraving (on porcelain etc); 十五 [shi2 wu3] fifteen; 15; 派员 [pai4 yuan2] to dispatch personnel; to send staff (to perform a task o...; 特派 [te4 pai4] to specially dispatch; special correspondent / task force; 特派员 [te4 pai4 yuan2] special correspondent; special commissioner; 计划 [ji4 hua4] plan; project; program; to plan / CL:個|个[ge4],項|项[xiang4]
韦德梅伦是荷兰的一个市镇，在行政区划上属于北荷兰省。	0:韦德 4:是荷 5:荷兰 8:一个 10:市镇 13:在行 14:行政/行政区/行政区划 15:政区 16:区划 19:属于 21:北荷兰 22:荷兰	北荷兰 [Bei3 He2 lan2] North Holland, a province of the Netherlands; 区划 [qu1 hua4] subdivision (e.g. of provinces into counties); 在行 [zai4 hang2] to be adept at; to be an expert in; 政区 [zheng4 qu1] administrative division; 是荷 [shi4 he2] (written) (at the end of a request in letters) I would be...; 荷兰 [He2 lan2] Holland; the Netherlands; 行政 [xing2 zheng4] administration; administrative; 行政区 [xing2 zheng4 qu1] administrative district; 行政区划 [xing2 zheng4 qu1 hua4] administrative subdivision
