sentence	spans	defs
真是的你明明知道我一看到脚踏车就气消了	0:真是/真是的 1:是的 4:明明 5:明知 6:知道 10:看到 12:脚踏/脚踏车 13:踏车	明明 [ming2 ming2] obviously; plainly; 明知 [ming2 zhi1] to be fully aware of; 是的 [shi4 de5] yes, that's right / variant of 似的[shi4 de5]; 真是 [zhen1 shi5] indeed; truly / (coll.) (used to express disapproval, annoyance etc); 真是的 [zhen1 shi5 de5] Really! (interj. of annoyance or frustration); 知道 [zhi1 dao4] to know; to become aware of / also pr. [zhi1dao5]; 脚踏 [jiao3 ta4] pedal; 脚踏车 [jiao3 ta4 che1] (Tw) bicycle; bike / CL:輛|辆[liang4]; 踏车 [ta4 che1] treadwheel; treadmill
武汉大学位于武汉市区重要地段，珞珈山麓，东湖西南岸，水果湖畔。	0:武汉/武汉大学 2:大学 3:学位 4:位于 6:武汉/武汉市 8:市区 10:重要 11:要地 12:地段 17:山麓 20:东湖 21:湖西 22:西南 23:南岸 26:水果 28:湖畔	东湖 [Dong1 hu2] see 東湖區|东湖区[Dong1 hu2 Qu1]; 位于 [wei4 yu2] to be located at; 南岸 [Nan2 an4] see 南岸區|南岸区[Nan2 an4 Qu1]; 地段 [di4 duan4] section; district; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学位 [xue2 wei4] academic degree / place in school; 市区 [shi4 qu1] urban district; downtown; city center; 武汉 [Wu3 han4] see 武漢市|武汉市[Wu3 han4 Shi4]; 武汉大学 [Wu3 han4 Da4 xue2] Wuhan University; 武汉市 [Wu3 han4 Shi4] Wuhan, sub-provincial city and capital of Hubei Province ...; 湖西 [Hu2 xi1] Huhsi township in Penghu county 澎湖縣|澎湖县[Peng2 hu2 xian4] ...; 西南 [xi1 nan2] southwest; 要地 [yao4 di4] strategic location; 重要 [zhong4 yao4] important; significant; major
在历史上，成员主要是非裔美国人。	1:历史/历史上 2:史上 5:成员 7:主要 8:要是 9:是非 10:非裔 12:美国/美国人 13:国人	主要 [zhu3 yao4] main; principal; major; primary; 历史 [li4 shi3] history / CL:門|门[men2],段[duan4]; 历史上 [li4 shi3 shang4] historical; in history; 史上 [shi3 shang4] in history; 国人 [guo2 ren2] compatriots; fellow countrymen; 是非 [shi4 fei1] right and wrong / quarrel; 美国 [Mei3 guo2] United States; USA; US; 美国人 [Mei3 guo2 ren2] American; American person / CL:個|个[ge4]; 要是 [yao4 shi5] (coll.) if; 非裔 [Fei1 yi4] of African descent
下面的消息发送的请求新泽西州警察署.	0:下面 1:面的 3:消息 5:发送 8:请求 10:新泽西/新泽西州 11:泽西 14:警察/警察署	下面 [xia4 mian4] below; under / next; the following / to boil noodles / also pr. [xia4 mian5]; 新泽西 [Xin1 ze2 xi1] New Jersey, US state; 新泽西州 [Xin1 ze2 xi1 zhou1] New Jersey, US state; 泽西 [Ze2 xi1] Jersey (Channel Islands); 警察 [jing3 cha2] police; police officer; 警察署 [jing3 cha2 shu3] police station; 面的 [mian4 di1] minivan taxi / abbr. of 麵包車的士|面包车的士[mian4 bao1 che1 di1 shi4]
这是我第二次成为家庭暴力的牺牲品了	3:第二/第二次 4:二次 6:成为 8:家庭/家庭暴力 10:暴力 13:牺牲/牺牲品	二次 [er4 ci4] second; twice / (math.) quadratic (of degree two); 家庭 [jia1 ting2] family; household / CL:戶|户[hu4],個|个[ge4]; 家庭暴力 [jia1 ting2 bao4 li4] domestic violence; 暴力 [bao4 li4] violence; force; 牺牲 [xi1 sheng1] to sacrifice / beast slaughtered as a sacrifice; 牺牲品 [xi1 sheng1 pin3] sacrificial victim; expendable person / item sold at a loss; 第二 [di4 er4] second; number two; next / secondary; 第二次 [di4 er4 ci4] the second time; second
这主要是新教徒和天主教徒之间的战斗。	1:主要 2:要是 4:新教/新教徒 5:教徒 8:天主/天主教/天主教徒 9:主教 10:教徒 12:之间 15:战斗	主教 [zhu3 jiao4] bishop; 主要 [zhu3 yao4] main; principal; major; primary; 天主 [Tian1 zhu3] God (in Catholicism) / abbr. for 天主教[Tian1 zhu3 jiao4], Catholicism; 天主教 [Tian1 zhu3 jiao4] Catholicism; 天主教徒 [Tian1 zhu3 jiao4 tu2] Catholic; follower of Catholicism; 教徒 [jiao4 tu2] follower of a religion; disciple; 新教 [Xin1 jiao4] Protestantism; 新教徒 [xin1 jiao4 tu2] Protestant; adherent of Protestantism; 要是 [yao4 shi5] (coll.) if
简直前所未有急诊室都变成大型游乐园了	0:简直 2:前所未有 4:未有 6:急诊/急诊室 7:诊室 10:变成 11:成大 12:大型 14:游乐/游乐园 15:乐园	乐园 [le4 yuan2] paradise; 前所未有 [qian2 suo3 wei4 you3] (idiom) unprecedented; 变成 [bian4 cheng2] to change into; to become; 大型 [da4 xing2] large; large-scale; 急诊 [ji2 zhen3] emergency medical treatment; 急诊室 [ji2 zhen3 shi4] emergency room; 成大 [Cheng2 Da4] National Cheng Kung University (abbr. for 成功大學|成功大学[Cheng...; 未有 [wei4 you3] has never been; unprecedented; 游乐 [you2 le4] to amuse oneself; recreation; 游乐园 [you2 le4 yuan2] amusement park; 诊室 [zhen3 shi4] consulting room
辐射程度可以致死再过十分钟以后就会...	0:辐射 1:射程 2:程度 4:可以 5:以致 6:致死 10:十分 11:分钟 13:以后	以致 [yi3 zhi4] to such an extent as to; up to; 分钟 [fen1 zhong1] minute; 十分 [shi2 fen1] very; extremely; completely / to divide into ten equal parts; 可以 [ke3 yi3] can; may; able to / not bad; pretty good; 射程 [she4 cheng2] range; reach / firing range; 程度 [cheng2 du4] degree; level; extent; 致死 [zhi4 si3] to cause death; to be lethal; to be deadly; 辐射 [fu2 she4] radiation
荷兰为议会制君主立宪制国家，且其采用典型协商民主制度。	0:荷兰 3:议会/议会制 6:君主/君主立宪制 8:立宪 9:宪制 11:国家 16:采用 17:用典 18:典型 20:协商 21:商民 22:民主 24:制度	典型 [dian3 xing2] typical; representative; model; 协商 [xie2 shang1] to consult; to negotiate; agreement; 君主 [jun1 zhu3] monarch; sovereign; 君主立宪制 [jun1 zhu3 li4 xian4 zhi4] constitutional monarchy; 商民 [shang1 min2] merchant; 宪制 [xian4 zhi4] constitutional system; 民主 [min2 zhu3] democracy; democratic; 用典 [yong4 dian3] to use literary quotations; to use phrases taken from the...; 立宪 [li4 xian4] to set up a constitution; 议会 [yi4 hui4] parliament; legislative assembly; 议会制 [yi4 hui4 zhi4] parliamentary system; 采用 [cai3 yong4] to adopt; to use
隶属加拿大英国圣公会所属的传教士协会。	0:隶属 2:加拿大 3:拿大 4:大英 5:英国 8:公会 9:会所 10:所属 13:传教/传教士 14:教士 16:协会	会所 [hui4 suo3] clubhouse; meeting place; club; 传教 [chuan2 jiao4] to preach; to evangelize; 传教士 [chuan2 jiao4 shi4] missionary; 公会 [gong1 hui4] guild; 加拿大 [Jia1 na2 da4] Canada; 大英 [Da4 ying1] Daying county in Suining 遂寧|遂宁[Sui4 ning2], Sichuan / Great Britain; 所属 [suo3 shu3] affiliated; belonging to / subordinate; under one's command; 拿大 [na2 da4] to put on airs; self-important; 教士 [jiao4 shi4] clergy; churchman; 英国 [Ying1 guo2] United Kingdom (UK); Britain
