sentence	spans	defs
赶明儿我要是掉进水里你可以来救我了	0:赶明儿 1:明儿 4:要是 7:进水 8:水里 11:可以 12:以来	以来 [yi3 lai2] since (a previous event); 可以 [ke3 yi3] can; may; able to / not bad; pretty good; 明儿 [ming2 r5] (coll.) tomorrow; one of these days; 水里 [Shui3 li3] Shuili Township in Nantou County 南投縣|南投县[Nan2 tou2 Xian4]...; 赶明儿 [gan3 ming2 r5] some day; one of these days; 进水 [jin4 shui3] to have water get in; inflow of water
早在第一次世界大战时，协约国签订了多个秘密协议，计划瓜分奥斯曼帝国。	0:早在 2:第一/第一次/第一次世界大战 3:一次 5:世界/世界大战 7:大战 8:战时 11:协约/协约国 14:签订 17:多个 19:秘密 21:协议 24:计划 26:瓜分 28:奥斯曼/奥斯曼帝国 31:帝国	一次 [yi1 ci4] once; first time / (math.) linear (of degree one); 世界 [shi4 jie4] world / CL:個|个[ge4]; 世界大战 [shi4 jie4 da4 zhan4] world war; 协约 [xie2 yue1] pact; agreement; entente; 协约国 [xie2 yue1 guo2] Allies; entente powers; 大战 [da4 zhan4] war; to wage war; 奥斯曼 [Ao4 si1 man4] Ottoman (empire); 奥斯曼帝国 [Ao4 si1 man4 Di4 guo2] Ottoman Empire (1299–1922); 帝国 [di4 guo2] empire; imperial; 战时 [zhan4 shi2] wartime; 第一 [di4 yi1] first; foremost; 第一次 [di4 yi1 ci4] the first time; first; number one; 第一次世界大战 [Di4 yi1 ci4 Shi4 jie4 Da4 zhan4] World War One
光绪二十四年(1898)十一月,经总理衙门调京差委。	0:光绪 2:二十 3:十四 12:十一/十一月 13:一月 17:总理/总理衙门 19:衙门	一月 [Yi1 yue4] January; first month of the year; 二十 [er4 shi2] twenty; 20; 十一 [Shi2 Yi1] PRC National Day (October 1st) | [shi2 yi1] eleven; 11; 十一月 [Shi2 yi1 yue4] November / eleventh month (of the lunar year); 十四 [shi2 si4] fourteen; 14; 总理 [zong3 li3] premier; prime minister / CL:個|个[ge4],位[wei4],名[ming2]; 总理衙门 [zong3 li3 ya2 men5] the Qing dynasty equivalent of the Foreign Office; 衙门 [ya2 men5] yamen, government office in dynastic China
另一类则以碳水化合物含量高维特征，如绿豆、红豆。	0:另一 1:一类 5:碳水/碳水化合物 6:水化 7:化合/化合物 10:含量 12:高维 13:维特 14:特征 18:绿豆 21:红豆	一类 [yi1 lei4] same type / category 1 (i.e. class A); 化合 [hua4 he2] chemical combination; 化合物 [hua4 he2 wu4] chemical compound; 另一 [ling4 yi1] another; the other; 水化 [shui3 hua4] to hydrate; 特征 [te4 zheng1] characteristic; distinctive feature; 碳水 [tan4 shui3] (coll.) carbohydrate; carbs (abbr. for 碳水化合物[tan4 shui3 h...; 碳水化合物 [tan4 shui3 hua4 he2 wu4] carbohydrate; 维特 [Wei2 te4] Werther, opera by Jules Massenet / Werther, German masculine given name; 高维 [gao1 wei2] (math.) higher dimensional
专用来配食“沙嗲”的四角形粽子，也叫“都拔”，只用白米制成。	0:专用 1:用来 10:四角/四角形 13:粽子 25:白米 26:米制 27:制成	专用 [zhuan1 yong4] dedicated; special-purpose; 制成 [zhi4 cheng2] to manufacture; to produce; 四角 [si4 jiao3] the four corners; 四角形 [si4 jiao3 xing2] (geometry) quadrangle; quadrilateral; 用来 [yong4 lai2] to be used for; 白米 [bai2 mi3] (polished) rice; 米制 [mi3 zhi4] metric system
运动场：篮球场、棒垒球场、网球场。	0:运动/运动场 4:篮球/篮球场 5:球场 9:垒球 10:球场 13:网球/网球场 14:球场	垒球 [lei3 qiu2] softball; 球场 [qiu2 chang3] sports venue for ball games / CL:個|个[ge4],處|处[chu4]; 篮球 [lan2 qiu2] basketball / CL:個|个[ge4],隻|只[zhi1]; 篮球场 [lan2 qiu2 chang3] basketball court; 网球 [wang3 qiu2] tennis / tennis ball / CL:個|个[ge4]; 网球场 [wang3 qiu2 chang3] tennis court; 运动 [yun4 dong4] to move; motion / to exercise; sports / movement; campaign / CL:場|场[chang3]; 运动场 [yun4 dong4 chang3] sports field; playground
在二十世纪初提出的蒸散—内聚力—拉力机制是植物生理学家公认最具代表性的运输机制。	1:二十/二十世纪 3:世纪 6:提出 9:蒸散 16:拉力 18:机制 21:植物 23:生理/生理学/生理学家 24:理学/理学家 26:家公 27:公认 31:代表/代表性 35:运输 37:机制	世纪 [shi4 ji4] century / CL:個|个[ge4]; 二十 [er4 shi2] twenty; 20; 二十世纪 [er4 shi2 shi4 ji4] 20th century; 代表 [dai4 biao3] to represent; representative / CL:位[wei4],個|个[ge4],名[ming2]; 代表性 [dai4 biao3 xing4] representativeness; representative; 公认 [gong1 ren4] publicly recognized; accepted; 家公 [jia1 gong1] head of family; (polite) father / (polite) my grandfather; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...; 生理 [sheng1 li3] physiology; 生理学 [sheng1 li3 xue2] physiology; 生理学家 [sheng1 li3 xue2 jia1] physiologist
怒冲冲，怒气冲冲，天长地久，惟有此恨终无绝期。	0:怒冲冲 1:冲冲 4:怒气/怒气冲冲 5:气冲冲 6:冲冲 9:天长/天长地久 14:惟有	冲冲 [chong1 chong1] excitedly; 天长 [Tian1 chang2] see 天長市|天长市[Tian1 chang2 Shi4]; 天长地久 [tian1 chang2 di4 jiu3] everlasting; eternal; 怒冲冲 [nu4 chong1 chong1] furiously; 怒气 [nu4 qi4] anger; 怒气冲冲 [nu4 qi4 chong1 chong1] (idiom) spitting anger; in a rage; 气冲冲 [qi4 chong1 chong1] furious; enraged
此站是长野县最北车站，邻接新潟县界。	3:长野/长野县 7:北车 8:车站 11:邻接 13:新潟/新潟县 15:县界	北车 [Bei3 che1] (coll.) Taipei Railway Station (abbr. for 台北車站|台北车站[Tai2 ...; 县界 [xian4 jie4] county border; county line; 新潟 [Xin1 xi4] Niigata, a city and prefecture in Japan; 新潟县 [Xin1 xi4 xian4] Niigata prefecture in northwest Japan; 车站 [che1 zhan4] station; stop / CL:處|处[chu4],個|个[ge4]; 长野 [Chang2 ye3] Nagano (name) / Nagano city and prefecture in central Japan; 长野县 [Chang2 ye3 xian4] Nagano prefecture, Japan
次年，他以民主党人身份当选肯塔基州第22选区州参议员。	5:民主/民主党/民主党人 7:党人 8:人身 9:身份 11:当选 13:肯塔基/肯塔基州 20:选区 23:参议/参议员 24:议员	人身 [ren2 shen1] person; personal / human body; 党人 [dang3 ren2] party member; partisan; 参议 [can1 yi4] consultant; adviser; 参议员 [can1 yi4 yuan2] senator; 民主 [min2 zhu3] democracy; democratic; 民主党 [Min2 zhu3 dang3] Democratic Party; 民主党人 [min2 zhu3 dang3 ren2] Democrat (Democratic Party member or supporter); 肯塔基 [Ken3 ta3 ji1] Kentucky, US state; 肯塔基州 [Ken3 ta3 ji1 zhou1] Kentucky, US state; 议员 [yi4 yuan2] member of a legislative body; representative; 身份 [shen1 fen4] identity; aspect of one's identity (e.g. mayor, father, p...
