sentence	spans	defs
归根结底，在电脑后面你会被卡住，不是吗？	0:归根/归根结底 6:电脑 7:脑后 8:后面 13:卡住 16:不是/不是吗	不是 [bu4 shi4] no; is not; not | [bu4 shi5] fault; blame; 不是吗 [bu4 shi4 ma5] isn't that so?; 后面 [hou4 mian5] the back; the rear / later; afterwards; 归根 [gui1 gen1] to return to one's roots; 归根结底 [gui1 gen1 jie2 di3] ultimately; in the final analysis; 电脑 [dian4 nao3] computer / CL:臺|台[tai2]; 脑后 [nao3 hou4] the back of the head / (fig.) the back of one's mind
‎突发爆炸性新闻‎核物理学家霍巴特克拉克教授‎因扭断脖子而死	1:突发 3:爆炸/爆炸性 6:新闻 9:核物理 10:物理/物理学/物理学家 11:理学/理学家 14:霍巴特 15:巴特 17:克拉/克拉克 20:教授 26:脖子	克拉 [ke4 la1] carat (mass) (loanword); 克拉克 [Ke4 la1 ke4] (name) Clark or Clarke; 巴特 [Ba1 te4] Barth or Barthes (name); 核物理 [he2 wu4 li3] nuclear physics; 爆炸 [bao4 zha4] to explode; explosion; 爆炸性 [bao4 zha4 xing4] explosive / fig. shocking; 物理 [wu4 li3] physics; 物理学 [wu4 li3 xue2] physics; 物理学家 [wu4 li3 xue2 jia1] physicist; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...; 霍巴特 [Huo4 ba1 te4] Hobart, capital of Tasmania (Australia)
天主教会和富有的个人设法让一些艺术家和艺术作品保留下来。	0:天主/天主教/天主教会 1:主教 2:教会 5:富有 6:有的 8:个人 9:人设 10:设法 13:一些 15:艺术/艺术家 19:艺术 21:作品 22:品保 23:保留 24:留下 25:下来	下来 [xia4 lai5] to come down / (verb complement) indicating completion, direction, or continuation / to be harvested (of crops) / to be over (of a period of time) / to go among the masses (said of leaders); 个人 [ge4 ren2] individual; personal; 主教 [zhu3 jiao4] bishop; 人设 [ren2 she4] the design of a character (in games, manga etc) (abbr. fo... / public persona; public image; 作品 [zuo4 pin3] work; opus / CL:部[bu4],篇[pian1]; 保留 [bao3 liu2] to keep; to retain; to put aside / to have reservations; to hold back; 品保 [pin3 bao3] quality assurance (QA); 天主 [Tian1 zhu3] God (in Catholicism) / abbr. for 天主教[Tian1 zhu3 jiao4], Catholicism; 天主教 [Tian1 zhu3 jiao4] Catholicism; 天主教会 [Tian1 zhu3 Jiao4 hui4] the Catholic Church; 富有 [fu4 you3] rich; wealthy; affluent / to be rich in; to be replete with; 教会 [jiao1 hui4] to teach; to show | [jiao4 hui4] Christian church; 有的 [you3 de5] some (who are...); some (exist); 留下 [liu2 xia4] to leave behind; to stay; to remain; 艺术 [yi4 shu4] art; 艺术家 [yi4 shu4 jia1] artist / CL:個|个[ge4],位[wei4],名[ming2]; 设法 [she4 fa3] to try; to think of a way
我们会让银行自动提款机,有机器人技术支持,甚至计算机动画电影!	0:我们 4:银行 6:自动/自动提款机 8:提款/提款机 12:有机 13:机器/机器人 16:技术 18:支持 21:甚至 23:计算/计算机/计算机动画 25:机动 26:动画 28:电影	动画 [dong4 hua4] animation; cartoon; 提款 [ti2 kuan3] to withdraw money; to take money out of the bank; 提款机 [ti2 kuan3 ji1] ATM; bank autoteller; 有机 [you3 ji1] organic; 机动 [ji1 dong4] motorized; power-driven / adaptable; flexible; 机器 [ji1 qi4] machine / CL:臺|台[tai2],部[bu4],個|个[ge4]; 机器人 [ji1 qi4 ren2] robot; android; 自动 [zi4 dong4] automatic / voluntarily; 自动提款机 [zi4 dong4 ti2 kuan3 ji1] ATM; bank autoteller; 计算 [ji4 suan4] to calculate; to compute / to consider; to think over / to plot; to scheme; 计算机 [ji4 suan4 ji1] computer / (Tw) calculator / CL:臺|台[tai2]; 计算机动画 [ji4 suan4 ji1 dong4 hua4] computer animation
我知道这不是我最好看的彩蛋但在紧要关头也能凑合	1:知道 3:这不 4:不是 7:最好 8:好看 11:彩蛋 15:紧要/紧要关头 17:关头 21:凑合	不是 [bu4 shi4] no; is not; not | [bu4 shi5] fault; blame; 关头 [guan1 tou2] juncture; critical moment; 好看 [hao3 kan4] good-looking; good (of a show, book etc) / in an embarrassing situation; 最好 [zui4 hao3] best / had better ...; it would be best to ...; 紧要 [jin3 yao4] critical; crucial; vital; 紧要关头 [jin3 yao4 guan1 tou2] urgent and important moment (idiom); critical juncture; 这不 [zhe4 bu5] (coll.) As a matter of fact, ... (used to introduce evide...
莱辛自小在一所天主教学校中接受教育，但是她并不是天主教徒。	7:天主/天主教 8:主教 9:教学 10:学校 13:接受 14:受教 15:教育 18:但是 21:并不 22:不是 24:天主/天主教/天主教徒 25:主教 26:教徒	不是 [bu4 shi4] no; is not; not | [bu4 shi5] fault; blame; 主教 [zhu3 jiao4] bishop; 受教 [shou4 jiao4] to receive instruction; to benefit from advice; 天主 [Tian1 zhu3] God (in Catholicism) / abbr. for 天主教[Tian1 zhu3 jiao4], Catholicism; 天主教 [Tian1 zhu3 jiao4] Catholicism; 天主教徒 [Tian1 zhu3 jiao4 tu2] Catholic; follower of Catholicism; 学校 [xue2 xiao4] school / CL:所[suo3]; 并不 [bing4 bu4] not at all; by no means; 接受 [jie1 shou4] to accept (a suggestion, punishment, bribe etc); to acqui...; 教学 [jiao1 xue2] to teach (as a professor) | [jiao4 xue2] teaching; instruction / CL:次[ci4]; 教徒 [jiao4 tu2] follower of a religion; disciple; 教育 [jiao4 yu4] to educate; education
这个发射器可以触及世界各地所有电视所有电话和所有蓝牙装置	0:这个 2:发射/发射器 5:可以 7:触及 9:世界/世界各地 11:各地 13:所有 14:有电 15:电视 17:所有 18:有电 19:电话 22:所有 24:蓝牙 26:装置	世界 [shi4 jie4] world / CL:個|个[ge4]; 世界各地 [shi4 jie4 ge4 di4] all over the world; 发射 [fa1 she4] to shoot; to fire; to launch / to emit; to discharge; emission; 发射器 [fa1 she4 qi4] radio transmitter; 各地 [ge4 di4] various regions; all parts of a country; 所有 [suo3 you3] all / to have; to possess; to own; 有电 [you3 dian4] electric; having electricity; 电视 [dian4 shi4] television; TV / CL:臺|台[tai2],部[bu4]; 电话 [dian4 hua4] telephone / phone call / phone number / CL:部[bu4] / CL:通[tong1]
林父亲口说林心如是林志颖唯一带回去过的女友，后二人恋情不了了之。	1:父亲 2:亲口 5:林心如 7:如是 12:唯一 13:一带 14:带回 15:回去 19:女友 25:恋情 27:不了/不了了之 28:了了	一带 [yi1 dai4] region; area; 不了 [bu4 le5] no thanks (used to politely but informally decline) | [bu4 liao3] (as a resultative verb suffix) unable to (do sth) / (pattern: {verb} + 個|个[ge5] + ~) without end; incessantly; 不了了之 [bu4 liao3 liao3 zhi1] to leave a matter unresolved; 了了 [liao3 liao3] to realize clearly / to settle a matter; to get it over with; 亲口 [qin1 kou3] personally; in one's own words; 唯一 [wei2 yi1] only; sole; 回去 [hui2 qu5] to return; to go back; 如是 [ru2 shi4] thus; 带回 [dai4 hui2] to bring back; 林心如 [Lin2 Xin1 ru2] Ruby Lin (1976-), Taiwanese actress and pop singer; 父亲 [fu4 qin1] father / also pr. [fu4 qin5] / CL:個|个[ge4]
主要盆地有阿图什市的哈拉峻、吐古买提盆地和乌恰县的黑孜苇盆地。	0:主要 2:盆地 5:阿图什/阿图什市 10:哈拉 18:盆地 19:地和 21:乌恰/乌恰县 28:盆地	乌恰 [Wu1 qia4] Wuqia county in Xinjiang; 乌恰县 [Wu1 qia4 xian4] Wuqia county in Xinjiang; 地和 [di4 hu2] (mahjong) earthly hand; 盆地 [pen2 di4] basin; depression; 阿图什 [A1 tu2 shi2] Atush or Artux, city in Xinjiang; 阿图什市 [A1 tu2 shi2 shi4] Atush or Artux city in Xinjiang
独联体国家政府首脑在圣彼得堡签署了自由贸易区条约。	0:独联体 3:国家 4:家政 5:政府/政府首脑 7:首脑 10:圣彼得/圣彼得堡 11:彼得/彼得堡 14:签署 17:自由/自由贸易/自由贸易区 19:贸易 22:条约	国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 圣彼得 [Sheng4 bi3 de2] Saint Peter; 圣彼得堡 [Sheng4 bi3 de2 bao3] Saint Petersburg (city in Russia); 家政 [jia1 zheng4] housekeeping; 彼得 [Bi3 de2] Peter (name); 彼得堡 [Bi3 de2 bao3] Petersburg; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 政府首脑 [zheng4 fu3 shou3 nao3] head of state; government leader; 自由 [zi4 you2] freedom; free / CL:種|种[zhong3]; 自由贸易 [zi4 you2 mao4 yi4] free trade; 自由贸易区 [zi4 you2 mao4 yi4 qu1] free trade zone; 贸易 [mao4 yi4] (commercial) trade / CL:個|个[ge4]; 首脑 [shou3 nao3] head of state; leader / summit (meeting)
