sentence	spans	defs
后藤先生隐退之后开的铁板烧店大受欢迎据说年营业额有3亿日元	0:后藤 2:先生 4:隐退 6:之后 10:铁板/铁板烧 15:受欢迎 16:欢迎 18:据说 21:营业/营业额 27:日元	受欢迎 [shou4 huan1 ying2] popular; well-received; 欢迎 [huan1 ying2] to welcome; welcome; 营业 [ying2 ye4] to do business; to trade; 营业额 [ying2 ye4 e2] turnover; business volume; 铁板 [tie3 ban3] iron panel / hot iron plate for fast grilling (Japanese: teppan); 铁板烧 [tie3 ban3 shao1] teppanyaki
征服者之亭座落在远征军宿舍的东北方。	0:征服/征服者 5:座落 8:远征/远征军 11:宿舍 14:东北/东北方 15:北方	东北 [Dong1 bei3] Northeast China; Manchuria | [dong1 bei3] northeast; 东北方 [dong1 bei3 fang1] northeast; 北方 [bei3 fang1] north; the northern part of a country; 征服 [zheng1 fu2] to conquer; to subdue; 征服者 [zheng1 fu2 zhe3] conqueror; 远征 [yuan3 zheng1] an expedition; to march to remote regions; 远征军 [yuan3 zheng1 jun1] expeditionary force
他又不是什么平凡人像是社会主义者或激进分子	2:不是 4:什么 6:平凡 7:凡人 8:人像 11:社会/社会主义/社会主义者 13:主义 17:激进/激进分子 19:分子	主义 [zhu3 yi4] -ism; ideology; 人像 [ren2 xiang4] likeness of a person (sketch, photo, sculpture etc); 凡人 [fan2 ren2] ordinary person; mortal; 分子 [fen4 zi3] member of a class or group; people of a certain type / variant of 分子[fen4 zi3] | [fen1 zi3] (chemistry) molecule / (math) numerator of a fraction | [fen4 zi5] Taiwan variant of 份子[fen4 zi5]; 平凡 [ping2 fan2] commonplace; ordinary; mediocre; 激进 [ji1 jin4] radical; extreme; extremist; 激进分子 [ji1 jin4 fen4 zi3] radical; extremist / variant of 激進分子|激进分子[ji1 jin4 fen4 zi3]; 社会 [she4 hui4] society / CL:個|个[ge4]; 社会主义 [she4 hui4 zhu3 yi4] socialism; 社会主义者 [she4 hui4 zhu3 yi4 zhe3] socialist
林希虹，北京人，美籍华裔统计学家，哈佛大学生物统计学系教授。	4:北京/北京人 8:美籍 10:华裔 12:统计/统计学 17:哈佛/哈佛大学 19:大学/大学生 20:学生 21:生物 23:统计/统计学 27:教授	北京 [Bei3 jing1] Beijing municipality, capital of the People's Republic of...; 北京人 [Bei3 jing1 ren2] Beijing resident / Peking ape-man, Homo erectus pekinensis (c. 600,000 BC), ...; 哈佛 [Ha1 fo2] Harvard; 哈佛大学 [Ha1 fo2 Da4 xue2] Harvard University; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 大学生 [da4 xue2 sheng1] university student; college student; 学生 [xue2 sheng5] student; schoolchild; 生物 [sheng1 wu4] organism; living creature; biological / CL:個|个[ge4]; 统计 [tong3 ji4] statistics; to count; to add up; 统计学 [tong3 ji4 xue2] statistics
据说用此庙泉水泡茶甚是好喝，普通茶用泉水泡煮后，都可变成上等的茶味。	0:据说 5:泉水 6:水泡 7:泡茶 9:甚是 11:好喝 14:普通 18:泉水 19:水泡 25:可变 26:变成 28:上等	变成 [bian4 cheng2] to change into; to become; 可变 [ke3 bian4] variable; 水泡 [shui3 pao4] bubble / blister; 泉水 [quan2 shui3] spring water / CL:股[gu3]; 泡茶 [pao4 cha2] to make tea
此外，1975年以行政命令实施之学生平安保险亦属社会保险。	0:此外 9:行政/行政命令 11:命令 13:实施 16:学生 17:生平 18:平安 19:安保 20:保险 24:社会/社会保险 26:保险	保险 [bao3 xian3] insurance; to insure / safe; secure; sure / CL:份[fen4]; 命令 [ming4 ling4] order; command / CL:道[dao4],個|个[ge4]; 学生 [xue2 sheng5] student; schoolchild; 安保 [an1 bao3] security; 平安 [ping2 an1] safe and sound; at peace; 生平 [sheng1 ping2] one's life; in one's lifetime; 社会 [she4 hui4] society / CL:個|个[ge4]; 社会保险 [she4 hui4 bao3 xian3] social security (abbr. to 社保[she4 bao3]); 行政 [xing2 zheng4] administration; administrative; 行政命令 [xing2 zheng4 ming4 ling4] executive order
由中国石油天然气集团公司与河北省共建，隶属于华北石油管理局。	1:中国/中国石油天然气集团公司 3:石油 5:天然/天然气 8:集团 10:公司 13:河北/河北省 19:隶属 20:属于 22:华北 24:石油 25:油管 26:管理	中国 [Zhong1 guo2] China; 中国石油天然气集团公司 [Zhong1 guo2 Shi2 you2 Tian1 ran2 qi4 Ji2 tuan2 Gong1 si1] China National Petroleum Corporation; 公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 天然 [tian1 ran2] natural; 天然气 [tian1 ran2 qi4] natural gas; 属于 [shu3 yu2] to belong to; to be part of; 河北 [He2 bei3] see 河北省[He2 bei3 Sheng3]; 河北省 [He2 bei3 Sheng3] Hebei Province, capital Shijiazhuang 石家莊市|石家庄市[Shi2 jia1 ...; 油管 [you2 guan3] oil pipe / (slang) YouTube; 石油 [shi2 you2] oil; petroleum; 管理 [guan3 li3] to manage; to administer; management / CL:個|个[ge4]; 隶属 [li4 shu3] to be subordinate to; to be under the jurisdiction of; 集团 [ji2 tuan2] group; bloc; conglomerate
除此之外，一级方程式澳洲大奖赛、澳大利亚网球公开赛及戴维斯杯均于墨尔本市举办。	0:除此之外 2:之外 5:一级/一级方程式 7:方程/方程式 8:程式 10:澳洲 12:大奖/大奖赛 16:澳大利亚 20:网球 22:公开/公开赛 23:开赛 26:戴维/戴维斯/戴维斯杯 32:墨尔本 34:本市 36:举办	一级 [yi1 ji2] first class; category A; 一级方程式 [Yi1 ji2 Fang1 cheng2 shi4] Formula One; 之外 [zhi1 wai4] outside; excluding; 公开 [gong1 kai1] open; public; to make public; 公开赛 [gong1 kai1 sai4] (sports) open championship; open (as in "the US Open"); 墨尔本 [Mo4 er3 ben3] Melbourne, Australia; 大奖 [da4 jiang3] prize; award; 大奖赛 [da4 jiang3 sai4] grand prix; 开赛 [kai1 sai4] to start a match; kick-off; 戴维 [Dai4 wei2] David; Davy; Davey; Davie; 戴维斯 [Dai4 wei2 si1] Davis or Davies (name); 戴维斯杯 [Dai4 wei2 si1 bei1] Davis Cup (international tennis team competition); 方程 [fang1 cheng2] (math.) equation; 方程式 [fang1 cheng2 shi4] (math.) equation; 本市 [ben3 shi4] this city; our city; 程式 [cheng2 shi4] form; pattern; formula / (Tw) (computing) program; 除此之外 [chu2 ci3 zhi1 wai4] apart from this; in addition to this
该化合物是乙醇酸的-2价阴离子和氨配位的铂构成的。	1:化合/化合物 5:乙醇/乙醇酸 6:醇酸 12:阴离子 13:离子 21:构成	乙醇 [yi3 chun2] ethanol; ethyl alcohol; 乙醇酸 [yi3 chun2 suan1] glycolic acid C2H4O3; 化合 [hua4 he2] chemical combination; 化合物 [hua4 he2 wu4] chemical compound; 离子 [li2 zi3] ion; 醇酸 [chun2 suan1] alkyd / alcohol acid; hydroxyacid; 阴离子 [yin1 li2 zi3] negative ion; anion
通常提出不带电导电板之间的卡西米尔吸引力作为真空电磁场效应的一个例子。	0:通常 2:提出 4:不带/不带电 5:带电 6:电导 7:导电 10:之间 14:西米 17:吸引/吸引力 18:引力 19:力作 20:作为 22:真空 24:电磁/电磁场 25:磁场 27:效应 30:一个 31:个例 32:例子	一个 [yi1 ge5] a; an; one / the whole (afternoon, summer vacation etc); 不带 [bu4 dai4] without; not having; 不带电 [bu4 dai4 dian4] uncharged; electrically neutral; 个例 [ge4 li4] individual case; specific instance; 作为 [zuo4 wei2] conduct; deed; accomplishment / as; in the capacity of / to regard as; to view as; 例子 [li4 zi5] example; case; instance / CL:個|个[ge4]; 力作 [li4 zuo4] to put effort into (work, farming, writing etc) / a masterpiece; 吸引 [xi1 yin3] to attract; to appeal to; to fascinate; 吸引力 [xi1 yin3 li4] attractive force (such as gravitation) / attractiveness; sex appeal; 导电 [dao3 dian4] to conduct electricity; 带电 [dai4 dian4] to be electrified; to be charged; to be live; 引力 [yin3 li4] gravitation (force) / attraction; 电导 [dian4 dao3] electrical conductance; 电磁 [dian4 ci2] electromagnetic; 电磁场 [dian4 ci2 chang3] electromagnetic fields; 磁场 [ci2 chang3] magnetic field
