sentence	spans	defs
我小姨子去年做了心脏移植手术但却不是放在午餐冷藏箱里	1:小姨/小姨子 4:去年 8:心脏 10:移植/移植手术 12:手术 16:不是 20:午餐 22:冷藏/冷藏箱	冷藏 [leng3 cang2] refrigeration; cold storage; 冷藏箱 [leng3 cang2 xiang1] cooler; cold storage container; 小姨 [xiao3 yi2] mother's or wife's younger sister; 小姨子 [xiao3 yi2 zi5] (coll.) wife's younger sister; sister-in-law (term not us...; 手术 [shou3 shu4] surgery; surgical operation / CL:個|个[ge4]; 移植 [yi2 zhi2] to transplant; 移植手术 [yi2 zhi2 shou3 shu4] (organ) transplant operation
我是说他什么时候消停下来的成了一个半路出家的优秀作家?	4:什么/什么时候 6:时候 8:消停 9:停下/停下来 10:下来 13:成了 15:一个/一个半 17:半路/半路出家 19:出家 20:家的 22:优秀 24:作家	一个 [yi1 ge5] a; an; one / the whole (afternoon, summer vacation etc); 一个半 [yi1 ge5 ban4] one and a half; 下来 [xia4 lai5] to come down / (verb complement) indicating completion, direction, or continuation / to be harvested (of crops) / to be over (of a period of time) / to go among the masses (said of leaders); 什么 [shen2 me5] what? / something; anything; 什么时候 [shen2 me5 shi2 hou5] when?; at what time?; 停下 [ting2 xia4] to stop; 停下来 [ting2 xia4 lai2] to stop; 出家 [chu1 jia1] to enter monastic life; to become a monk or nun; 半路 [ban4 lu4] halfway; on the way; 半路出家 [ban4 lu4 chu1 jia1] to change one's career; to take up a new profession midway; 家的 [jia1 de5] (old) wife; 时候 [shi2 hou5] time; moment; period; 消停 [xiao1 ting2] to calm down; to stop; peaceful
我们今天济济一堂以上帝和理查德国王的名义	0:我们 2:今天 4:济济/济济一堂 8:以上 9:上帝 12:理查/理查德 13:查德 14:德国 15:国王 18:名义	上帝 [Shang4 di4] God; 以上 [yi3 shang4] that level or higher; that amount or more / the above-mentioned; that is all; 国王 [guo2 wang2] king; 德国 [De2 guo2] Germany; 查德 [Cha2 de2] Chad (Tw); 济济 [ji3 ji3] large number of people; 济济一堂 [ji3 ji3 yi1 tang2] to congregate in one hall (idiom); to gather under one roof; 理查 [Li3 cha2] (name) Richard; 理查德 [Li3 cha2 de2] Richard (name)
分裂情感性障碍的定义是在长期精神病和情绪障碍的情况下情绪无障碍的精神病。	0:分裂/分裂情感性障碍 2:情感 3:感性 5:障碍 8:定义 12:长期 14:精神/精神病 18:情绪 20:障碍 23:情况 25:下情 26:情绪 28:无障碍 29:障碍 32:精神/精神病	下情 [xia4 qing2] feelings of the masses / my situation (humble speech); 分裂 [fen1 lie4] to split up; to divide; to break apart / fission; 分裂情感性障碍 [fen1 lie4 qing2 gan3 xing4 zhang4 ai4] schizoaffective disorder; 情感 [qing2 gan3] feeling; emotion; to move emotionally; 情绪 [qing2 xu4] mood; state of mind / CL:種|种[zhong3]; 感性 [gan3 xing4] perceptual; emotional; sensitive; 无障碍 [wu2 zhang4 ai4] barrier-free; (esp.) accessible (to people with a disabil...; 精神 [jing1 shen2] spirit; mind; consciousness / essence; gist / CL:個|个[ge4] | [jing1 shen5] vigor; vitality; spirited / good-looking; 精神病 [jing1 shen2 bing4] mental disorder; psychosis; 障碍 [zhang4 ai4] obstacle; barrier; impediment
八至十一世纪时为基督教徒和摩尔人的战场。	2:十一 3:一世 4:世纪 8:基督/基督教/基督教徒 10:教徒 13:摩尔/摩尔人 17:战场	一世 [yi1 shi4] generation; one's whole lifetime / age; era; times / the whole world / the First (of numbered European kings); 世纪 [shi4 ji4] century / CL:個|个[ge4]; 十一 [Shi2 Yi1] PRC National Day (October 1st) | [shi2 yi1] eleven; 11; 基督 [Ji1 du1] Christ (abbr. for 基利斯督[Ji1 li4 si1 du1] or 基利士督[Ji1 li4 s...; 基督教 [Ji1 du1 jiao4] Christianity; Christian; 基督教徒 [Ji1 du1 jiao4 tu2] a Christian; 摩尔 [Mo2 er3] Moore or Moor (name) / see also 摩爾人|摩尔人[Mo2 er3 ren2] | [mo2 er3] mole (chemistry); 摩尔人 [Mo2 er3 ren2] a Moor; 教徒 [jiao4 tu2] follower of a religion; disciple
类似的表现还有女同性恋恐惧症和双性恋恐惧症。	0:类似 1:似的 3:表现 5:还有 7:女同 8:同性/同性恋/同性恋恐惧症 11:恐惧/恐惧症 15:双性恋 18:恐惧/恐惧症	似的 [shi4 de5] seems as if; rather like / Taiwan pr. [si4 de5]; 同性 [tong2 xing4] same nature / homosexual; 同性恋 [tong2 xing4 lian4] homosexuality; gay person; 同性恋恐惧症 [tong2 xing4 lian4 kong3 ju4 zheng4] homophobia; 女同 [nu:3 tong2] a lesbian (coll.); 恐惧 [kong3 ju4] to be frightened; fear; dread; 恐惧症 [kong3 ju4 zheng4] phobia; 类似 [lei4 si4] similar; analogous
探索设立跨行政区划的人民法院和人民检察院。	0:探索 2:设立 5:行政/行政区/行政区划 6:政区 7:区划 10:人民/人民法院 11:民法 12:法院 15:人民 17:检察/检察院	人民 [ren2 min2] the people / CL:個|个[ge4]; 人民法院 [ren2 min2 fa3 yuan4] people's court of law; 区划 [qu1 hua4] subdivision (e.g. of provinces into counties); 政区 [zheng4 qu1] administrative division; 检察 [jian3 cha2] to inspect; to prosecute; to investigate; 检察院 [jian3 cha2 yuan4] procuratorate; prosecutor's office; 民法 [min2 fa3] civil law; 法院 [fa3 yuan4] court of law; 行政 [xing2 zheng4] administration; administrative; 行政区 [xing2 zheng4 qu1] administrative district; 行政区划 [xing2 zheng4 qu1 hua4] administrative subdivision
人类命运共同体或构建人类命运共同体是中华人民共和国外交的理论和实践。	0:人类 2:命运 4:共同/共同体 8:构建 10:人类 12:命运 14:共同/共同体 18:中华/中华人民共和国 19:华人 20:人民 22:共和/共和国 24:国外 25:外交 28:理论 31:实践	中华 [Zhong1 hua2] China; Chinese civilization; 中华人民共和国 [Zhong1 hua2 Ren2 min2 Gong4 he2 guo2] People's Republic of China; 人民 [ren2 min2] the people / CL:個|个[ge4]; 共同 [gong4 tong2] common; joint; together; 共同体 [gong4 tong2 ti3] community; 共和 [gong4 he2] republic; republicanism; 共和国 [gong4 he2 guo2] republic; 华人 [Hua2 ren2] ethnic Chinese person or people; 国外 [guo2 wai4] abroad; foreign; overseas; 外交 [wai4 jiao1] diplomacy; diplomatic; foreign affairs / CL:個|个[ge4]
抗日战争期间又先后在中山大学师范学院、东北大学文学院任教。	0:抗日/抗日战争 2:战争 4:期间 7:先后 10:中山/中山大学 12:大学 14:师范/师范学院 16:学院 19:东北/东北大学 20:北大 21:大学 23:文学 24:学院 26:任教	东北 [Dong1 bei3] Northeast China; Manchuria | [dong1 bei3] northeast; 东北大学 [Dong1 bei3 Da4 xue2] Northeastern University (in Shenyang 瀋陽市|沈阳市[Shen3 yang2 ... / Tōhoku University, Sendai, Japan; 中山 [Zhong1 shan1] Nakayama (Japanese surname) / see 中山市[Zhong1 shan1 Shi4] / see 中山區|中山区[Zhong1 shan1 Qu1] / see 孫中山|孙中山[Sun1 Zhong1 shan1]; 中山大学 [Zhong1 shan1 Da4 xue2] Sun Yat-sen University; 北大 [Bei3 Da4] Peking University (abbr. for 北京大學|北京大学); 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学院 [xue2 yuan4] college; educational institute / CL:所[suo3]; 师范 [shi1 fan4] teacher-training; pedagogical; normal (school); 师范学院 [shi1 fan4 xue2 yuan4] teacher's college; normal school; 战争 [zhan4 zheng1] war; conflict / CL:場|场[chang2],次[ci4]; 抗日 [kang4 Ri4] to resist Japan; anti-Japanese; 抗日战争 [Kang4 Ri4 Zhan4 zheng1] (China's) War of Resistance against Japan (1937-1945); 文学 [wen2 xue2] literature / CL:種|种[zhong3]
它最初覆盖了密苏里州东半部的大部分地区，从伊利诺伊州边界到杰斐逊城。	1:最初 3:覆盖 6:密苏里/密苏里州 14:大部/大部分 15:部分 16:分地 17:地区 21:伊利诺/伊利诺伊/伊利诺伊州 24:伊州 26:边界 29:杰斐逊城	伊利诺 [Yi1 li4 nuo4] Illinois, US state; 伊利诺伊 [Yi1 li4 nuo4 yi1] Illinois, US state; 伊利诺伊州 [Yi1 li4 nuo4 yi1 zhou1] Illinois, US state; 伊州 [Yi1 zhou1] Tang dynasty province in modern Xinjiang, around Hami 哈密[... / Illinois (US state); 分地 [fen1 di4] to distribute land; 地区 [di4 qu1] region; area (informal or geographical term) / prefecture (in China's administrative system); 大部 [da4 bu4] the greater part; the majority; most; 大部分 [da4 bu4 fen5] the greater part; the majority; most / Taiwan pr. [da4bu4fen4]; 密苏里 [Mi4 su1 li3] Missouri; 密苏里州 [Mi4 su1 li3 zhou1] Missouri; 部分 [bu4 fen5] part; portion; piece / Taiwan pr. [bu4fen4]
