sentence	spans	defs
５月２２日晚，我们信步走进中山市区的怡华广场，参加一个扶助特困职工的筹款晚会。	7:我们 9:信步 11:走进 13:中山/中山市 15:市区 20:广场 23:参加 25:一个 27:扶助 31:职工 34:筹款 36:晚会	中山 [Zhong1 shan1] Nakayama (Japanese surname) / see 中山市[Zhong1 shan1 Shi4] / see 中山區|中山区[Zhong1 shan1 Qu1] / see 孫中山|孙中山[Sun1 Zhong1 shan1]; 中山市 [Zhong1 shan1 Shi4] Zhongshan, prefecture-level city in Guangdong Province 廣東...; 市区 [shi4 qu1] urban district; downtown; city center
集团总裁范现国归纳为三个方面的原因，即准确的市场定位，过硬的产品质量，独特的营销策略。	0:集团 2:总裁 7:归纳 12:方面 13:面的 15:原因 19:准确 22:市场/市场定位 24:定位 27:过硬 30:产品 31:品质 32:质量 35:独特 38:营销 40:策略	产品 [chan3 pin3] product; goods / CL:個|个[ge4]; 品质 [pin3 zhi4] character; intrinsic quality of a person / quality (of a product or service, or as in "quality of li...; 定位 [ding4 wei4] to position; to locate; to categorize; 市场 [shi4 chang3] marketplace; market; bazaar / (economics) market; 市场定位 [shi4 chang3 ding4 wei4] positioning (marketing); 方面 [fang1 mian4] aspect; respect; side; field / CL:個|个[ge4]; 质量 [zhi4 liang4] (physics) mass / quality; 面的 [mian4 di1] minivan taxi / abbr. of 麵包車的士|面包车的士[mian4 bao1 che1 di1 shi4]
人们发现，在纪录片这个电影艺术的“冰点”领域，湖北电影制片厂开启了一方独具魅力的新天地。	0:人们 2:发现 6:纪录/纪录片 9:这个 11:电影 13:艺术 17:冰点 20:领域 23:湖北 25:电影/电影制片 27:制片/制片厂 30:开启 33:一方 35:独具 37:魅力 40:新天地 41:天地	制片 [zhi4 pian4] to produce a film; film producer; 制片厂 [zhi4 pian4 chang3] film studio; 天地 [tian1 di4] heaven and earth; the world / scope; field of activity; 新天地 [Xin1 tian1 di4] Xintiandi (shopping, eating and entertainment district of...; 电影 [dian4 ying3] movie; film / CL:部[bu4],片[pian4],場|场[chang3]; 电影制片 [dian4 ying3 zhi4 pian4] filmmaking; 纪录 [ji4 lu4] variant of 記錄|记录[ji4 lu4] (but in Taiwan, not for the verb sense "to record"); 纪录片 [ji4 lu4 pian4] documentary; newsreel / CL:部[bu4]
中国一贯认为，国际争端应通过和平谈判加以解决，不应诉诸武力。	0:中国 2:一贯 4:认为 7:国际 9:争端 12:通过 14:和平/和平谈判 16:谈判 18:加以 20:解决 24:应诉 25:诉诸 27:武力	和平 [he2 ping2] peace; peaceful; 和平谈判 [he2 ping2 tan2 pan4] peace negotiations; 应诉 [ying4 su4] to respond to a charge; to defend oneself; 诉诸 [su4 zhu1] to appeal to; to resort to; 谈判 [tan2 pan4] to negotiate; negotiation; talks / CL:個|个[ge4]
本报西安六月六日电陕西省铜川市有一道受市民钟爱的亮丽风景，这就是市委、市政府门前的长年书画廊。	0:本报 2:西安 4:六月 7:日电 9:陕西/陕西省 12:铜川/铜川市 16:一道 19:市民 21:钟爱 24:亮丽 26:风景 29:这就 30:就是 32:市委 35:市政/市政府 36:政府 38:门前 41:长年 43:书画 44:画廊	书画 [shu1 hua4] painting and calligraphy; 就是 [jiu4 shi4] exactly; only; just / (used correlatively with 也[ye3]) even; even if; 市政 [shi4 zheng4] municipal administration; 市政府 [shi4 zheng4 fu3] city hall; city government; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 画廊 [hua4 lang2] art gallery / decorated corridor; 这就 [zhe4 jiu4] immediately; at once; 铜川 [Tong2 chuan1] see 銅川市|铜川市[Tong2 chuan1 Shi4]; 铜川市 [Tong2 chuan1 Shi4] Tongchuan, prefecture-level city in Shaanxi Province 陝西省|...; 陕西 [Shan3 xi1] see 陝西省|陕西省[Shan3 xi1 Sheng3]; 陕西省 [Shan3 xi1 Sheng3] Shaanxi Province, capital Xi'an 西安市[Xi1 an1 Shi4] (abbr. ...
１月２５日至２月１日，彭珮云在湖南省委书记王茂林，省委常委、长沙市委书记秦光荣等陪同下，考察了浏阳市和长沙县，并听取了湖南省和长沙市的有关情况汇报。	4:日至 15:湖南/湖南省 17:省委 19:书记 25:省委 27:常委 30:长沙/长沙市 31:沙市 32:市委 34:书记 37:光荣 40:陪同 44:考察 47:浏阳/浏阳市 51:长沙/长沙县 52:沙县 56:听取 59:湖南/湖南省 63:长沙/长沙市 64:沙市 67:有关 69:情况 71:汇报	市委 [shi4 wei3] municipal committee; 沙县 [Sha1 xian4] see 沙縣區|沙县区[Sha1 xian4 Qu1]; 沙市 [Sha1 shi4] see 沙市區|沙市区[Sha1 shi4 Qu1]; 浏阳 [Liu2 yang2] see 瀏陽市|浏阳市[Liu2 yang2 Shi4]; 浏阳市 [Liu2 yang2 Shi4] Liuyang, a county-level city in Changsha City 長沙市|长沙市[Cha...; 湖南 [Hu2 nan2] see 湖南省[Hu2 nan2 Sheng3]; 湖南省 [Hu2 nan2 Sheng3] Hunan Province, capital Changsha 長沙市|长沙市[Chang2 sha1 Shi4...; 省委 [sheng3 wei3] provincial Party committee; 长沙 [Chang2 sha1] see 長沙市|长沙市[Chang2 sha1 Shi4] / see 長沙縣|长沙县[Chang2 sha1 Xian4]; 长沙县 [Chang2 sha1 Xian4] Changsha, a county in Changsha City 長沙市|长沙市[Chang2 sha1 S...; 长沙市 [Chang2 sha1 Shi4] Changsha, prefecture-level city and capital of Hunan Prov...
“但是看了附于书后的《近代散文钞》目录之后，又忍不住要说一句话。	1:但是 11:近代 13:散文 17:目录 19:之后 23:忍不住 24:不住 26:要说 28:一句/一句话	一句 [yi1 ju4] a line of verse; a sentence; 一句话 [yi1 ju4 hua4] in a word; in short; 不住 [bu4 zhu4] (verb complement) unable to firmly or securely (grasp, re... / repeatedly; continuously; constantly; 忍不住 [ren3 bu5 zhu4] cannot help; unable to bear
说一千，道一万，扩大消费要有钱。	0:说一千，道一万 8:扩大 10:消费 12:要有 13:有钱	有钱 [you3 qian2] wealthy; well-off; 要有 [yao4 you3] to need; to require; must have
在这些方面，帅大姐花了很大心血。	1:这些 3:方面 7:大姐 12:大心 13:心血	大心 [da4 xin1] (Tw) considerate; thoughtful (from Taiwanese 貼心, Tai-lo p...; 心血 [xin1 xue4] heart's blood / painstaking effort; expenditure of care
中联部副部长李成仁等参加了会见。	3:副部长 4:部长 7:成仁 10:参加 13:会见	副部长 [fu4 bu4 zhang3] assistant (government) minister; 部长 [bu4 zhang3] head of a department; minister / CL:個|个[ge4],位[wei4],名[ming2]
