sentence	spans	defs
因为，无论是接人或是送友，面对宏伟的西客站，实在是对心智和体力的一番考验。	0:因为 3:无论 6:接人 8:或是 13:面对 15:宏伟 22:实在 25:对心 26:心智 29:体力 34:考验	对心 [dui4 xin1] congenial; to one's liking; 心智 [xin1 zhi4] wisdom
这类由旧器物反衬新世风的艺术招贴平时不多见，便格外地令人震撼，也催人深思。	0:这类 4:器物 9:世风 12:艺术 14:招贴 16:平时 23:格外 24:外地 26:令人 28:震撼 34:深思	外地 [wai4 di4] parts of the country other than where one is; 格外 [ge2 wai4] especially; extra
这次运动会于５月１７日至２３日在南非港口城市德班举行，共有来自世界各国与地区的２９个代表队的２２００多名运动员参赛。	2:运动/运动会 10:日至 16:南非 18:港口/港口城市 20:城市 22:德班 24:举行 27:共有 29:来自 31:世界 33:各国 36:地区 42:代表/代表队 52:运动/运动员 53:动员 55:参赛	代表 [dai4 biao3] to represent; representative / CL:位[wei4],個|个[ge4],名[ming2]; 代表队 [dai4 biao3 dui4] delegation; 动员 [dong4 yuan2] to mobilize; mobilization / CL:次[ci4]; 城市 [cheng2 shi4] city; town / CL:座[zuo4]; 港口 [gang3 kou3] port; harbor; 港口城市 [gang3 kou3 cheng2 shi4] port city; 运动 [yun4 dong4] to move; motion / to exercise; sports / movement; campaign / CL:場|场[chang3]; 运动会 [yun4 dong4 hui4] sports competition / CL:個|个[ge4]; 运动员 [yun4 dong4 yuan2] athlete / CL:名[ming2],個|个[ge4]
根据德国两大全国性电视台在选举结束后５个小时宣布的抽样测算结果，德国社民党获得３６％的选票，击败基民盟成为该州议会第一大党；基民盟得票率为２２％，约比上次下降１／３。	0:根据 2:德国 5:大全 6:全国/全国性 9:电视/电视台 13:选举 15:结束 20:小时 22:宣布 25:抽样 27:测算 29:结果 32:德国 34:社民党 37:获得 43:选票 46:击败 48:基民 49:民盟 51:成为 55:议会 57:第一 62:基民 63:民盟 65:得票/得票率 75:上次 77:下降	全国 [quan2 guo2] whole nation; nationwide; national; 全国性 [quan2 guo2 xing4] national; 基民 [ji1 min2] fund investor / (coll.) gay person; 大全 [da4 quan2] comprehensive collection; 得票 [de2 piao4] vote-getting; 得票率 [de2 piao4 lu:4] percentage of votes obtained; 民盟 [Min2 Meng2] China Democratic League (political party) / abbr. for 中國民主同盟|中国民主同盟; 电视 [dian4 shi4] television; TV / CL:臺|台[tai2],部[bu4]; 电视台 [dian4 shi4 tai2] television station / variant of 電視台|电视台[dian4 shi4 tai2]
电视生产企业为推销产品，要在农村建一个差转台，有时建一个台才卖出去十几台、几十台电视机。	0:电视 2:生产/生产企业 4:企业 7:推销 9:产品 14:农村 17:一个 20:转台 23:有时 26:一个 30:卖出 31:出去 33:十几 40:电视/电视机	企业 [qi3 ye4] company; firm; enterprise; corporation / CL:家[jia1]; 出去 [chu1 qu4] to go out; 卖出 [mai4 chu1] to sell / to reach (a price in an auction); 生产 [sheng1 chan3] to produce; to manufacture / to give birth to a child; 生产企业 [sheng1 chan3 qi3 ye4] manufacturer; 电视 [dian4 shi4] television; TV / CL:臺|台[tai2],部[bu4]; 电视机 [dian4 shi4 ji1] television set / CL:臺|台[tai2]
两年来，我没有休过节假日，工作、学习紧张的时候，经常是清晨４点就起床看书复习、作笔记；晚上下班了还在办公室阅报、看信息资料、整理笔记或写作论文。	1:年来 5:没有 8:过节 9:节假日 10:假日 13:工作 16:学习 18:紧张 21:时候 24:经常 27:清晨 32:起床 34:看书 36:复习 39:作笔记 40:笔记 43:晚上 44:上下/上下班 45:下班 50:办公/办公室 51:公室 57:信息 59:资料 62:整理 64:笔记 67:写作 69:论文	上下 [shang4 xia4] up and down; top and bottom / before and after (as in 上下文[shang4 xia4 wen2] "context") / (used after a quantity) approximately; ... or so / superiors and subordinates; all members / relative superiority (as in 不相上下[bu4 xiang1 shang4 xia4] ...; 上下班 [shang4 xia4 ban1] to start and finish work; 下班 [xia4 ban1] to finish work; to get off work / next service (train, bus etc); 作笔记 [zuo4 bi3 ji4] to take notes; 假日 [jia4 ri4] a holiday; a day off; 公室 [gong1 shi4] office (room) / ruling families during Spring and Autumn period; 办公 [ban4 gong1] to handle official business (usu. in an office); to do (o...; 办公室 [ban4 gong1 shi4] office; business premises; 晚上 [wan3 shang5] evening; night / CL:個|个[ge4]; 笔记 [bi3 ji4] to take notes; notes / a type of literature consisting mainly of short sketches / CL:本[ben3]; 节假日 [jie2 jia4 ri4] public holiday; 过节 [guo4 jie2] to celebrate a festival / after the celebrations (i.e. once the festival is over)
在南部地区，他们把马来地方绘画与爪哇的蜡染印花法结合运用，从而创造出倍受欢迎的风筝。	1:南部 3:地区 6:他们 9:马来 11:地方 13:绘画 16:爪哇 19:蜡染 21:印花 24:结合 26:运用 29:从而 31:创造 35:受欢迎 36:欢迎 39:风筝	受欢迎 [shou4 huan1 ying2] popular; well-received; 欢迎 [huan1 ying2] to welcome; welcome
二、新闻工作者是『人类灵魂工程师』，应当成为廉洁自律、树立行业新风的表率，自觉遵守中华全国新闻工作者协会最近修订公布的《中国新闻工作者职业道德准则》，坚决执行中共中央宣传部、新闻出版署关于加强新闻队伍职业道德建设、禁止有偿新闻的通知，坚决执行中共中央宣传部、广播电影电视部、新闻出版署、中华全国新闻工作者协会《关于禁止有偿新闻的若干规定》。	2:新闻/新闻工作者 4:工作/工作者 5:作者 9:人类 11:灵魂 13:工程/工程师 18:应当 19:当成 20:成为 22:廉洁 24:自律 27:树立 29:行业 31:新风 34:表率 37:自觉 39:遵守 41:中华 43:全国 45:新闻/新闻工作者 47:工作/工作者 48:作者 50:协会 52:最近 54:修订 56:公布 60:中国 62:新闻/新闻工作者 64:工作/工作者 65:作者 67:职业 69:道德 71:准则 75:坚决 77:执行 79:中共/中共中央/中共中央宣传部 81:中央/中央宣传部 83:宣传/宣传部 87:新闻 88:闻出 89:出版 92:关于 94:加强 96:新闻 98:队伍 100:职业 102:道德 104:建设 107:禁止 109:有偿 111:新闻 114:通知 117:坚决 119:执行 121:中共/中共中央/中共中央宣传部 123:中央/中央宣传部 125:宣传/宣传部 129:广播 131:电影 133:电视 137:新闻 138:闻出 139:出版 143:中华 145:全国 147:新闻/新闻工作者 149:工作/工作者 150:作者 152:协会 155:关于 157:禁止 159:有偿 161:新闻 164:若干 166:规定	中共 [Zhong1 Gong4] abbr. for 中國共產黨|中国共产党[Zhong1 guo2 Gong4 chan3 dang3], Chinese Communist Party; 中共中央 [Zhong1 Gong4 Zhong1 yang1] Central Committee of the Communist Party of China, abbr. ...; 中共中央宣传部 [Zhong1 gong4 Zhong1 yang1 Xuan1 chuan2 bu4] Propaganda Department of the Central Committee of the Com...; 中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 中央宣传部 [Zhong1 yang1 Xuan1 chuan2 bu4] Central Propaganda Department (abbr. for 中國共產黨中央委員會宣傳部|中国...; 作者 [zuo4 zhe3] author; writer; 出版 [chu1 ban3] to publish; 宣传 [xuan1 chuan2] to disseminate; to publicize; propaganda / CL:個|个[ge4]; 宣传部 [Xuan1 chuan2 bu4] Propaganda Department; 工作 [gong1 zuo4] to work; work; task / (of a machine) to operate / job / CL:個|个[ge4],份[fen4],項|项[xiang4]; 工作者 [gong1 zuo4 zhe3] worker; 工程 [gong1 cheng2] engineering / engineering project; undertaking / CL:個|个[ge4],項|项[xiang4]; 工程师 [gong1 cheng2 shi1] engineer / CL:個|个[ge4],位[wei4],名[ming2]; 应当 [ying1 dang1] should; ought to; 当成 [dang4 cheng2] to consider as; to take to be; 成为 [cheng2 wei2] to become; to turn into; 新闻 [xin1 wen2] news / CL:條|条[tiao2],個|个[ge4]; 新闻工作者 [xin1 wen2 gong1 zuo4 zhe3] journalist; 闻出 [wen2 chu1] to identify or detect by smell
荣获杰出贡献奖的三个科技项目是：河南省银杏早实丰产栽培技术的研究、湖南省反季节蔬菜基地技术开发和江西省永新县蚕桑产业工程开发。	0:荣获 2:杰出 4:贡献 10:科技 12:项目 16:河南/河南省 19:银杏 23:丰产 25:栽培 27:技术 30:研究 33:湖南/湖南省 36:反季/反季节 37:季节 39:蔬菜 41:基地 43:技术 45:开发 48:江西/江西省 51:永新/永新县 52:新县 56:产业 58:工程 60:开发	反季 [fan3 ji4] off-season; out-of-season; 反季节 [fan3 ji4 jie2] off-season; out-of-season; 季节 [ji4 jie2] season; time of year / CL:個|个[ge4]; 新县 [Xin1 Xian4] Xin County or Xinxian, a county in Xinyang City 信陽市|信阳市[X...; 永新 [Yong3 xin1] see 永新縣|永新县[Yong3 xin1 Xian4]; 永新县 [Yong3 xin1 Xian4] Yongxin, a county in Ji'an City 吉安市[Ji2 an1 Shi4], Jiangxi; 江西 [Jiang1 xi1] see 江西省[Jiang1 xi1 Sheng3]; 江西省 [Jiang1 xi1 Sheng3] Jiangxi Province, capital Nanchang 南昌市[Nan2 chang1 Shi4] ...; 河南 [He2 nan2] see 河南省[He2 nan2 Sheng3]; 河南省 [He2 nan2 Sheng3] Henan Province, capital Zhengzhou 鄭州市|郑州市[Zheng4 zhou1 Sh...; 湖南 [Hu2 nan2] see 湖南省[Hu2 nan2 Sheng3]; 湖南省 [Hu2 nan2 Sheng3] Hunan Province, capital Changsha 長沙市|长沙市[Chang2 sha1 Shi4...
另据报道，鉴于巴黎交易所受到伦敦—法兰克福联手的严重挑战，法国政府在昨天确定的１９９９年度财政预算草案中，已放弃原定对证券交易中不足一年的短期收益征税的措施。	1:据报/据报道 2:报道 5:鉴于 7:巴黎 9:交易/交易所 12:受到 14:伦敦 17:法兰/法兰克/法兰克福 18:兰克 21:联手 24:严重 26:挑战 29:法国 30:国政 31:政府 34:昨天 36:确定 43:年度 45:财政 47:预算 49:草案 54:放弃 56:原定 58:对证 59:证券 61:交易 64:不足 69:短期 71:收益 73:征税 76:措施	交易 [jiao1 yi4] to trade; transaction / CL:筆|笔[bi3]; 交易所 [jiao1 yi4 suo3] exchange; stock exchange; 兰克 [Lan2 ke4] Rank (name); 国政 [guo2 zheng4] national politics / archaic rank, "Minister of State" / common given name; 对证 [dui4 zheng4] confrontation; 报道 [bao4 dao4] to report news; news report / CL:篇[pian1],份[fen4]; 据报 [ju4 bao4] it is reported; according to reports; 据报道 [ju4 bao4 dao4] according to reports; it is reported that; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 法兰 [fa3 lan2] flange (loanword); 法兰克 [Fa3 lan2 ke4] the Franks (Germanic people who arrived in Europe from 60...; 法兰克福 [Fa3 lan2 ke4 fu2] Frankfurt, Germany; 法国 [Fa3 guo2] France; 证券 [zheng4 quan4] securities; stocks and bonds
