sentence	spans	defs
２：波兰奥波莱市街头设置的分类垃圾桶。	2:波兰 4:奥波莱 8:街头 10:设置 13:分类 15:垃圾/垃圾桶	垃圾 [la1 ji1] trash; garbage; refuse / (coll.) of poor quality / Taiwan pr. [le4 se4]; 垃圾桶 [la1 ji1 tong3] trash can; rubbish bin / Taiwan pr. [le4 se4 tong3]
通过对麦饭石、天青石、花岗石等天然矿高温溶出的办法制取矿溶水，经检测，其中含有锂、锶、硒、锗、锌、锰等２０多种对人体有益的微量元素。	0:通过 7:天青石 8:青石 11:花岗石 15:天然 18:高温 23:办法 24:法制 25:制取 32:检测 35:其中 37:含有 53:多种 56:人体 58:有益 61:微量/微量元素 63:元素	元素 [yuan2 su4] element (key component of sth) / (chemistry) element / (math.) element (member of a set); 制取 [zhi4 qu3] (chemistry) to produce; 办法 [ban4 fa3] way of handling sth; means; measure; (practical) solution... / CL:條|条[tiao2],個|个[ge4]; 天青石 [tian1 qing1 shi2] lapis lazuli; 微量 [wei1 liang4] trace; minute amount; 微量元素 [wei1 liang4 yuan2 su4] trace element (chemistry); 法制 [fa3 zhi4] legal system and institutions | [Fa3 zhi4] made in France; 青石 [qing1 shi2] bluestone; limestone
她从两岁开始学书法，３岁首次参加书法作品比赛，获全国书法大赛“于右任杯”。	4:开始 7:书法 11:岁首 12:首次 14:参加 16:书法 18:作品 20:比赛 24:全国 25:国书 26:书法 28:大赛	书法 [shu1 fa3] calligraphy; penmanship; 全国 [quan2 guo2] whole nation; nationwide; national; 国书 [guo2 shu1] diplomatic credentials or documents / national or dynastic history book; 岁首 [sui4 shou3] start of the year; 首次 [shou3 ci4] first; first time; for the first time
鲁宾再次指责南联盟对科索沃局势负有“主要责任”，但他强调，这并不是说科索沃阿族分裂分子“不负有责任”。	0:鲁宾 2:再次 4:指责 6:南联盟 7:联盟 10:科索沃 13:局势 15:负有 18:主要 20:责任 26:强调 30:并不 31:不是 34:科索沃 39:分裂 41:分子 44:不负 45:负有/负有责任 46:有责任 47:责任	不是 [bu4 shi4] no; is not; not | [bu4 shi5] fault; blame; 不负 [bu4 fu4] to live up to; 南联盟 [Nan2 Lian2 meng2] Federal Republic of Yugoslavia (1992–2003) (abbr. for 南斯拉...; 并不 [bing4 bu4] not at all; by no means; 有责任 [you3 ze2 ren4] liable; responsible; 联盟 [lian2 meng2] alliance; union; coalition; 负有 [fu4 you3] to be responsible for; 负有责任 [fu4 you3 ze2 ren4] responsible; at fault; 责任 [ze2 ren4] responsibility; duty / blame / CL:個|个[ge4]
他最后说：“美国人民希望中国人民安康，我们想更多地了解中国的今天和昨天，也希望更多地参与中国的明天。”	1:最后 6:美国/美国人 7:国人 8:人民 10:希望 12:中国/中国人 13:国人 14:人民 16:安康 19:我们 25:了解 27:中国 30:今天 31:天和 33:昨天 37:希望 42:参与 44:中国 47:明天	中国 [Zhong1 guo2] China; 中国人 [Zhong1 guo2 ren2] Chinese person; 人民 [ren2 min2] the people / CL:個|个[ge4]; 今天 [jin1 tian1] today; the present time; 国人 [guo2 ren2] compatriots; fellow countrymen; 天和 [tian1 hu2] (mahjong) heavenly hand; 美国 [Mei3 guo2] United States; USA; US; 美国人 [Mei3 guo2 ren2] American; American person / CL:個|个[ge4]
近日读到由著名物理学家李政道先生主编的《绿色战略》（青岛出版社出版）一书，也同样唤起心中的震撼与思索。	0:近日 5:著名 7:物理/物理学/物理学家 8:理学/理学家 11:李政道 14:先生 16:主编 20:绿色 22:战略 26:青岛 28:出版/出版社 31:出版 38:同样 40:唤起 42:心中 43:中的 45:震撼 48:思索	中的 [zhong4 di4] to hit the target; to hit the nail on the head; 出版 [chu1 ban3] to publish; 出版社 [chu1 ban3 she4] publishing house; 心中 [xin1 zhong1] central point / in one's heart; in one's thoughts; 物理 [wu4 li3] physics; 物理学 [wu4 li3 xue2] physics; 物理学家 [wu4 li3 xue2 jia1] physicist; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...
迄今为止，我国已颁布环境法律６部，资源保护法律９部，环境行政法规２８件，环保部门发布环境规章７０余件。	0:迄今/迄今为止 2:为止 5:我国 8:颁布 10:环境 12:法律 17:资源 19:保护 20:护法 21:法律 26:环境 28:行政/行政法 29:政法 30:法规 36:环保 38:部门 40:发布 42:环境 44:规章	为止 [wei2 zhi3] until; up to; 保护 [bao3 hu4] to protect; to safeguard; protection / CL:種|种[zhong3]; 护法 [hu4 fa3] to keep the law / to protect Buddhist teachings; dharma protector; 政法 [zheng4 fa3] politics and law; 法律 [fa3 lu:4] law / CL:條|条[tiao2], 套[tao4], 個|个[ge4]; 法规 [fa3 gui1] legislation; statute; 行政 [xing2 zheng4] administration; administrative; 行政法 [xing2 zheng4 fa3] administrative law; 迄今 [qi4 jin1] so far; until now; 迄今为止 [qi4 jin1 wei2 zhi3] so far; up to now
从３月到６月的短短时间内，美副总统、众院议长、国务卿以及中东特使等政要纷纷飞赴中东斡旋。	8:短时间 9:时间 14:副总统 15:总统 20:议长 23:国务/国务卿 26:以及 28:中东 30:特使 33:政要 35:纷纷 36:纷飞 39:中东 41:斡旋	副总统 [fu4 zong3 tong3] vice-president; 国务 [guo2 wu4] affairs of state; 国务卿 [guo2 wu4 qing1] Secretary of State; 总统 [zong3 tong3] president (of a country) / CL:個|个[ge4],位[wei4],名[ming2],屆|届[jie4]; 时间 [shi2 jian1] time; 短时间 [duan3 shi2 jian1] short time; short term; 纷纷 [fen1 fen1] one after another; in succession / diverse; numerous and confused; 纷飞 [fen1 fei1] to swirl in the air; to flutter about
２、中保财产保险南海市支公司对在“６·２９”水灾中受损严重的企业预付赔款１１８０万元。	2:中保 4:财产 6:保险 8:南海 9:海市 11:支公司 12:公司 22:水灾 25:受损 27:严重 30:企业 32:预付 34:赔款	公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 南海 [Nan2 Hai3] South China Sea | [Nan2 hai3] see 南海區|南海区[Nan2 hai3 Qu1]; 支公司 [zhi1 gong1 si1] subsidiary; branch; 海市 [hai3 shi4] (lit. and fig.) mirage
据英国《每日电讯报》报道，美国印第安纳州德鲍大学一位名叫戴夫·伯克的教师在讲课时发现，很多学生为了抄写老师写在黑板上的内容而严重影响了听课。	1:英国 4:每日/每日电讯报 5:日电 6:电讯 10:报道 13:美国 15:印第安/印第安纳/印第安纳州 22:大学 26:名叫 34:教师 37:讲课 38:课时 40:发现 45:学生 47:为了 49:抄写 51:老师 55:黑板 59:内容 62:严重 63:重影 64:影响 67:听课	严重 [yan2 zhong4] grave; serious; severe; critical; 印第安 [Yin4 di4 an1] (American) Indian; indigenous peoples of the Americas; 印第安纳 [Yin4 di4 an1 na4] Indiana, US state; 印第安纳州 [Yin4 di4 an1 na4 zhou1] Indiana, US state; 影响 [ying3 xiang3] influence; effect; to affect / CL:股[gu3]; 日电 [Ri4 dian4] NEC (Nippon Electronic Company) / abbr. for 日電電子|日电电子; 每日 [mei3 ri4] daily; of the day; 每日电讯报 [Mei3 ri4 Dian4 xun4 bao4] Daily Telegraph (newspaper); 电讯 [dian4 xun4] telecommunications; telecom; 讲课 [jiang3 ke4] to teach; to lecture; 课时 [ke4 shi2] class; period; 重影 [chong2 ying3] overlapping images; double vision
