sentence	spans	defs
以后跟着共产党走，斗地主，分田地，大家都能过上好日子。	0:以后 1:后跟 2:跟着 4:共产/共产党 9:斗地主 10:地主 14:田地 17:大家 22:上好 23:好日子 24:日子	上好 [shang4 hao3] first-rate; top-notch; 以后 [yi3 hou4] after; later; in the future; 共产 [gong4 chan3] communist; communism; 共产党 [Gong4 chan3 dang3] Communist Party; 后跟 [hou4 gen1] heel (of foot or footwear) / followed by (used in describing a format, such as "filena...; 地主 [di4 zhu3] landlord; landowner / host; 好日子 [hao3 ri4 zi5] auspicious day; good day / happy life; 斗地主 [dou4 di4 zhu3] dou dizhu ("fight the landlord") (card game); 日子 [ri4 zi5] day; date / days of one's life; 跟着 [gen1 zhe5] to follow after / immediately afterwards
俄罗斯局势的反反复复，使得德国马克和瑞士法郎几起几落。	0:俄罗斯 1:罗斯 3:局势 6:反反复复 7:反复 11:使得 13:德国/德国马克 15:马克 18:瑞士/瑞士法郎 20:法郎	俄罗斯 [E2 luo2 si1] Russia; 反反复复 [fan3 fan3 fu4 fu4] repeatedly; time and again; 反复 [fan3 fu4] repeatedly; over and over / to upend / unstable; to fluctuate / variant of 反覆|反复[fan3 fu4]; 德国 [De2 guo2] Germany; 德国马克 [De2 guo2 ma3 ke4] German mark; 法郎 [fa3 lang2] franc / CL:個|个[ge4]; 瑞士 [Rui4 shi4] Switzerland; 瑞士法郎 [Rui4 shi4 fa3 lang2] Swiss franc (currency); 罗斯 [Luo2 si1] Ross; Roth (surname) / Rus' (as in Kievan Rus' 基輔羅斯|基辅罗斯[Ji1 fu3 Luo2 si1]); 马克 [Ma3 ke4] Mark (name) | [ma3 ke4] mark (monetary unit)
１９４９年９月，致公党代表陈其尤、黄鼎臣等参加了政协一届全体会议，参与制定《共同纲领》，参加选举中央人民政府。	11:代表 21:参加 24:政协 28:全体/全体会议 29:体会 30:会议 33:参与 35:制定 38:共同/共同纲领 40:纲领 44:参加 46:选举 48:中央 49:央人 50:人民/人民政府 51:民政 52:政府	中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 人民 [ren2 min2] the people / CL:個|个[ge4]; 人民政府 [ren2 min2 zheng4 fu3] people's government; 会议 [hui4 yi4] meeting; conference / CL:場|场[chang3],屆|届[jie4]; 体会 [ti3 hui4] to understand through experience; understanding; 全体 [quan2 ti3] all; entire; 全体会议 [quan2 ti3 hui4 yi4] plenary meeting; general congress; 共同 [gong4 tong2] common; joint; together; 共同纲领 [gong4 tong2 gang1 ling3] common program; 央人 [yang1 ren2] to ask sb (to do sth); to entreat; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 民政 [min2 zheng4] civil administration; 纲领 [gang1 ling3] program; guiding principle
北京大学如今已拥有各种研究实验室一百一十六个，其中国家重点实验室和国家重点工程中心十四个，数量居国内高校之首。	0:北京/北京大学 2:大学 4:如今 7:拥有 9:各种 11:研究 13:实验/实验室 16:一百一 19:十六 23:其中 24:中国 25:国家/国家重点实验室 27:重点 29:实验/实验室 33:国家 35:重点 37:工程 39:中心 41:十四 45:数量 48:国内 50:高校	中国 [Zhong1 guo2] China; 其中 [qi2 zhong1] among; in; included among these; 北京 [Bei3 jing1] Beijing municipality, capital of the People's Republic of...; 北京大学 [Bei3 jing1 Da4 xue2] Peking University; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 国家重点实验室 [Guo2 jia1 Zhong4 dian3 Shi2 yan4 shi4] State Key Laboratories (university laboratories in PRC su...; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 实验 [shi2 yan4] experiment; to experiment / CL:個|个[ge4],次[ci4]; 实验室 [shi2 yan4 shi4] laboratory / CL:間|间[jian1]; 重点 [chong2 dian3] to recount (e.g. results of election) / to re-evaluate | [zhong4 dian3] key point; focus; to emphasize
６月１２日下午，以加大党风廉政建设和反腐败斗争力度为主题的会议，正在中共广西壮族自治区委员会常委会议室进行着。	5:下午 9:加大 13:廉政 15:建设 18:反腐/反腐败 19:腐败 21:斗争 23:力度 25:为主 26:主题 29:会议 32:正在 34:中共 36:广西/广西壮族自治区 38:壮族 40:自治/自治区 43:委员/委员会 46:常委/常委会 48:会议/会议室 51:进行	为主 [wei2 zhu3] to rely mainly on; to prioritize; 主题 [zhu3 ti2] theme; subject; 会议 [hui4 yi4] meeting; conference / CL:場|场[chang3],屆|届[jie4]; 会议室 [hui4 yi4 shi4] meeting room; conference room; 反腐 [fan3 fu3] anti-corruption; 反腐败 [fan3 fu3 bai4] to oppose corruption; anti-graft; 壮族 [Zhuang4 zu2] Zhuang ethnic group of Guangxi, the PRC's second most num...; 委员 [wei3 yuan2] committee member; 委员会 [wei3 yuan2 hui4] committee; commission; 常委 [chang2 wei3] standing committee (abbr. for 常務委員會|常务委员会[chang2 wu4 wei3... / member of the standing committee (abbr. for 常務委員|常务委员[cha...; 常委会 [chang2 wei3 hui4] standing committee; 广西 [Guang3 xi1] see 廣西壯族自治區|广西壮族自治区[Guang3 xi1 Zhuang4 zu2 Zi4 zhi4 qu1]; 广西壮族自治区 [Guang3 xi1 Zhuang4 zu2 Zi4 zhi4 qu1] Guangxi Zhuang Autonomous Region, capital Nanning 南寧市|南宁市...; 腐败 [fu3 bai4] corruption; to corrupt / to rot; rotten; 自治 [zi4 zhi4] autonomy; 自治区 [zi4 zhi4 qu1] autonomous region – a provincial-level administrative div...
受姜春云副总理的委托，国务院副秘书长刘济民主持了座谈会。	4:副总理 5:总理 8:委托 11:国务/国务院 14:副秘书长 15:秘书/秘书长 20:民主 21:主持 24:座谈/座谈会	主持 [zhu3 chi2] to take charge of; to preside over / to uphold; to stand for / to host; anchor; 副总理 [fu4 zong3 li3] vice-premier; deputy prime minister; 副秘书长 [fu4 mi4 shu1 zhang3] vice-secretary; 国务 [guo2 wu4] affairs of state; 国务院 [Guo2 wu4 yuan4] (PRC) State Council / (USA) State Department; 座谈 [zuo4 tan2] to have an informal discussion / CL:次[ci4],個|个[ge4]; 座谈会 [zuo4 tan2 hui4] conference; symposium; 总理 [zong3 li3] premier; prime minister / CL:個|个[ge4],位[wei4],名[ming2]; 民主 [min2 zhu3] democracy; democratic; 秘书 [mi4 shu1] secretary; 秘书长 [mi4 shu1 zhang3] secretary-general
此时已经心满意足的布拉泽维奇只是一个劲儿地为法国人捧场。	0:此时 2:已经 4:心满意足 5:满意 12:维奇 14:只是 16:一个/一个劲/一个劲儿 18:劲儿 22:法国/法国人 23:国人 25:捧场	一个 [yi1 ge5] a; an; one / the whole (afternoon, summer vacation etc); 一个劲 [yi1 ge4 jin4] continuously; persistently; incessantly; 一个劲儿 [yi1 ge4 jin4 r5] erhua variant of 一個勁|一个劲[yi1 ge4 jin4]; 劲儿 [jin4 r5] erhua variant of 勁|劲[jin4]; 国人 [guo2 ren2] compatriots; fellow countrymen; 心满意足 [xin1 man3 yi4 zu2] perfectly contented; 法国 [Fa3 guo2] France; 法国人 [Fa3 guo2 ren2] French person; 满意 [man3 yi4] satisfied; pleased
经常饮用牛奶既有利于儿童身体的发育，也有助于智力的发展。	0:经常 2:饮用 4:牛奶 6:既有 7:有利/有利于 8:利于 10:儿童 11:童身 12:身体 15:发育 19:有助/有助于 22:智力 25:发展	儿童 [er2 tong2] child; 利于 [li4 yu2] to be beneficial to; to be conducive to; 既有 [ji4 you3] existing; 有利 [you3 li4] advantageous; favorable; 有利于 [you3 li4 yu2] to be advantageous to; to be beneficial for; 有助 [you3 zhu4] helpful; beneficial; 有助于 [you3 zhu4 yu2] to contribute to; to promote; 童身 [tong2 shen1] virginity; virgin; 身体 [shen1 ti3] the body / one's health
江泽民主席预定对日本的国事访问，不仅对中日关系具有重要的现实意义和深远的历史意义，而且必将受到国际社会的广泛瞩目。	0:江泽民 2:民主 3:主席 5:预定 7:对日 8:日本 11:国事/国事访问 13:访问 16:不仅 19:中日/中日关系 21:关系 23:具有 25:重要 28:现实 29:实意 30:意义 33:深远 36:历史/历史意义 38:意义 41:而且 43:必将 45:受到 47:国际/国际社会 49:社会 52:广泛 54:瞩目	中日 [Zhong1 Ri4] China-Japan; 中日关系 [Zhong1 Ri4 guan1 xi4] Sino-Japanese relations; 主席 [zhu3 xi2] chairperson; chairman; premier / CL:個|个[ge4],位[wei4]; 关系 [guan1 xi5] relation; relationship; guanxi / to concern; to affect / CL:個|个[ge4] / variant of 關係|关系[guan1 xi5]; 历史 [li4 shi3] history / CL:門|门[men2],段[duan4]; 历史意义 [li4 shi3 yi4 yi4] historic significance; 国事 [guo2 shi4] affairs of the nation; politics; 国事访问 [guo2 shi4 fang3 wen4] state visit; 国际 [guo2 ji4] international; 国际社会 [guo2 ji4 she4 hui4] the international community; 实意 [shi2 yi4] sincere / real meaning; 对日 [dui4 Ri4] (policy etc) towards Japan; 意义 [yi4 yi4] sense; meaning / significance; importance / CL:個|个[ge4]; 日本 [Ri4 ben3] Japan; 民主 [min2 zhu3] democracy; democratic; 江泽民 [Jiang1 Ze2 min2] Jiang Zemin (1926–2022), politician, president of PRC 199...; 现实 [xian4 shi2] reality; real; actual / realistic; pragmatic; materialistic; self-interested; 社会 [she4 hui4] society / CL:個|个[ge4]; 访问 [fang3 wen4] to visit; to call on (a person or place) / (computing) to visit (a website); to access (a network re... / (Tw) to interview (e.g. for a report or feature story) / CL:次[ci4]
但她以惊人的毅力战胜了这些意想不到的困难以及在两个漫漫长夜里产生的难以忍受的孤寂感，最终按预定计划游到了古巴海岸。	3:惊人 6:毅力 7:力战 8:战胜 11:这些 13:意想不到 14:想不到 15:不到 18:困难 19:难以 20:以及 25:漫漫/漫漫长夜 26:漫长 27:长夜 28:夜里 30:产生 33:难以/难以忍受 35:忍受 38:孤寂 42:最终 45:预定 47:计划 50:到了 52:古巴 54:海岸	不到 [bu4 dao4] not reaching; less than; 以及 [yi3 ji2] and; as well as; 力战 [li4 zhan4] to fight with all one's might; 困难 [kun4 nan5] difficult; challenging / straitened circumstances; 夜里 [ye4 li5] at night; nighttime; 忍受 [ren3 shou4] to bear; to endure; 想不到 [xiang3 bu5 dao4] unexpected; hard to imagine; 意想不到 [yi4 xiang3 bu4 dao4] unexpected; previously unimagined; 战胜 [zhan4 sheng4] to defeat; to overcome; 毅力 [yi4 li4] perseverance; willpower; 漫漫 [man4 man4] long; endless; boundless; 漫漫长夜 [man4 man4 chang2 ye4] endless night (idiom); fig. long suffering; 漫长 [man4 chang2] very long; endless; 长夜 [chang2 ye4] long dark night / fig. long period of misery and oppression; 难以 [nan2 yi3] hard to (predict, imagine etc); 难以忍受 [nan2 yi3 ren3 shou4] hard to endure; unbearable
