sentence	spans	defs
不久前，在内蒙古通辽市中医院院子里，一把火销毁了一台二手ＣＴ机。	0:不久/不久前 4:在内 5:内蒙/内蒙古 6:蒙古 8:通辽/通辽市 11:中医 12:医院 14:院子 21:销毁 26:二手	不久 [bu4 jiu3] soon; before long; 不久前 [bu4 jiu3 qian2] not long ago; 中医 [zhong1 yi1] traditional Chinese medical science / a doctor trained in Chinese medicine; 内蒙 [Nei4 meng3] see 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1]; 内蒙古 [Nei4 meng3 gu3] see 內蒙古自治區|内蒙古自治区[Nei4 meng3 gu3 Zi4 zhi4 qu1]; 医院 [yi1 yuan4] hospital / CL:所[suo3],家[jia1],座[zuo4]; 在内 [zai4 nei4] included; among them; 蒙古 [Meng3 gu3] Mongolia; 通辽 [Tong1 liao2] see 通遼市|通辽市[Tong1 liao2 Shi4]; 通辽市 [Tong1 liao2 Shi4] Tongliao, prefecture-level city in Inner Mongolia Autonom...
说起来，这原本的确是一件好事情。	0:说起 1:起来 5:原本 7:的确 8:确是 12:好事 13:事情	事情 [shi4 qing5] affair; matter; thing; business / CL:件[jian4],樁|桩[zhuang1]; 好事 [hao3 shi4] good deed; charity / happy occasion / Daoist or Buddhist ceremony for the souls of the dead | [hao4 shi4] to be meddlesome; 的确 [di2 que4] really; indeed; 确是 [que4 shi4] certainly; 说起 [shuo1 qi3] to mention; to bring up / with regard to; as for; 起来 [qi3 lai5] to stand up; to get up / also pr. [qi3lai2] | [qi5 lai5] (after a verb) indicating the beginning and continuation ... / indicating an upward movement (e.g. after 站[zhan4]) / indicating completion / (after a perception verb, e.g. 看[kan4]) expressing prelim... / also pr. [qi3lai5]
美国百事可乐公司日前向曼哈顿地方法院起诉，控告软饮料业盟主可口可乐公司以不正当的手段，阻止百事可乐公司的饮料在散装饮料机上销售。	0:美国 2:百事可乐 4:可乐 6:公司 8:日前 11:曼哈顿 14:地方/地方法院 15:方法 16:法院 18:起诉 21:控告 23:软饮/软饮料 24:饮料 29:可口/可口可乐/可口可乐公司 31:可乐 33:公司 36:不正当 37:正当 40:手段 43:阻止 45:百事可乐 47:可乐 49:公司 52:饮料 55:散装 57:饮料 61:销售	不正当 [bu4 zheng4 dang4] dishonest; improper; 公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 可乐 [ke3 le4] amusing; entertaining / (loanword) cola; 可口 [ke3 kou3] tasty; to taste good; 可口可乐 [Ke3 kou3 ke3 le4] Coca-Cola; 可口可乐公司 [Ke3 kou3 Ke3 le4 Gong1 si1] The Coca-Cola Company; 地方 [di4 fang1] regional; local | [di4 fang5] place; area; space / CL:處|处[chu4],個|个[ge4],塊|块[kuai4]; 地方法院 [di4 fang1 fa3 yuan4] local court; district court; 方法 [fang1 fa3] method; way; technique; procedure / CL:個|个[ge4]; 正当 [zheng4 dang1] timely; just when needed | [zheng4 dang4] proper; legitimate; reasonable; 法院 [fa3 yuan4] court of law; 百事可乐 [Bai3 shi4 Ke3 le4] Pepsi; 软饮 [ruan3 yin3] soft drink; 软饮料 [ruan3 yin3 liao4] soft drink; 饮料 [yin3 liao4] drink; beverage
美国政府自１９９２年就接连提出“全国信息基础设施”（信息高速公路）等一系列高技术经济导向政策，对美国经济的持续增长起了巨大作用。	0:美国 1:国政 2:政府 11:接连 13:提出 16:全国 18:信息 20:基础/基础设施 22:设施 26:信息 28:高速/高速公路 30:公路 34:一系列 35:系列 37:高技术 38:技术 40:经济 42:导向 44:政策 47:对美 48:美国 50:经济 53:持续 54:续增 55:增长 59:巨大 60:大作 61:作用	一系列 [yi1 xi4 lie4] a series of; a string of; 作用 [zuo4 yong4] to act on; function; effect / purpose; intent / (suffix) -ation, -tion etc, as in 抑制作用[yi4 zhi4 zuo4 yong...; 公路 [gong1 lu4] highway; road / CL:條|条[tiao2]; 国政 [guo2 zheng4] national politics / archaic rank, "Minister of State" / common given name; 基础 [ji1 chu3] foundation; basic; 基础设施 [ji1 chu3 she4 shi1] infrastructure; 增长 [zeng1 zhang3] to grow; to increase; 大作 [da4 zuo4] your work (book, musical composition etc) (honorific) / to erupt; to begin abruptly; 对美 [dui4 Mei3] (policy etc) towards America; 巨大 [ju4 da4] huge; immense; enormous; gigantic; 技术 [ji4 shu4] technology; technique; skill / CL:門|门[men2],種|种[zhong3],項|项[xiang4]; 持续 [chi2 xu4] to continue; to persist; to last; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 系列 [xi4 lie4] series; set; 续增 [xu4 zeng1] addition; appendix; addendum; 美国 [Mei3 guo2] United States; USA; US; 设施 [she4 shi1] facilities; installation; 高技术 [gao1 ji4 shu4] high technology; high-tech; 高速 [gao1 su4] high speed / expressway (abbr. for 高速公路[gao1 su4 gong1 lu4]); 高速公路 [gao1 su4 gong1 lu4] expressway; highway; freeway
北京市工商联与市劳动局等部门共同举办北京市民营企业招聘下岗职工专场洽谈会，招收国有企业下岗职工。	0:北京/北京市 3:工商 8:劳动 12:部门 14:共同 16:举办 18:北京/北京市 20:市民 21:民营/民营企业 23:企业 25:招聘 27:下岗 29:职工 31:专场 33:洽谈 37:招收 39:国有/国有企业 41:企业 43:下岗 45:职工	企业 [qi3 ye4] company; firm; enterprise; corporation / CL:家[jia1]; 北京 [Bei3 jing1] Beijing municipality, capital of the People's Republic of...; 北京市 [Bei3 jing1 Shi4] Beijing municipality, capital of the People's Republic of...; 国有 [guo2 you3] state-owned; nationalized; 国有企业 [guo2 you3 qi3 ye4] state-owned enterprise; 市民 [shi4 min2] city resident; 民营 [min2 ying2] privately run (i.e. by a company, not the state); 民营企业 [min2 ying2 qi3 ye4] privately-operated enterprise
根据今天达成的协议，飞行员工会同意公司提出的转换股票的做法，但须以自愿为前提，且只在７年内有效。	0:根据 2:今天 4:达成 7:协议 10:飞行/飞行员 11:行员 12:员工 13:工会 14:会同 15:同意 17:公司 19:提出 22:转换 24:股票 27:做法 33:自愿 36:前提 43:年内 45:有效	会同 [Hui4 tong2] see 會同縣|会同县[Hui4 tong2 Xian4] | [hui4 tong2] to handle sth jointly; 同意 [tong2 yi4] to agree; to consent; to approve; 员工 [yuan2 gong1] staff; personnel; employee; 工会 [gong1 hui4] labor union; trade union / CL:個|个[ge4]; 行员 [hang2 yuan2] (Tw) staff; clerk; employee (of a bank 銀行|银行[yin2 hang2] ...; 飞行 [fei1 xing2] to fly; flight; aviation; 飞行员 [fei1 xing2 yuan2] pilot; aviator
俄罗斯负责建造多功能舱和服务舱。	0:俄罗斯 1:罗斯 3:负责 5:建造 7:多功能 8:功能 11:和服 12:服务	俄罗斯 [E2 luo2 si1] Russia; 功能 [gong1 neng2] function; capability; 和服 [he2 fu2] kimono; 多功能 [duo1 gong1 neng2] multifunctional; 服务 [fu2 wu4] to serve; service / CL:項|项[xiang4]; 罗斯 [Luo2 si1] Ross; Roth (surname) / Rus' (as in Kievan Rus' 基輔羅斯|基辅罗斯[Ji1 fu3 Luo2 si1])
中国农业银行河北省分行平乡县平乡镇营业所虽然单位很小，营业所主任官职论不上品级，但是管钱、有权。	0:中国/中国农业银行 2:农业 4:银行 6:河北/河北省 8:省分 9:分行 11:平乡/平乡县 14:平乡 15:乡镇 17:营业 20:虽然 22:单位 27:营业 30:主任 32:官职 36:上品 37:品级 40:但是 45:有权	上品 [shang4 pin3] top-quality; 中国 [Zhong1 guo2] China; 中国农业银行 [Zhong1 guo2 Nong2 ye4 Yin2 hang2] Agricultural Bank of China; 乡镇 [xiang1 zhen4] village and township; 农业 [nong2 ye4] agriculture; farming; 分行 [fen1 hang2] branch of a bank or store; 品级 [pin3 ji2] workmanship; 平乡 [Ping2 xiang1] see 平鄉縣|平乡县[Ping2 xiang1 Xian4]; 平乡县 [Ping2 xiang1 Xian4] Pingxiang, a county in Xingtai City 邢臺市|邢台市[Xing2 tai2 Sh...; 河北 [He2 bei3] see 河北省[He2 bei3 Sheng3]; 河北省 [He2 bei3 Sheng3] Hebei Province, capital Shijiazhuang 石家莊市|石家庄市[Shi2 jia1 ...; 省分 [sheng3 fen4] variant of 省份[sheng3 fen4]; 银行 [yin2 hang2] bank / CL:家[jia1],個|个[ge4]
１９９７年担任副市长期间，他分管西安市高新技术产业开发区的工作。	5:担任 7:副市长 8:市长 9:长期 10:期间 14:分管 16:西安/西安市 19:高新技术 21:技术 23:产业 25:开发/开发区 29:工作	副市长 [fu4 shi4 zhang3] deputy mayor; 市长 [shi4 zhang3] mayor; 开发 [kai1 fa1] to exploit (a resource); to open up (for development); to...; 开发区 [kai1 fa1 qu1] development zone; 技术 [ji4 shu4] technology; technique; skill / CL:門|门[men2],種|种[zhong3],項|项[xiang4]; 期间 [qi1 jian1] period of time / CL:個|个[ge4]; 西安 [Xi1 an1] see 西安市[Xi1 an1 Shi4] / see 西安區|西安区[Xi1 an1 Qu1]; 西安市 [Xi1 an1 Shi4] Xi'an, sub-provincial city and capital of Shaanxi Provinc...; 长期 [chang2 qi1] long term; long time; 高新技术 [gao1 xin1 ji4 shu4] high technology
中国科学院院士、复旦大学校长杨福家说，我们的教育，从小学到大学的教育都是不善于提问题的，前两年最伤脑筋的是外国学者来访报告交流时，下边往往没有人提问，鸦雀无声，这种场面与国外的场面极不相同。	0:中国/中国科学院 2:科学/科学院 3:学院 5:院士 8:复旦/复旦大学 10:大学 11:学校 12:校长 14:杨福家 19:我们 22:教育 25:从小 26:小学 27:学到 29:大学 32:教育 36:不善 37:善于 39:提问 40:问题 48:伤脑筋 49:脑筋 53:外国 54:国学 55:学者 57:来访 59:报告 61:交流 65:下边 67:往往 69:没有 70:有人 72:提问 75:鸦雀无声 77:无声 80:这种 82:场面 85:国外 88:场面 92:相同	不善 [bu4 shan4] bad; ill / not good at / not to be underestimated; quite impressive; 中国 [Zhong1 guo2] China; 中国科学院 [Zhong1 guo2 Ke1 xue2 yuan4] Chinese Academy of Science; 从小 [cong2 xiao3] from childhood; from a young age; 伤脑筋 [shang1 nao3 jin1] to find something a headache; 善于 [shan4 yu2] to be good at; to be adept at; 国学 [guo2 xue2] Chinese traditional culture and studies / the Imperial College (history); 复旦 [Fu4 dan4] Fudan University, Shanghai, abbr. for 復旦大學|复旦大学[Fu4 dan4 ...; 复旦大学 [Fu4 dan4 Da4 xue2] Fudan University, Shanghai; 外国 [wai4 guo2] foreign country; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学到 [xue2 dao4] to learn (sth); to learn about; 学校 [xue2 xiao4] school / CL:所[suo3]; 学者 [xue2 zhe3] scholar; 学院 [xue2 yuan4] college; educational institute / CL:所[suo3]; 小学 [xiao3 xue2] elementary school; primary school; 提问 [ti2 wen4] to question; to quiz; to grill; 无声 [wu2 sheng1] silent; noiseless; 有人 [you3 ren2] someone; people; anyone / there is someone; occupied; 校长 [xiao4 zhang3] school principal; president / CL:個|个[ge4],位[wei4],名[ming2]; 没有 [mei2 you3] to not have; doesn't exist; haven't; 科学 [ke1 xue2] science; scientific; rational / CL:門|门[men2],個|个[ge4],種|种[zhong3]; 科学院 [ke1 xue2 yuan4] academy of sciences / CL:個|个[ge4]; 脑筋 [nao3 jin1] brains; mind; way of thinking; 问题 [wen4 ti2] question / problem; issue / topic / CL:個|个[ge4]; 鸦雀无声 [ya1 que4 wu2 sheng1] absolute silence
