sentence	spans	defs
日本的丰田汽车公司和美国的通用汽车公司２日决定共同开发电动汽车新型充电系统。	0:日本 3:丰田 5:汽车 7:公司 9:和美 10:美国 13:通用/通用汽车/通用汽车公司 15:汽车 17:公司 21:决定 23:共同 25:开发 26:发电 27:电动 29:汽车 31:新型 33:充电 35:系统	公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 发电 [fa1 dian4] to generate electricity / to send a telegram; 和美 [He2 mei3] Hemei or Homei Town in Changhua County 彰化縣|彰化县[Zhang1 hua... | [he2 mei3] harmonious; 开发 [kai1 fa1] to exploit (a resource); to open up (for development); to...; 汽车 [qi4 che1] car; automobile / bus / CL:輛|辆[liang4]; 电动 [dian4 dong4] electric-powered / (Tw) video game; 美国 [Mei3 guo2] United States; USA; US; 通用 [tong1 yong4] in common/general use / (of two or more things) interchangeable; 通用汽车 [Tong1 yong4 Qi4 che1] General Motors (car company); 通用汽车公司 [Tong1 yong4 Qi4 che1 Gong1 si1] General Motors
除了香港本身的经济实力和外汇储备外，祖国对香港特别行政区的大力支持功不可没。	0:除了 2:香港 4:本身 7:经济 9:实力 12:外汇/外汇储备 14:储备 18:祖国 21:香港 23:特别/特别行政区 25:行政/行政区 26:政区 29:大力 31:支持 33:功不可没 34:不可	不可 [bu4 ke3] cannot; should not; must not; 储备 [chu3 bei4] to store up; reserves; 功不可没 [gong1 bu4 ke3 mo4] one's contributions cannot go unnoticed (idiom); 外汇 [wai4 hui4] foreign (currency) exchange; 外汇储备 [wai4 hui4 chu3 bei4] foreign-exchange reserves; 政区 [zheng4 qu1] administrative division; 特别 [te4 bie2] special; especially; in particular; 特别行政区 [te4 bie2 xing2 zheng4 qu1] special administrative region (SAR); 行政 [xing2 zheng4] administration; administrative; 行政区 [xing2 zheng4 qu1] administrative district
同以人为本这一着眼点相适应，精神文明建设的主要着力点在于重在建设，以立为本。	1:以人为本 2:人为 7:着眼/着眼点 8:眼点 11:适应 14:精神/精神文明 16:文明 18:建设 21:主要 22:要着 23:着力 26:在于 29:在建 30:建设	主要 [zhu3 yao4] main; principal; major; primary; 人为 [ren2 wei2] artificial; man-made; of human origin; 以人为本 [yi3 ren2 wei2 ben3] people-oriented; 在建 [zai4 jian4] under construction; 建设 [jian4 she4] to build; to construct; to establish; to develop; to inst...; 文明 [wen2 ming2] civilized; civilization / CL:個|个[ge4]; 眼点 [yan3 dian3] eyespot (in lower creatures); 着力 [zhuo2 li4] to put effort into something; 着眼 [zhuo2 yan3] to focus on; to have one's eyes on; 着眼点 [zhuo2 yan3 dian3] point of focus; place of interest; 精神 [jing1 shen2] spirit; mind; consciousness / essence; gist / CL:個|个[ge4] | [jing1 shen5] vigor; vitality; spirited / good-looking; 精神文明 [jing1 shen2 wen2 ming2] spiritual culture; 要着 [yao4 zhuo2] important thing; crucial thing
坦普尔大学的发现说明，有朝一日机械泵将能够使某些心脏病患者推迟实施移植手术。	3:大学 6:发现 8:说明 11:有朝/有朝一日 15:机械 19:能够 22:某些 24:心脏/心脏病 25:脏病 26:病患 27:患者 29:推迟 31:实施 33:移植/移植手术 35:手术	心脏 [xin1 zang4] heart / CL:顆|颗[ke1],個|个[ge4]; 心脏病 [xin1 zang4 bing4] heart disease; 患者 [huan4 zhe3] patient; sufferer; 手术 [shou3 shu4] surgery; surgical operation / CL:個|个[ge4]; 有朝 [you3 zhao1] one day; sometime in the future; 有朝一日 [you3 zhao1 yi1 ri4] one day; sometime in the future; 病患 [bing4 huan4] illness; disease / patient; sufferer; 移植 [yi2 zhi2] to transplant; 移植手术 [yi2 zhi2 shou3 shu4] (organ) transplant operation; 脏病 [zang1 bing4] (coll.) venereal disease
总理霍华德在议会发表讲话，高度评价这一行动“是澳劳资关系史上的决定性事件”。	0:总理 2:霍华德 6:议会 8:发表 10:讲话 13:高度 15:评价 18:一行 19:行动 24:劳资/劳资关系 26:关系 28:史上 31:决定/决定性 32:定性 33:性事 34:事件	一行 [yi1 xing2] party; delegation; 事件 [shi4 jian4] incident; event; 关系 [guan1 xi5] relation; relationship; guanxi / to concern; to affect / CL:個|个[ge4] / variant of 關係|关系[guan1 xi5]; 决定 [jue2 ding4] to decide; decision / certainly / CL:個|个[ge4],項|项[xiang4]; 决定性 [jue2 ding4 xing4] decisive; conclusive; 劳资 [lao2 zi1] labor and capital; workers and capitalists; 劳资关系 [lao2 zi1 guan1 xi4] industrial relations; 定性 [ding4 xing4] to determine the nature of; qualitative; 性事 [xing4 shi4] sex; 行动 [xing2 dong4] action; operation / to move about; mobile / CL:個|个[ge4]
本次研讨会提出的建议将提交定于４月６日至９日在此间举行的非洲统一组织部长会议审议，以制定非洲国家在世贸组织部长级会议上的共同立场，维护非洲国家的利益。	2:研讨/研讨会 5:提出 8:建议 11:提交 13:定于 18:日至 22:在此 23:此间 25:举行 28:非洲/非洲统一组织 30:统一 32:组织 34:部长/部长会/部长会议 36:会议 38:审议 42:制定 44:非洲 46:国家 48:在世 49:世贸/世贸组织 51:组织 53:部长/部长级/部长级会议 56:会议 60:共同 62:立场 65:维护 67:非洲 69:国家 70:家的 72:利益	世贸 [Shi4 mao4] World Trade Organization (WTO) / abbr. for 世界貿易組織|世界贸易组织; 世贸组织 [Shi4 mao4 Zu3 zhi1] WTO (World Trade Organization); 会议 [hui4 yi4] meeting; conference / CL:場|场[chang3],屆|届[jie4]; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 在世 [zai4 shi4] to be alive; 在此 [zai4 ci3] here; hereto; 家的 [jia1 de5] (old) wife; 此间 [ci3 jian1] here; this place; 研讨 [yan2 tao3] discussion; 研讨会 [yan2 tao3 hui4] seminar; discussion forum; 组织 [zu3 zhi1] to organize; organization / (biology) tissue / (textiles) weave / CL:個|个[ge4]; 统一 [Tong3 yi1] 7-Eleven (convenience store chain) | [tong3 yi1] to unify; unified; 部长 [bu4 zhang3] head of a department; minister / CL:個|个[ge4],位[wei4],名[ming2]; 部长会 [bu4 zhang3 hui4] minister level conference; 部长会议 [bu4 zhang3 hui4 yi4] minister level conference; 部长级 [bu4 zhang3 ji2] ministerial level (e.g. negotiations); 部长级会议 [bu4 zhang3 ji2 hui4 yi4] minister level conference; 非洲 [Fei1 zhou1] Africa / abbr. for 阿非利加洲[A1 fei1 li4 jia1 Zhou1]; 非洲统一组织 [Fei1 zhou1 Tong3 yi1 Zu3 zhi1] Organization of African Unity
石油石化工业作为我国国民经济的支柱产业，在国民经济运行中发挥着重要作用。	0:石油 2:石化 3:化工 4:工业 6:作为 8:我国 10:国民/国民经济 12:经济 15:支柱/支柱产业 17:产业 21:国民/国民经济 23:经济 25:运行 28:发挥 30:着重 31:重要 33:作用	产业 [chan3 ye4] industry; industrial / estate; property; 化工 [hua4 gong1] chemical industry (abbr. for 化學工業|化学工业[hua4 xue2 gong1 ye4]) / chemical engineering (abbr. for 化學工程|化学工程[hua4 xue2 gong1...; 国民 [guo2 min2] nationals; citizens; people of a nation; 国民经济 [guo2 min2 jing1 ji4] national economy; 工业 [gong1 ye4] industry; 支柱 [zhi1 zhu4] pillar; mainstay; 支柱产业 [zhi1 zhu4 chan3 ye4] mainstay industry; 着重 [zhuo2 zhong4] to put emphasis on; to stress; 石化 [shi2 hua4] to petrify / petrochemical industry; 经济 [jing1 ji4] economy; economic; 重要 [zhong4 yao4] important; significant; major
日本是东南亚各国的主要贸易伙伴，贸易额占东南亚各国贸易总额的３５％以上。	0:日本 3:东南/东南亚 4:南亚 6:各国 9:主要 11:贸易/贸易伙伴 13:伙伴 16:贸易/贸易额 20:东南/东南亚 21:南亚 23:各国 24:国贸 25:贸易 27:总额 33:以上	东南 [dong1 nan2] southeast; 东南亚 [Dong1 nan2 ya4] Southeast Asia; 伙伴 [huo3 ban4] partner; companion; comrade; 南亚 [nan2 Ya4] southern Asia; 各国 [ge4 guo2] each country; various countries; 国贸 [guo2 mao4] abbr. for 國際貿易|国际贸易[guo2 ji4 mao4 yi4]; 贸易 [mao4 yi4] (commercial) trade / CL:個|个[ge4]; 贸易伙伴 [mao4 yi4 huo3 ban4] trading partner; 贸易额 [mao4 yi4 e2] volume of trade (between countries)
会见了来京参加中美两军人道主义救灾研讨会的美国助理国防部长帮办希尔一行。	0:会见 5:参加 7:中美 10:军人 11:人道/人道主义 13:主义 15:救灾 17:研讨/研讨会 21:美国 23:助理 25:国防/国防部/国防部长 27:部长 29:帮办 31:希尔 33:一行	主义 [zhu3 yi4] -ism; ideology; 人道 [ren2 dao4] humane; humanitarian / the "human way", one of the stages in the cycle of reinca... / sexual intercourse; 人道主义 [ren2 dao4 zhu3 yi4] humanism; humanitarianism; 军人 [jun1 ren2] military personnel; soldier; 国防 [guo2 fang2] national defense; 国防部 [Guo2 fang2 bu4] Defense Department; Ministry of National Defense; 国防部长 [guo2 fang2 bu4 zhang3] Defense secretary; Defense Minister; 研讨 [yan2 tao3] discussion; 研讨会 [yan2 tao3 hui4] seminar; discussion forum; 部长 [bu4 zhang3] head of a department; minister / CL:個|个[ge4],位[wei4],名[ming2]
来自各省、自治区、直辖市的人大常委会副主任和有关负责人参加了今天的会议。	0:来自 5:自治/自治区 9:直辖/直辖市 13:人大 15:常委/常委会 18:副主任 19:主任 22:有关 24:负责/负责人 26:人参 27:参加 30:今天 33:会议	主任 [zhu3 ren4] director; head / CL:個|个[ge4]; 人参 [ren2 shen1] ginseng; 副主任 [fu4 zhu3 ren4] deputy director; assistant head; 参加 [can1 jia1] to participate; to take part; to join; 常委 [chang2 wei3] standing committee (abbr. for 常務委員會|常务委员会[chang2 wu4 wei3... / member of the standing committee (abbr. for 常務委員|常务委员[cha...; 常委会 [chang2 wei3 hui4] standing committee; 直辖 [zhi2 xia2] to govern directly; 直辖市 [zhi2 xia2 shi4] municipality directly under central government / also called directly governed city; 自治 [zi4 zhi4] autonomy; 自治区 [zi4 zhi4 qu1] autonomous region – a provincial-level administrative div...; 负责 [fu4 ze2] to be responsible for; to be in charge of; to bear respon... / conscientious; 负责人 [fu4 ze2 ren2] person in charge
