sentence	spans	defs
斯图拉普一直捧着一本名为《我心依旧》的小说读得津津有味，而吉德里则从始至终在玩拼字游戏。	4:一直 9:本名 10:名为 15:依旧 19:小说 23:津津/津津有味 25:有味 30:德里 39:拼字 41:游戏	名为 [ming2 wei2] to be called; to be known as; 有味 [you3 wei4] tasty; 本名 [ben3 ming2] original name; real name / (of foreigners) first name; given name; 津津 [jin1 jin1] enthusiastic; with great relish; 津津有味 [jin1 jin1 you3 wei4] with keen interest; with great pleasure
还截获被盗抢的机动车１７辆，现场抓获重大抢劫、强奸等犯罪嫌疑人３１名，增强了人民群众的安全感。	1:截获 7:机动/机动车 8:动车 14:现场 16:抓获 18:重大 20:抢劫 23:强奸 26:犯罪 28:嫌疑/嫌疑人 35:增强 38:人民 40:群众 43:安全/安全感	动车 [dong4 che1] high-speed train; power car; 嫌疑 [xian2 yi2] suspicion; to suspect; 嫌疑人 [xian2 yi2 ren2] a suspect; 安全 [an1 quan2] safe; safety; security; 安全感 [an1 quan2 gan3] sense of security; 机动 [ji1 dong4] motorized; power-driven / adaptable; flexible; 机动车 [ji1 dong4 che1] motor vehicle
目前，山东省公安系统市地公安局处长全部交流完毕，县市区公安分局交流、轮岗１·１万人，效果明显。	0:目前 3:山东/山东省 6:公安 8:系统 12:公安/公安局 15:处长 17:全部 19:交流 21:完毕 25:市区 27:公安 28:安分 29:分局 31:交流 34:轮岗 39:万人 42:效果 44:明显	公安 [Gong1 an1] see 公安縣|公安县[Gong1 an1 Xian4] | [gong1 an1] public security; 公安局 [gong1 an1 ju2] public security bureau (government office similar in func...; 分局 [fen1 ju2] branch office; sub-bureau; 安分 [an1 fen4] content with one's lot; knowing one's place; 山东 [Shan1 dong1] see 山東省|山东省[Shan1 dong1 Sheng3]; 山东省 [Shan1 dong1 Sheng3] Shandong Province, capital Jinan 濟南市|济南市[Ji3 nan2 Shi4] (...
不久，宋涛小朋友入选第三届全国十佳少先队员，那篇报告文学《生命的涛声》让全国少先队员都知道了他。	0:不久 5:小朋友 6:朋友 8:入选 13:全国 17:少先队 19:队员 24:报告/报告文学 26:文学 29:生命 36:全国 38:少先队 40:队员 43:知道/知道了	小朋友 [xiao3 peng2 you3] child; kid (used to refer to a child, or by an adult to a... / CL:個|个[ge4]; 少先队 [Shao4 Xian1 dui4] Young Pioneers of China, abbr. for 少年先鋒隊|少年先锋队[Shao4 nian...; 报告 [bao4 gao4] to report; report / speech; talk; lecture / CL:篇[pian1],份[fen4],個|个[ge4],通[tong4]; 报告文学 [bao4 gao4 wen2 xue2] reportage; 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 朋友 [peng2 you5] friend / CL:個|个[ge4],位[wei4]; 知道 [zhi1 dao4] to know; to become aware of / also pr. [zhi1dao5]; 知道了 [zhi1 dao4 le5] OK!; Got it!; 队员 [dui4 yuan2] team member
小学生如是金贵，口袋里的钱也就十分可观，便有人专打小学生的算盘。	0:小学/小学生 1:学生 3:如是 8:口袋 15:十分 17:可观 21:有人 24:打小 25:小学/小学生 26:学生 29:算盘	学生 [xue2 sheng5] student; schoolchild; 小学 [xiao3 xue2] elementary school; primary school; 小学生 [xiao3 xue2 sheng1] primary school student; schoolchild / (fig.) beginner / CL:個|个[ge4],名[ming2]; 打小 [da3 xiao3] (dialect) from childhood; from a young age
在加拉加斯提起波拉尔，无人不晓。	1:加拉加斯 5:提起 11:无人/无人不/无人不晓	无人 [wu2 ren2] unmanned; uninhabited; 无人不 [wu2 ren2 bu4] no man is not...; 无人不晓 [wu2 ren2 bu4 xiao3] known to everyone
人们知道，亚马孙是影响全球气候的“肺”，是地球上最大的热带雨林。	0:人们 2:知道 5:亚马孙 9:影响 11:全球/全球气候 13:气候 21:地球 27:热带/热带雨林 29:雨林	全球 [quan2 qiu2] the whole world; global; 全球气候 [quan2 qiu2 qi4 hou4] global climate; 气候 [qi4 hou4] (meteorology) climate / (fig.) climate; prevailing conditions (in human affairs) / CL:種|种[zhong3]; 热带 [re4 dai4] the tropics; tropical; 热带雨林 [re4 dai4 yu3 lin2] tropical rain forest; 雨林 [yu3 lin2] rainforest
威克瑞俱乐部在１９９５年成立时，将北京青年男子足球队转入俱乐部。	3:俱乐部 11:年成 12:成立 13:立时 17:北京 19:青年 21:男子 23:足球/足球队 24:球队 26:转入 28:俱乐部	年成 [nian2 cheng5] the year's harvest; 成立 [cheng2 li4] to establish; to set up / to be tenable; to hold water; 球队 [qiu2 dui4] sports team (basketball, soccer, football etc); 立时 [li4 shi2] right away; quickly; immediately; 足球 [zu2 qiu2] soccer; football / a soccer ball; a football (CL:個|个[ge4]); 足球队 [zu2 qiu2 dui4] soccer team
设在江边的葛洲坝股份公司截流总指挥部，是一间临时搭起的活动平房。	2:江边 5:葛洲坝 8:股份/股份公司 10:公司 14:总指挥部 15:指挥/指挥部 22:临时 27:活动 29:平房	公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 总指挥部 [zong3 zhi3 hui1 bu4] general headquarters; 指挥 [zhi3 hui1] to conduct; to command; to direct; conductor / CL:個|个[ge4]; 指挥部 [zhi3 hui1 bu4] headquarters; command post; 股份 [gu3 fen4] share; stock; 股份公司 [gu3 fen4 gong1 si1] joint-stock company
一线员工作用大（质量连着你我他）	0:一线 2:员工 3:工作 4:作用 8:质量 12:你我	作用 [zuo4 yong4] to act on; function; effect / purpose; intent / (suffix) -ation, -tion etc, as in 抑制作用[yi4 zhi4 zuo4 yong...; 员工 [yuan2 gong1] staff; personnel; employee; 工作 [gong1 zuo4] to work; work; task / (of a machine) to operate / job / CL:個|个[ge4],份[fen4],項|项[xiang4]
