sentence	spans	defs
最关键的是日本自身能否实行深化国内改革，设法稳定日元汇率走势。	1:关键 4:是日 5:日本 7:自身 9:能否 11:实行 13:深化 15:国内 17:改革 20:设法 22:稳定 23:定日 24:日元 26:汇率 28:走势	定日 [Ding4 ri4] Tingri town and county, Tibetan: Ding ri rdzong, in Shiga...; 日元 [Ri4 yuan2] Japanese yen (unit of currency) / also written 日圓|日圆[Ri4 yuan2]; 日本 [Ri4 ben3] Japan; 是日 [shi4 ri4] this day; that day; 稳定 [wen3 ding4] steady; stable; to stabilize
１９９６年，沈阳一家中型企业在大会上宣告破产时，同第一家破产企业的情形截然不同，台上台下不再是一片哭声，而是变成了阵阵掌声。	6:沈阳 8:一家 10:中型 12:企业 15:大会 18:宣告 20:破产 25:第一 26:一家 28:破产 30:企业 33:情形 35:截然/截然不同 37:不同 40:台上 41:上台 42:台下 44:不再 49:哭声 52:而是 54:变成 55:成了 59:掌声	一家 [yi1 jia1] the whole family; a family / group; 上台 [shang4 tai2] to rise to power (in politics) / to go on stage (in the theater); 不同 [bu4 tong2] different; not the same; 变成 [bian4 cheng2] to change into; to become; 台上 [tai2 shang4] on stage; 台下 [tai2 xia4] off the stage; in the audience; 成了 [cheng2 le5] to be done; that's enough; 截然 [jie2 ran2] sharply; distinctly; radically; 截然不同 [jie2 ran2 bu4 tong2] entirely different; 第一 [di4 yi1] first; foremost
特别是京九线建成通车后，实行以货运为主的运输结构性调整方案，从郑州分局京广线分流出去的货运量，每年使运营收入减少４５亿多元。	0:特别 6:建成 8:通车 12:实行 15:货运 17:为主 20:运输 22:结构/结构性 25:调整 27:方案 31:郑州 33:分局 35:京广 38:分流 39:流出 40:出去 43:货运 44:运量 47:每年 50:运营 51:营收 52:收入 54:减少 59:多元	出去 [chu1 qu4] to go out; 分流 [fen1 liu2] to divert; to stream; 收入 [shou1 ru4] to take in / income; revenue / CL:筆|笔[bi3],個|个[ge4]; 流出 [liu2 chu1] to flow out; to effuse; 结构 [jie2 gou4] structure; composition; architecture / CL:座[zuo4],個|个[ge4]; 结构性 [jie2 gou4 xing4] structural; structured; 营收 [ying2 shou1] revenue; sales income; 货运 [huo4 yun4] freight transport; cargo; 运营 [yun4 ying2] to operate; to be in service; 运量 [yun4 liang4] volume of freight
这种窄口径的分析无法反映全省经济运行的全貌和真实情况，不能为领导正确决策提供科学依据，更不适应大力发展非公有制经济的新形势。	0:这种 3:口径 6:分析 8:无法 10:反映 12:全省 14:经济 16:运行 19:全貌 22:真实 23:实情 24:情况 27:不能 30:领导 31:导正 32:正确 34:决策 36:提供 38:科学 40:依据 44:不适 45:适应 47:大力 49:发展 52:公有/公有制 55:经济 59:形势	不适 [bu4 shi4] unwell; indisposed; out of sorts; 公有 [gong1 you3] publicly owned; communal; 公有制 [gong1 you3 zhi4] public ownership; 实情 [shi2 qing2] the actual situation; the truth; 导正 [dao3 zheng4] to guide in the right direction; to correct; 情况 [qing2 kuang4] circumstances; state of affairs; situation / CL:個|个[ge4],種|种[zhong3]; 正确 [zheng4 que4] correct; sound; right; proper; 真实 [zhen1 shi2] true; real; 适应 [shi4 ying4] to adapt; to fit; to suit; 领导 [ling3 dao3] to lead; leader; leadership / CL:位[wei4],個|个[ge4]
崔剑平回头一看，原来是落入水中的中国留学生游若旭在拼命地挣扎。	3:回头 4:头一 8:原来 11:落入 14:中的 16:中国 18:留学/留学生 19:学生 25:拼命 28:挣扎	回头 [hui2 tou2] to turn round; to turn one's head / later; by and by; 头一 [tou2 yi1] the first; 学生 [xue2 sheng5] student; schoolchild; 留学 [liu2 xue2] to study abroad; 留学生 [liu2 xue2 sheng1] student studying abroad; returned student; foreign studen...
在内外压力下，阿巴查军政府不断做出即将“还政于民”的缓和姿态。	0:在内 1:内外 3:压力 7:阿巴 10:军政/军政府 11:政府 13:不断 15:做出 17:即将 26:缓和 28:姿态	内外 [nei4 wai4] inside and outside; domestic and foreign / approximately; about; 军政 [jun1 zheng4] army and government; 军政府 [jun1 zheng4 fu3] military government; 在内 [zai4 nei4] included; among them; 政府 [zheng4 fu3] government / CL:個|个[ge4]
当清甜洁净的自来水通到全村各家各户时，男女老少脸上都乐开了花。	1:清甜 3:洁净 6:自来/自来水 19:男女/男女老少 21:老少 24:上都	男女 [nan2 nu:3] male and female; 男女老少 [nan2 nu:3 lao3 shao4] men, women, young and old; all kinds of people; people of...; 老少 [lao3 shao4] the old and the young; 自来 [zi4 lai2] from the beginning; always / to come of one's own accord; 自来水 [zi4 lai2 shui3] running water; tap water
当天下午３时，得知此事的该校领导又带领一支４０多人的文艺演出队来到清淤现场，与官兵进行了一场以“军魂、校魂”为主题的联欢会。	0:当天 1:天下 2:下午 7:得知 9:此事 14:领导 17:带领 26:文艺/文艺演出 28:演出 31:来到 33:清淤 35:现场 39:官兵 41:进行 54:为主 55:主题 58:联欢/联欢会	下午 [xia4 wu3] afternoon; p.m. / CL:個|个[ge4]; 为主 [wei2 zhu3] to rely mainly on; to prioritize; 主题 [zhu3 ti2] theme; subject; 天下 [tian1 xia4] the world; realm; land under heaven / rule; 当天 [dang1 tian1] on that day | [dang4 tian1] the same day; 文艺 [wen2 yi4] literature and art; 文艺演出 [wen2 yi4 yan3 chu1] theatrical performance / CL:場|场[chang3]; 演出 [yan3 chu1] to perform; performance; show / CL:場|场[chang3],次[ci4]; 联欢 [lian2 huan1] get-together; celebration; party; 联欢会 [lian2 huan1 hui4] social gathering; party
年初一晚９点多钟，郭永春他们才押着犯罪嫌疑人从甘肃玉门赶回来。	0:年初 1:初一 10:永春 12:他们 17:犯罪 19:嫌疑/嫌疑人 21:人从 23:甘肃 25:玉门 28:回来	人从 [ren2 cong2] retinue; hangers-on; 初一 [chu1 yi1] first day of lunar month / New Year's Day / first year in junior middle school; 嫌疑 [xian2 yi2] suspicion; to suspect; 嫌疑人 [xian2 yi2 ren2] a suspect; 年初 [nian2 chu1] beginning of the year
果然，这部作品一问世，便受到了教育部门和学生家长们的热烈欢迎。	0:果然 5:作品 8:问世 12:受到 13:到了 15:教育/教育部 17:部门 20:学生 22:家长 26:热烈 28:欢迎	到了 [dao4 liao3] at last; finally; in the end; 受到 [shou4 dao4] to receive; to be subjected to; 教育 [jiao4 yu4] to educate; education; 教育部 [Jiao4 yu4 bu4] Ministry of Education; 部门 [bu4 men2] department; division; section / CL:個|个[ge4]
