sentence	spans	defs
保卫人员统一管理学校的大门、内部治安、学生宿舍、自行车房、水电及教职工住宅区等。	0:保卫 2:人员 4:统一 6:管理/管理学 7:理学 8:学校 11:大门 14:内部 16:治安 19:学生 21:宿舍 24:自行/自行车 25:行车 26:车房 29:水电 32:教职工 33:职工 35:住宅/住宅区	住宅 [zhu4 zhai2] residence; dwelling; abode; 住宅区 [zhu4 zhai2 qu1] residential area; housing development; 学校 [xue2 xiao4] school / CL:所[suo3]; 教职工 [jiao4 zhi2 gong1] teaching and administrative staff; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 管理 [guan3 li3] to manage; to administer; management / CL:個|个[ge4]; 管理学 [guan3 li3 xue2] management studies; 职工 [zhi2 gong1] employee; staff member; worker; 自行 [zi4 xing2] by oneself; on one's own; 自行车 [zi4 xing2 che1] bicycle; bike / CL:輛|辆[liang4]; 行车 [xing2 che1] to drive; vehicle movement; 车房 [che1 fang2] garage; carport
在发展和完善基础设施和基础产业中，融资多元化问题是许多国家，特别是发展中国家面临的重要课题。	1:发展 4:完善 6:基础/基础设施 8:设施 11:基础 13:产业 17:融资 19:多元/多元化 22:问题 25:许多 26:多国 27:国家 30:特别 33:发展/发展中/发展中国家 35:中国 36:国家 38:面临 41:重要 43:课题	中国 [Zhong1 guo2] China; 发展 [fa1 zhan3] development; to develop; to grow; 发展中 [fa1 zhan3 zhong1] developing; under development; 发展中国家 [fa1 zhan3 zhong1 guo2 jia1] developing country; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 基础 [ji1 chu3] foundation; basic; 基础设施 [ji1 chu3 she4 shi1] infrastructure; 多元 [duo1 yuan2] poly-; multi-; multielement / multivariate (math.); 多元化 [duo1 yuan2 hua4] diversification; pluralism; to diversify; 多国 [duo1 guo2] multinational; 许多 [xu3 duo1] many; much; a lot of; 设施 [she4 shi1] facilities; installation
如国际商业信贷银行事件后，美国联邦政府立即颁布了《加强对外国银行监管法》。	1:国际 3:商业 5:信贷 7:银行 8:行事 9:事件 13:美国 14:国联 15:联邦/联邦政府 17:政府 19:立即 21:颁布 25:加强 27:对外 28:外国 30:银行 32:监管	事件 [shi4 jian4] incident; event; 国联 [Guo2 Lian2] abbr. for 國際聯盟|国际联盟[Guo2 ji4 Lian2 meng2], League of Nations (1920-1946), based in Geneva, precursor of the UN; 外国 [wai4 guo2] foreign country; 对外 [dui4 wai4] external; foreign; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 美国 [Mei3 guo2] United States; USA; US; 联邦 [lian2 bang1] federal; federation; commonwealth; 联邦政府 [lian2 bang1 zheng4 fu3] federal government; 行事 [xing2 shi4] to execute; to handle / behavior; conduct; 银行 [yin2 hang2] bank / CL:家[jia1],個|个[ge4]
孙云晓（中国青少年研究中心副主任）：儿童为什么喜欢动画片？	4:中国 6:青少年 7:少年 9:研究/研究中心 11:中心 13:副主任 14:主任 18:儿童 20:为什么 21:什么 23:喜欢 25:动画/动画片	中心 [zhong1 xin1] center; heart; core; 为什么 [wei4 shen2 me5] why; for what reason; 主任 [zhu3 ren4] director; head / CL:個|个[ge4]; 什么 [shen2 me5] what? / something; anything; 副主任 [fu4 zhu3 ren4] deputy director; assistant head; 动画 [dong4 hua4] animation; cartoon; 动画片 [dong4 hua4 pian4] animated film; 少年 [shao4 nian2] youth; youngster; 研究 [yan2 jiu1] research; to research / CL:項|项[xiang4]; 研究中心 [yan2 jiu1 zhong1 xin1] research center; 青少年 [qing1 shao4 nian2] adolescent; teenager; youth
李老汉无奈便将两个儿子起诉到市人民法院。	1:老汉 3:无奈 8:个儿 9:儿子 11:起诉 15:人民/人民法院 16:民法 17:法院	个儿 [ge4 r5] size; height; stature; 人民 [ren2 min2] the people / CL:個|个[ge4]; 人民法院 [ren2 min2 fa3 yuan4] people's court of law; 儿子 [er2 zi5] son; 民法 [min2 fa3] civil law; 法院 [fa3 yuan4] court of law
对中国人民银行认定为逃废金融债务的改制企业，各金融机构一律不予开立存款账户，更不得为其提供贷款、结算等服务。	1:中国/中国人/中国人民银行 2:国人 3:人民/人民银行 5:银行 7:认定 10:逃废 12:金融 14:债务 17:改制 19:企业 23:金融/金融机构 25:机构 27:一律 31:开立 33:存款 35:账户 39:不得 43:提供 45:贷款 48:结算 51:服务	中国 [Zhong1 guo2] China; 中国人 [Zhong1 guo2 ren2] Chinese person; 中国人民银行 [Zhong1 guo2 Ren2 min2 Yin2 hang2] People's Bank of China; 人民 [ren2 min2] the people / CL:個|个[ge4]; 人民银行 [Ren2 min2 Yin2 hang2] People's Bank of China; 国人 [guo2 ren2] compatriots; fellow countrymen; 机构 [ji1 gou4] mechanism; structure / organization; agency; institution / CL:所[suo3]; 金融 [jin1 rong2] finance; banking; financial; 金融机构 [jin1 rong2 ji1 gou4] financial institution; 银行 [yin2 hang2] bank / CL:家[jia1],個|个[ge4]
这个市场是由国家人事部、甘肃省人事厅和兰州市政府共同组建的，旨在把兰州建成现代化商贸中心城市并为促进西部经济发展提供必要的人力资源。	0:这个 2:市场 6:国家 7:家人 8:人事/人事部 12:甘肃/甘肃省 15:人事 19:兰州/兰州市 21:市政/市政府 22:政府 24:共同 26:组建 30:旨在 33:兰州 35:建成 37:现代/现代化 40:商贸 42:中心 44:城市 48:促进 50:西部 52:经济/经济发展 54:发展 56:提供 58:必要 61:人力/人力资源 63:资源	人事 [ren2 shi4] personnel; human resources / human affairs; ways of the world / (euphemism) sexuality / the facts of life; 人事部 [ren2 shi4 bu4] personnel office; human resources department; 人力 [ren2 li4] manpower; labor power; 人力资源 [ren2 li4 zi1 yuan2] human resources; 兰州 [Lan2 zhou1] see 蘭州市|兰州市[Lan2 zhou1 Shi4]; 兰州市 [Lan2 zhou1 Shi4] Lanzhou, prefecture-level city and capital of Gansu Provi...; 发展 [fa1 zhan3] development; to develop; to grow; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 家人 [jia1 ren2] family member / (old) servant; 市政 [shi4 zheng4] municipal administration; 市政府 [shi4 zheng4 fu3] city hall; city government; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 现代 [Xian4 dai4] Hyundai, South Korean company | [xian4 dai4] modern times; modern era; 现代化 [xian4 dai4 hua4] modernization / CL:個|个[ge4]; 甘肃 [Gan1 su4] see 甘肅省|甘肃省[Gan1 su4 Sheng3]; 甘肃省 [Gan1 su4 Sheng3] Gansu Province, capital Lanzhou 蘭州市|兰州市[Lan2 zhou1 Shi4] ...; 经济 [jing1 ji4] economy; economic; 经济发展 [jing1 ji4 fa1 zhan3] economic development; 资源 [Zi1 yuan2] see 資源縣|资源县[Zi1 yuan2 Xian4] | [zi1 yuan2] resource
（小资料）	1:小资 2:资料	小资 [xiao3 zi1] petit bourgeois; yuppie / abbr. of 小資產階級|小资产阶级; 资料 [zi1 liao4] material; data; information / profile (Internet) / CL:份[fen4],個|个[ge4]
这是皇家马德里队时隔３２年之后又一次获得这项赛事的冠军。	2:皇家/皇家马德里 3:家马 4:马德里 5:德里 8:时隔 13:之后 15:又一次 16:一次 18:获得 22:赛事 25:冠军	一次 [yi1 ci4] once; first time / (math.) linear (of degree one); 又一次 [you4 yi1 ci4] once again; once more; 家马 [jia1 ma3] domestic horse; 德里 [De2 li3] Delhi / New Delhi, capital of India / same as 新德里[Xin1 De2 li3]; 皇家 [huang2 jia1] royal; imperial household; 皇家马德里 [Huang2 jia1 Ma3 de2 li3] Real Madrid (soccer team); 马德里 [Ma3 de2 li3] Madrid, capital of Spain
此举大大缓解了社区体育活动场地之不足，老百姓都拍手称快。	2:大大 4:缓解 7:社区 9:体育/体育活动 11:活动/活动场地 13:场地 16:不足 19:老百姓 20:百姓 23:拍手	体育 [ti3 yu4] sports; physical education; 体育活动 [ti3 yu4 huo2 dong4] sports; sporting activity; 场地 [chang3 di4] space; site; place; sports pitch; 活动 [huo2 dong4] to exercise; to move about; to work out / loose; movable; flexible / activity; event; campaign / to use personal influence, connections, bribes etc; 活动场地 [huo2 dong4 chang3 di4] place for activities (playground, event venue etc); 百姓 [bai3 xing4] common people; 老百姓 [lao3 bai3 xing4] ordinary people / CL:個|个[ge4]
