sentence	spans	defs
“为了宝宝不得病”———墨防疫接种卫生周见闻	1:为了 3:宝宝 5:不得 6:得病 13:防疫 15:接种 17:卫生 20:见闻	不得 [bu4 de2] must not; may not; cannot; 得病 [de2 bing4] to fall ill; to contract a disease
五原誓师，参加北伐，冯称“九·一七新生命”。	0:五原 2:誓师 5:参加 7:北伐 17:新生 18:生命	新生 [xin1 sheng1] new; emerging; nascent / newborn; new life / rebirth; regeneration / new student; 生命 [sheng1 ming4] life; living being
进门时，佛朗科正在修理一个脱线的真皮公文包。	0:进门 7:正在 9:修理 11:一个 13:脱线 16:真皮 18:公文/公文包	公文 [gong1 wen2] official document; 公文包 [gong1 wen2 bao1] briefcase
如今稻田里听不见蛙声，是一种何等揪心的寂寞！	0:如今 2:稻田 5:听不见 6:不见 12:一种 14:何等 16:揪心 19:寂寞	不见 [bu4 jian4] not to see; not to meet / to have disappeared; to be missing; 听不见 [ting1 bu5 jian4] not be able to hear
企业找上门来，要求办中文培训班的事屡见不鲜，学校的压力加大，备感应接不暇。	0:企业 2:找上门 3:上门 7:要求 10:中文 12:培训/培训班 17:屡见不鲜 22:学校 25:压力 27:加大 31:感应 32:应接/应接不暇 34:不暇	上门 [shang4 men2] to drop in; to visit / to lock a door; to close (a shop) / to go and live with one's wife's family, in effect becomi...; 不暇 [bu4 xia2] to have no time; too busy; 培训 [pei2 xun4] to train; to cultivate; 培训班 [pei2 xun4 ban1] training class; 应接 [ying4 jie1] to attend to; to deal with; 应接不暇 [ying4 jie1 bu4 xia2] more than one can attend to; overwhelmed; 感应 [gan3 ying4] response; reaction to stimuli / electrical induction; inductance; 找上门 [zhao3 shang4 men2] to come to someone's door; to call on
甲骨文、青铜文字、竹简、石鼓文、印章、纸张……源头古代馆首先向人们展示了与发明印刷术相关的文化、技艺及物料的发展历史。	0:甲骨/甲骨文 4:青铜 6:文字 9:竹简 12:石鼓/石鼓文 16:印章 19:纸张 23:源头 25:古代 28:首先 31:人们 33:展示 37:发明 39:印刷/印刷术 42:相关 45:文化 48:技艺 50:及物 51:物料 54:发展 56:历史	印刷 [yin4 shua1] to print; printing; 印刷术 [yin4 shua1 shu4] printing; printing technology; 及物 [ji2 wu4] transitive (grammar); 物料 [wu4 liao4] material; 甲骨 [jia3 gu3] tortoise shells and animal bones used for divination in t...; 甲骨文 [jia3 gu3 wen2] oracle bone script; 石鼓 [Shi2 gu3] see 石鼓區|石鼓区[Shi2 gu3 Qu1]; 石鼓文 [shi2 gu3 wen2] early form of Chinese characters inscribed in stone, a pr...
有位８０多岁的离休干部，接到刚补发的４０００元工资和医疗费，又从积蓄中补足５０００元捐给了工程。	7:离休 9:干部 12:接到 15:补发 23:工资 26:医疗/医疗费 32:积蓄 35:补足 42:捐给 45:工程	医疗 [yi1 liao2] medical treatment; 医疗费 [yi1 liao2 fei4] medical expenses
在许多作品中，有一个共同的特征，就是画幅的面貌不拘泥任何形式，随心所欲，挥洒自如。	1:许多 3:作品 8:一个 10:共同 13:特征 16:就是 18:画幅 21:面貌 23:不拘 24:拘泥 26:任何 28:形式 31:随心/随心所欲 36:挥洒/挥洒自如 38:自如	不拘 [bu4 ju1] not confined to; whatever; 拘泥 [ju1 ni4] to rigidly adhere to; constrained; 挥洒 [hui1 sa3] to sprinkle; to shed / free and unconstrained; to write freely; 挥洒自如 [hui1 sa3 zi4 ru2] (idiom) to do (sth) with great aplomb; 自如 [zi4 ru2] smoothly; freely; with ease; 随心 [sui2 xin1] to fulfill one's desire; satisfactory; 随心所欲 [sui2 xin1 suo3 yu4] (idiom) to follow one's heart's desires; to do as one ple...
『内源疗法』可治骨病本报讯河南省洛阳市康复医院医务人员创造出内源疗法治疗骨伤病，使骨伤患者在无痛苦中解除病痛，具有疗程短、治愈率高、使用简便等特点。	1:内源 3:疗法 8:骨病 10:本报 13:河南/河南省 16:洛阳/洛阳市 19:康复 21:医院 23:医务/医务人员 25:人员 27:创造 30:内源 32:疗法 33:法治 34:治疗 42:伤患 43:患者 46:无痛 47:痛苦 50:解除 52:病痛 55:具有 57:疗程 61:治愈 66:使用 68:简便 71:特点	人员 [ren2 yuan2] staff; personnel; crew / CL:個|个[ge4]; 伤患 [shang1 huan4] injured person; 医务 [yi1 wu4] medical affairs; 医务人员 [yi1 wu4 ren2 yuan2] medical personnel; 患者 [huan4 zhe3] patient; sufferer; 无痛 [wu2 tong4] painless; pain-free; 河南 [He2 nan2] see 河南省[He2 nan2 Sheng3]; 河南省 [He2 nan2 Sheng3] Henan Province, capital Zhengzhou 鄭州市|郑州市[Zheng4 zhou1 Sh...; 治疗 [zhi4 liao2] to treat; medical treatment; therapy; 法治 [fa3 zhi4] rule of law; 洛阳 [Luo4 yang2] see 洛陽市|洛阳市[Luo4 yang2 Shi4]; 洛阳市 [Luo4 yang2 Shi4] Luoyang, prefecture-level city in Henan Province 河南省[He2 ...; 疗法 [liao2 fa3] therapy; treatment; 痛苦 [tong4 ku3] pain; suffering; painful / CL:個|个[ge4]
１９８３年，她带领全家承包了１０５００亩荒山，当年种树２万余株，辛勤耕耘十几载。	7:带领 9:全家 11:承包 20:荒山 23:当年 25:种树 32:辛勤/辛勤耕耘 34:耕耘 36:十几	耕耘 [geng1 yun2] plowing and weeding; farm work / fig. to work or study diligently; 辛勤 [xin1 qin2] hardworking; industrious; 辛勤耕耘 [xin1 qin2 geng1 yun2] to make industrious and diligent efforts (idiom)
