sentence	spans	defs
农工党成员陈宗兴是著名的人文地理学教授，博士生导师。	0:农工 1:工党 3:成员 9:著名 12:人文/人文地理学 14:地理/地理学 15:理学 17:教授 20:博士/博士生 23:导师	人文 [ren2 wen2] humanities; human affairs; culture; 人文地理学 [ren2 wen2 di4 li3 xue2] human geography; 农工 [nong2 gong1] agricultural worker / peasant and worker (in Marxism) / abbr. for 農業工人|农业工人; 博士 [bo2 shi4] doctor (as an academic degree) / (old) skilled person; court academician; 博士生 [bo2 shi4 sheng1] PhD student; doctoral candidate; 地理 [di4 li3] geography; 地理学 [di4 li3 xue2] geography; 工党 [gong1 dang3] labor party; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science
现行知识产权保护体系是近代市场经济发展的成果，也是发达国家在世界市场中的利益表述。	0:现行 2:知识/知识产权 4:产权 6:保护 8:体系 11:近代 13:市场/市场经济 15:经济/经济发展 17:发展 20:成果 25:发达/发达国/发达国家 27:国家 29:在世 30:世界 32:市场 34:中的 36:利益 38:表述	世界 [shi4 jie4] world / CL:個|个[ge4]; 产权 [chan3 quan2] property right; 发展 [fa1 zhan3] development; to develop; to grow; 发达 [fa1 da2] developed; to prosper; 发达国 [fa1 da2 guo2] developed nation; 发达国家 [fa1 da2 guo2 jia1] developed nation; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 在世 [zai4 shi4] to be alive; 市场 [shi4 chang3] marketplace; market; bazaar / (economics) market; 市场经济 [shi4 chang3 jing1 ji4] market economy; 知识 [zhi1 shi5] knowledge / intellectual / CL:門|门[men2]; 知识产权 [zhi1 shi5 chan3 quan2] intellectual property rights (law); 经济 [jing1 ji4] economy; economic; 经济发展 [jing1 ji4 fa1 zhan3] economic development
国际社会制止南亚核军备竞赛的努力只有毫不含糊地坚持下去，才有可能避免核战争的危险。	0:国际/国际社会 2:社会 4:制止 6:南亚 8:核军备 9:军备/军备竞赛 11:竞赛 14:努力 16:只有 18:毫不 19:不含糊 20:含糊 23:坚持/坚持下去 25:下去 29:有可能 30:可能 32:避免 34:核战 35:战争 38:危险	下去 [xia4 qu4] to go down; to descend; to withdraw / to go on; to continue; 不含糊 [bu4 han2 hu5] unambiguous; clear and explicit / capable; impressive; not sloppy; 军备 [jun1 bei4] arms; armaments; 军备竞赛 [jun1 bei4 jing4 sai4] arms race; 可能 [ke3 neng2] possible; maybe; possibility / CL:個|个[ge4]; 含糊 [han2 hu5] ambiguous; vague / careless; perfunctory; 国际 [guo2 ji4] international; 国际社会 [guo2 ji4 she4 hui4] the international community; 坚持 [jian1 chi2] to persevere; to persist / to insist on; 坚持下去 [jian1 chi2 xia4 qu4] to press on; 战争 [zhan4 zheng1] war; conflict / CL:場|场[chang2],次[ci4]; 有可能 [you3 ke3 neng2] possible; probably; may; 核军备 [he2 jun1 bei4] nuclear arms; 核战 [he2 zhan4] nuclear warfare; 毫不 [hao2 bu4] not in the least; not at all; 社会 [she4 hui4] society / CL:個|个[ge4]; 竞赛 [jing4 sai4] to compete; competition
不过，由于世界经济趋向多极化，美日欧之间的金融矛盾加深，这使得发展中国家，特别是其中的新兴市场国家不得不在夹缝中谋求生存和发展，它们的宏观经济稳定很难不受全球金融市场波动和工业化国家政策的左右。	0:不过 3:由于 5:世界/世界经济 7:经济 9:趋向 11:多极化 12:极化 15:美日 18:之间 21:金融 23:矛盾 25:加深 29:使得 31:发展/发展中/发展中国家 33:中国 34:国家 37:特别 40:其中 41:中的 43:新兴 45:市场 47:国家 49:不得/不得不 51:不在 53:夹缝 56:谋求 57:求生 58:生存 61:发展 64:它们 67:宏观/宏观经济 69:经济 71:稳定 77:全球 79:金融/金融市场 81:市场 83:波动 86:工业/工业化/工业化国家 89:国家/国家政策 90:家政 91:政策 94:左右	不在 [bu4 zai4] not present; to be out / to have passed away; deceased; 不得 [bu4 de2] must not; may not; cannot; 不得不 [bu4 de2 bu4] have no choice but to; have to; 世界 [shi4 jie4] world / CL:個|个[ge4]; 世界经济 [shi4 jie4 jing1 ji4] global economy; world economy; 中国 [Zhong1 guo2] China; 中的 [zhong4 di4] to hit the target; to hit the nail on the head; 其中 [qi2 zhong1] among; in; included among these; 发展 [fa1 zhan3] development; to develop; to grow; 发展中 [fa1 zhan3 zhong1] developing; under development; 发展中国家 [fa1 zhan3 zhong1 guo2 jia1] developing country; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 国家政策 [guo2 jia1 zheng4 ce4] state policy; 多极化 [duo1 ji2 hua4] multipolar; multipolarization; 宏观 [hong2 guan1] macro-; macroscopic; 宏观经济 [hong2 guan1 jing1 ji4] macroeconomic; 家政 [jia1 zheng4] housekeeping; 工业 [gong1 ye4] industry; 工业化 [gong1 ye4 hua4] to industrialize; industrialization; 工业化国家 [gong1 ye4 hua4 guo2 jia1] industrialized country; 市场 [shi4 chang3] marketplace; market; bazaar / (economics) market; 政策 [zheng4 ce4] policy / CL:個|个[ge4]; 极化 [ji2 hua4] polarization; 求生 [qiu2 sheng1] to seek survival; the will to live; 生存 [sheng1 cun2] to exist; to survive; 经济 [jing1 ji4] economy; economic; 谋求 [mou2 qiu2] to seek; to strive for; 金融 [jin1 rong2] finance; banking; financial; 金融市场 [jin1 rong2 shi4 chang3] financial market
心理学家认为，现在的未成年人身心发育得比较早，自我意识强，精力比较旺盛，好奇，好动，但父母和家庭偏偏扼杀了他们的自主意识，孩子的什么事情一概大包大揽。	0:心理/心理学/心理学家 1:理学/理学家 4:认为 7:现在 10:未成/未成年/未成年人 11:成年/成年人 13:人身 14:身心 16:发育 19:比较 23:自我/自我意识 25:意识 29:精力 31:比较 33:旺盛 36:好奇 39:好动 43:父母 46:家庭 48:偏偏 50:扼杀 53:他们 56:自主 57:主意 58:意识 61:孩子 64:什么/什么事 66:事情 68:一概 70:大包大揽	主意 [zhu3 yi5] idea; plan; decision / CL:個|个[ge4]; 事情 [shi4 qing5] affair; matter; thing; business / CL:件[jian4],樁|桩[zhuang1]; 人身 [ren2 shen1] person; personal / human body; 什么 [shen2 me5] what? / something; anything; 什么事 [shen2 me5 shi4] What's up?; Is something the matter? / (coll.) (used in rhetorical questions of the form 關|关[gua...; 心理 [xin1 li3] psychology / mentality; 心理学 [xin1 li3 xue2] psychology; 心理学家 [xin1 li3 xue2 jia1] psychologist; 意识 [yi4 shi2] consciousness; awareness; to be aware of; 成年 [cheng2 nian2] to grow to adulthood; adult / the whole year; 成年人 [cheng2 nian2 ren2] adult person; 未成 [wei4 cheng2] incomplete; unfinished; 未成年 [wei4 cheng2 nian2] underage; 未成年人 [wei4 cheng2 nian2 ren2] minor (i.e. person under 18); 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...; 自主 [zi4 zhu3] to act independently; to be autonomous; to be in control ...; 自我 [zi4 wo3] self- / ego (psychology); 自我意识 [zi4 wo3 yi4 shi2] self-awareness; 身心 [shen1 xin1] body and mind; mental and physical
很多人，大多为成年人，宁愿脚踏机动车道与自行车道之间的草坪，也不肯多迈几步到人行道上行走。	4:大多 7:成年/成年人 11:宁愿 13:脚踏 15:机动/机动车 16:动车 17:车道 20:自行/自行车/自行车道 21:行车 22:车道 24:之间 27:草坪 38:人行/人行道 39:行道 41:上行 42:行走	上行 [shang4 xing2] (of trains) up; (of boats) to go upstream / to submit (a document) to higher authorities; 人行 [Ren2 hang2] People's Bank of China (abbr. for 中國人民銀行|中国人民银行[Zhong1 gu...; 人行道 [ren2 xing2 dao4] sidewalk; 动车 [dong4 che1] high-speed train; power car; 成年 [cheng2 nian2] to grow to adulthood; adult / the whole year; 成年人 [cheng2 nian2 ren2] adult person; 机动 [ji1 dong4] motorized; power-driven / adaptable; flexible; 机动车 [ji1 dong4 che1] motor vehicle; 自行 [zi4 xing2] by oneself; on one's own; 自行车 [zi4 xing2 che1] bicycle; bike / CL:輛|辆[liang4]; 自行车道 [zi4 xing2 che1 dao4] bike path; bicycle trail; bike lane; 行走 [xing2 zou3] to walk; 行车 [xing2 che1] to drive; vehicle movement; 行道 [xing2 dao4] path; road; 车道 [che1 dao4] traffic lane / driveway
从全世界共同繁荣目标出发，发达国家应承担某种向发展中国家无偿或低价转让知识产权的道义责任。	1:全世界 2:世界 4:共同 6:繁荣 8:目标 10:出发 13:发达/发达国/发达国家 15:国家 17:应承 18:承担 20:某种 23:发展/发展中/发展中国家 25:中国 26:国家 28:无偿 31:低价 33:转让 35:知识/知识产权 37:产权 40:道义 42:责任	世界 [shi4 jie4] world / CL:個|个[ge4]; 中国 [Zhong1 guo2] China; 产权 [chan3 quan2] property right; 全世界 [quan2 shi4 jie4] worldwide; the entire world; 发展 [fa1 zhan3] development; to develop; to grow; 发展中 [fa1 zhan3 zhong1] developing; under development; 发展中国家 [fa1 zhan3 zhong1 guo2 jia1] developing country; 发达 [fa1 da2] developed; to prosper; 发达国 [fa1 da2 guo2] developed nation; 发达国家 [fa1 da2 guo2 jia1] developed nation; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 应承 [ying4 cheng2] to agree; to promise; 承担 [cheng2 dan1] to undertake; to assume responsibility; 知识 [zhi1 shi5] knowledge / intellectual / CL:門|门[men2]; 知识产权 [zhi1 shi5 chan3 quan2] intellectual property rights (law)
陕西非国有企业成为再就业主渠道	0:陕西 1:西非 3:国有/国有企业 5:企业 7:成为 10:就业 11:业主 13:渠道	业主 [ye4 zhu3] owner; proprietor; 企业 [qi3 ye4] company; firm; enterprise; corporation / CL:家[jia1]; 国有 [guo2 you3] state-owned; nationalized; 国有企业 [guo2 you3 qi3 ye4] state-owned enterprise; 就业 [jiu4 ye4] to get a job; employment; 西非 [Xi1 Fei1] West Africa; 陕西 [Shan3 xi1] see 陝西省|陕西省[Shan3 xi1 Sheng3]
今年初，劳工部成立一个委员会专门负责遣返非法外籍劳工的工作。	0:今年 1:年初 4:劳工 5:工部 7:成立 9:一个 11:委员/委员会 14:专门 16:负责 18:遣返 20:非法 21:法外 22:外籍/外籍劳工 24:劳工 27:工作	今年 [jin1 nian2] this year; 劳工 [lao2 gong1] labor; laborer; 外籍 [wai4 ji2] foreign (i.e. of foreign nationality); 外籍劳工 [wai4 ji2 lao2 gong1] foreign worker; 委员 [wei3 yuan2] committee member; 委员会 [wei3 yuan2 hui4] committee; commission; 工部 [Gong1 Bu4] Ministry of Works (in imperial China); 年初 [nian2 chu1] beginning of the year; 法外 [fa3 wai4] outside the law; beyond the law; extrajudicial; 非法 [fei1 fa3] illegal
中国全国政协和法国国民议会对各自国家的政治生活具有重要影响。	0:中国 2:全国 3:国政 4:政协 5:协和 7:法国 9:国民/国民议会 11:议会 14:各自 16:国家 17:家的 19:政治/政治生活 21:生活 23:具有 25:重要 27:影响	全国 [quan2 guo2] whole nation; nationwide; national; 协和 [xie2 he2] to harmonize; harmony; cooperation / (music) consonant; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 国政 [guo2 zheng4] national politics / archaic rank, "Minister of State" / common given name; 国民 [guo2 min2] nationals; citizens; people of a nation; 国民议会 [guo2 min2 yi4 hui4] national parliament or assembly; 家的 [jia1 de5] (old) wife; 政协 [Zheng4 Xie2] CPPCC (Chinese People's Political Consultative Conference) / abbr. of 中國人民政治協商會議|中国人民政治协商会议[Zhong1 guo2 Ren2 min2 Zheng4 zhi4 Xie2 shang1 Hui4 yi4]; 政治 [zheng4 zhi4] politics; political; 政治生活 [zheng4 zhi4 sheng1 huo2] political life; 生活 [sheng1 huo2] to live; life / livelihood; 议会 [yi4 hui4] parliament; legislative assembly
