sentence	spans	defs
选择毕业论文课题，是关系着每个学生能否获得硕士学位的一件大事，可崔剑平却选择了难度最大的一个———干细胞因子遗传工程。	0:选择 2:毕业 4:论文 6:课题 10:关系 13:每个 15:学生 17:能否 19:获得 21:硕士/硕士学位 23:学位 28:大事 36:选择 39:难度 44:一个 49:干细胞 50:细胞/细胞因子 52:因子 54:遗传/遗传工程 56:工程	因子 [yin1 zi3] factor / (genetic) trait / (math.) factor; divisor; 学位 [xue2 wei4] academic degree / place in school; 工程 [gong1 cheng2] engineering / engineering project; undertaking / CL:個|个[ge4],項|项[xiang4]; 干细胞 [gan4 xi4 bao1] stem cell; 硕士 [shuo4 shi4] master's degree; person with a master's degree / learned person; 硕士学位 [shuo4 shi4 xue2 wei4] master's degree; 细胞 [xi4 bao1] cell (biology); 细胞因子 [xi4 bao1 yin1 zi3] cytokine; 遗传 [yi2 chuan2] heredity; to inherit or pass on genetically; 遗传工程 [yi2 chuan2 gong1 cheng2] genetic engineering
要经常分析学习情况，鼓励先进，鞭策后进。	1:经常 3:分析/分析学 5:学习 7:情况 10:鼓励 12:先进 15:鞭策 17:后进	分析 [fen1 xi1] to analyze; analysis / CL:個|个[ge4]; 分析学 [fen1 xi1 xue2] mathematical analysis; calculus; 学习 [xue2 xi2] to learn; to study
然而这种简约的划分终究是形式化的，并不能使人们真正理解异国法律的全貌。	0:然而 2:这种 4:简约 7:划分 9:终究 12:形式/形式化 17:并不 18:不能 21:人们 23:真正 25:理解 27:异国 28:国法 29:法律 32:全貌	不能 [bu4 neng2] cannot / must not; should not; 国法 [guo2 fa3] national law; 并不 [bing4 bu4] not at all; by no means; 异国 [yi4 guo2] exotic; foreign; 形式 [xing2 shi4] outer appearance; form; shape / formality / CL:個|个[ge4]; 形式化 [xing2 shi4 hua4] formalization; formalized; 法律 [fa3 lu:4] law / CL:條|条[tiao2], 套[tao4], 個|个[ge4]
据介绍，为了找回这一卫星，天文学家们动用了安放于波多黎各阿雷西沃的世界上最大的射电望远镜。	1:介绍 4:为了 6:找回 10:卫星 13:天文/天文学/天文学家 14:文学/文学家 18:动用 21:安放 24:波多黎各 33:世界 39:射电/射电望远镜 41:望远镜	天文 [tian1 wen2] astronomy; 天文学 [tian1 wen2 xue2] astronomy; 天文学家 [tian1 wen2 xue2 jia1] astronomer; 射电 [she4 dian4] radio wave (astronomy); 射电望远镜 [she4 dian4 wang4 yuan3 jing4] radio telescope; 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 文学家 [wen2 xue2 jia1] writer; man of letters / CL:個|个[ge4]; 望远镜 [wang4 yuan3 jing4] telescope (CL:部[bu4]); binoculars (CL:副[fu4])
面对当前日益激烈的行业竞争，面对社会对律师的更高要求，该所也曾一度出现人心涣散，人才流失，管理混乱，业务停滞不前的局面。	0:面对 2:当前 3:前日 4:日益 6:激烈 9:行业 11:竞争 14:面对 16:社会 19:律师 23:高要 24:要求 31:一度 33:出现 35:人心/人心涣散 37:涣散 40:人才/人才流失 42:流失 45:管理 47:混乱 50:业务 52:停滞/停滞不前 57:局面	人心 [ren2 xin1] popular feeling; the will of the people; 人心涣散 [ren2 xin1 huan4 san4] demoralized; disunited; 人才 [ren2 cai2] talent; talented person / looks; attractive looks; 人才流失 [ren2 cai2 liu2 shi1] brain drain; outflow of talent; 停滞 [ting2 zhi4] stagnation; at a standstill; 停滞不前 [ting2 zhi4 bu4 qian2] stagnant; at a standstill; in a rut; 前日 [qian2 ri4] day before yesterday; 当前 [dang1 qian2] the present time / to be faced with; 日益 [ri4 yi4] increasingly; more and more with each passing day; 流失 [liu2 shi1] to wash away; to erode / to drain away; to lose; 涣散 [huan4 san4] lax; slack; disorganized; 要求 [yao1 qiu2] to request; to require; to demand; requirement / CL:點|点[dian3]; 高要 [Gao1 yao1] see 高要區|高要区[Gao1 yao1 Qu1]
本报讯继去年成功承保岭澳核电站，平安保险公司在核电保险领域又取得突破性进展：３月２６日，国家开发银行、秦山核电合营公司正式确定由平安承保秦山核电二期工程的建工一切险及第三者责任险，承保金额达１０．６３亿美元。	0:本报 4:去年 5:年成 6:成功 12:核电/核电站 13:电站 16:平安 17:安保 18:保险 20:公司 23:核电 25:保险 27:领域 30:取得 32:突破/突破性 35:进展 44:国家/国家开发银行 46:开发/开发银行 48:银行 53:核电 55:合营 57:公司 59:正式 61:确定 64:平安 70:核电 74:工程 79:一切/一切险 82:及第 83:第三者 86:责任 92:金额 101:美元	一切 [yi1 qie4] everything; every; all; 一切险 [yi1 qie4 xian3] all risks (insurance); 保险 [bao3 xian3] insurance; to insure / safe; secure; sure / CL:份[fen4]; 去年 [qu4 nian2] last year; 及第 [ji2 di4] to pass an imperial examination; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 国家开发银行 [Guo2 jia1 Kai1 fa1 Yin2 hang2] China Development Bank; 安保 [an1 bao3] security; 平安 [ping2 an1] safe and sound; at peace; 年成 [nian2 cheng5] the year's harvest; 开发 [kai1 fa1] to exploit (a resource); to open up (for development); to...; 开发银行 [kai1 fa1 yin2 hang2] development bank; 成功 [Cheng2 gong1] Chenggong or Chengkung town in Taitung County 臺東縣|台东县[Tai... | [cheng2 gong1] to succeed; success; successful; 核电 [he2 dian4] nuclear power; 核电站 [he2 dian4 zhan4] nuclear power plant; 电站 [dian4 zhan4] power station; electricity generating plant; 突破 [tu1 po4] to break through; to make a breakthrough; 突破性 [tu1 po4 xing4] groundbreaking; 第三者 [di4 san1 zhe3] the other woman/man in an affair / third party; disinterested party / number three in a list; 银行 [yin2 hang2] bank / CL:家[jia1],個|个[ge4]
今年１至５月，全国海关查获成品油走私案件数与查获总重量均有大幅度增长。	0:今年 7:全国 9:海关 11:查获 13:成品/成品油 16:走私 18:案件 19:件数 22:查获 24:总重 25:重量 29:大幅/大幅度 30:幅度 32:增长	件数 [jian4 shu3] item count (of a consignment etc); 大幅 [da4 fu2] large-format (picture, banner, photo etc) / substantially; by a wide margin; 大幅度 [da4 fu2 du4] substantially; by a wide margin; 幅度 [fu2 du4] width / extent; range; scope; 总重 [zong3 zhong4] gross weight; total weight; 成品 [cheng2 pin3] finished product; 成品油 [cheng2 pin3 you2] refined oil; 案件 [an4 jian4] case; instance / CL:宗[zong1],樁|桩[zhuang1],起[qi3]; 重量 [zhong4 liang4] weight / CL:個|个[ge4]
电影有宽银幕，有２７０度环幕，有３６０度环幕，还有一些展馆播放三维立体电影。	0:电影 4:银幕 12:环幕 20:环幕 23:还有 24:有一些 25:一些 27:展馆 29:播放 31:三维 33:立体 35:电影	一些 [yi1 xie1] some; a few; a little; (following an adjective) slightly ...; 有一些 [you3 yi1 xie1] somewhat; some; 还有 [hai2 you3] furthermore; in addition
如果这两家交易所合并成功，由此产生的新交易所将占领美国有价证券期权交易市场的６５％，同时也将成为全球第一家日处理股票衍生产品交易合约平均超过１００万份的期权交易所。	0:如果 5:交易/交易所 8:合并 10:成功 13:由此 15:产生 19:交易/交易所 23:占领 25:美国 26:国有 27:有价证券 29:证券 31:期权 33:交易/交易市场 35:市场 42:同时 46:成为 48:全球 50:第一 51:一家 54:处理 56:股票 58:衍生/衍生产品 59:生产 60:产品 62:交易 64:合约 66:平均 68:超过 76:期权 78:交易/交易所	一家 [yi1 jia1] the whole family; a family / group; 交易 [jiao1 yi4] to trade; transaction / CL:筆|笔[bi3]; 交易市场 [jiao1 yi4 shi4 chang3] exchange; trading floor; 交易所 [jiao1 yi4 suo3] exchange; stock exchange; 产品 [chan3 pin3] product; goods / CL:個|个[ge4]; 国有 [guo2 you3] state-owned; nationalized; 市场 [shi4 chang3] marketplace; market; bazaar / (economics) market; 有价证券 [you3 jia4 zheng4 quan4] (finance) negotiable securities; 生产 [sheng1 chan3] to produce; to manufacture / to give birth to a child; 第一 [di4 yi1] first; foremost; 美国 [Mei3 guo2] United States; USA; US; 衍生 [yan3 sheng1] to derive; derivative; derivation; 衍生产品 [yan3 sheng1 chan3 pin3] derivative product / derivative (in finance); 证券 [zheng4 quan4] securities; stocks and bonds
今年３月，北京市东城公安分局东直门派出所根据被抓获的吸毒人员李文浩的交代，将盗窃机动车的犯罪嫌疑人赵明革、董卫国等人抓获。	0:今年 5:北京/北京市 8:东城 10:公安 11:安分 12:分局 14:东直门 16:门派 17:派出/派出所 20:根据 23:抓获 26:吸毒 28:人员 34:交代 38:盗窃 40:机动/机动车 41:动车 44:犯罪 46:嫌疑/嫌疑人 54:卫国 58:抓获	东直门 [Dong1 zhi2 men2] Dongzhimen neighborhood of Beijing; 公安 [Gong1 an1] see 公安縣|公安县[Gong1 an1 Xian4] | [gong1 an1] public security; 分局 [fen1 ju2] branch office; sub-bureau; 动车 [dong4 che1] high-speed train; power car; 北京 [Bei3 jing1] Beijing municipality, capital of the People's Republic of...; 北京市 [Bei3 jing1 Shi4] Beijing municipality, capital of the People's Republic of...; 嫌疑 [xian2 yi2] suspicion; to suspect; 嫌疑人 [xian2 yi2 ren2] a suspect; 安分 [an1 fen4] content with one's lot; knowing one's place; 机动 [ji1 dong4] motorized; power-driven / adaptable; flexible; 机动车 [ji1 dong4 che1] motor vehicle; 派出 [pai4 chu1] to send; to dispatch; 派出所 [pai4 chu1 suo3] local police station; 门派 [men2 pai4] sect; school
