sentence	spans	defs
埃塞俄比亚外交部３日在首都亚的斯亚贝巴发表新闻公报说，埃塞军队当天击退了厄立特里亚军队对边界扎拉阿姆贝萨、埃加和阿里特纳附近地区的“武装进攻”。	0:埃塞俄比亚 3:比亚 5:外交/外交部 11:首都 13:亚的斯亚贝巴 19:发表 21:新闻 23:公报 29:军队 31:当天 33:击退 36:厄立特里亚 40:亚军 41:军队 44:边界 54:加和 56:阿里 60:附近 62:地区 66:武装 68:进攻	亚军 [ya4 jun1] runner-up; second place; 军队 [jun1 dui4] armed forces; troops / CL:支[zhi1],個|个[ge4]; 厄立特里亚 [E4 li4 te4 li3 ya4] Eritrea; 埃塞俄比亚 [Ai1 sai4 e2 bi3 ya4] Ethiopia; 外交 [wai4 jiao1] diplomacy; diplomatic; foreign affairs / CL:個|个[ge4]; 外交部 [Wai4 jiao1 bu4] Ministry of Foreign Affairs; 比亚 [Bi3 ya4] Bia, daughter of Pallas and Styx in Greek mythology, pers...
在这块生活着壮、苗、瑶、侗、仫佬、毛南等１２个少数民族的红色土地上，由于经济、文化不够发达和交通不便等原因，不少县乡缺医少药，许多人不相信科学。	3:生活 4:活着 14:仫佬 23:少数/少数民族 25:民族 28:红色 30:土地 31:地上 34:由于 36:经济 39:文化 41:不够 43:发达 46:交通 48:不便 51:原因 54:不少 63:许多 67:相信 69:科学	土地 [tu3 di4] land; soil; territory / CL:片[pian4],塊|块[kuai4] | [tu3 di5] local god; genius loci; 地上 [di4 shang5] on the ground; on the floor; 少数 [shao3 shu4] small number; few; minority; 少数民族 [shao3 shu4 min2 zu2] ethnic minority; 民族 [min2 zu2] nationality; ethnic group / CL:個|个[ge4]; 活着 [huo2 zhe5] alive; 生活 [sheng1 huo2] to live; life / livelihood
１９９６年她投资８６万元创办一所春蕾学校，使３１名孤儿进校读书，并承担起他们的所有生活费，被评为河北省劳动模范、省“三八”红旗手、省优秀乡镇企业家。	6:投资 12:创办 18:学校 25:孤儿 29:读书 33:承担 36:他们 39:所有 41:生活/生活费 46:评为 48:河北/河北省 51:劳动/劳动模范 53:模范 58:三八 61:红旗 62:旗手 66:优秀 68:乡镇 70:企业/企业家	企业 [qi3 ye4] company; firm; enterprise; corporation / CL:家[jia1]; 企业家 [qi3 ye4 jia1] entrepreneur; 劳动 [lao2 dong4] work; labor; toil / CL:次[ci4]; 劳动模范 [lao2 dong4 mo2 fan4] model worker; 旗手 [qi2 shou3] a flag carrier (army) / ensign; 模范 [mo2 fan4] model; fine example; 河北 [He2 bei3] see 河北省[He2 bei3 Sheng3]; 河北省 [He2 bei3 Sheng3] Hebei Province, capital Shijiazhuang 石家莊市|石家庄市[Shi2 jia1 ...; 生活 [sheng1 huo2] to live; life / livelihood; 生活费 [sheng1 huo2 fei4] cost of living; living expenses / alimony; 红旗 [Hong2 qi2] see 紅旗區|红旗区[Hong2 qi2 Qu1] | [hong2 qi2] red flag / CL:面[mian4]
１９９６年出现了《大转折》、《红河谷》、《离开雷锋的日子》、《喜莲》等一批优秀作品，显示出题材、样式、风格的多样性，粗制滥造的电影制作得到有效遏制。	5:出现 9:大转 10:转折 15:红河 16:河谷 21:离开 23:雷锋 26:日子 37:优秀 39:作品 42:显示 44:出题 45:题材 48:样式 51:风格 54:多样/多样性 58:粗制滥造 63:电影/电影制作 65:制作 67:得到 69:有效 71:遏制	出题 [chu1 ti2] to draw up the theme (for discussion); 制作 [zhi4 zuo4] to make; to manufacture; 多样 [duo1 yang4] diverse; diversity; manifold; 多样性 [duo1 yang4 xing4] variegation; diversity; 大转 [da4 zhuan3] to turn left (Shanghainese); 河谷 [he2 gu3] river valley; 电影 [dian4 ying3] movie; film / CL:部[bu4],片[pian4],場|场[chang3]; 电影制作 [dian4 ying3 zhi4 zuo4] filmmaking; 红河 [Hong2 He2] Red River, principal river of northern Vietnam, originati... | [Hong2 he2] see 紅河哈尼族彝族自治州|红河哈尼族彝族自治州[Hong2 he2 Ha1 ni2 zu2 Yi2 zu2 Zi4 zhi4 zhou1] / see 紅河縣|红河县[Hong2 he2 Xian4]; 转折 [zhuan3 zhe2] shift in the trend of events; turning point; 题材 [ti2 cai2] subject matter
四十五年来，该团以高超的艺术水准、严整的阵容，先后演出大小剧目二百余部，累计为部队巡回演出五十六次，观众达一千三百四十二点七万，赢得了军内外的赞誉。	0:四十 1:十五 3:年来 9:高超 12:艺术 14:水准 17:严整 20:阵容 23:先后 25:演出 27:大小 29:剧目 32:百余 36:累计 39:部队 41:巡回/巡回演出 43:演出 45:五十 46:十六 50:观众 57:四十 58:十二 64:赢得 65:得了 68:内外 71:赞誉	五十 [wu3 shi2] fifty; 十二 [shi2 er4] twelve; 12; 十五 [shi2 wu3] fifteen; 15; 十六 [shi2 liu4] sixteen; 16; 四十 [si4 shi2] forty; 40; 巡回 [xun2 hui2] to go around; to roam; to tour; 巡回演出 [xun2 hui2 yan3 chu1] (theater etc) to tour; to be on tour; to give itinerant p...; 得了 [de2 le5] all right! that's enough! | [de2 liao3] (emphatically, in rhetorical questions) possible; 演出 [yan3 chu1] to perform; performance; show / CL:場|场[chang3],次[ci4]; 赢得 [ying2 de2] to win; to gain
大连市中山区民主街道今年以来，开展以落实再就业为重点的党员献爱心活动，组织４００名党员与辖区内下岗职工结成扶贫帮困对子，使２１４名下岗职工重新就业。	0:大连/大连市 3:中山/中山区 4:山区 6:民主 8:街道 10:今年 12:以来 15:开展 18:落实 21:就业 23:为重 24:重点 27:党员 29:献爱心 30:爱心 32:活动 35:组织 41:党员 44:辖区 47:下岗 49:职工 51:结成 53:扶贫 57:对子 64:名下 65:下岗 67:职工 69:重新 71:就业	下岗 [xia4 gang3] (of a guard, sentry etc) to come off duty / (of a worker) be to laid off; 中山 [Zhong1 shan1] Nakayama (Japanese surname) / see 中山市[Zhong1 shan1 Shi4] / see 中山區|中山区[Zhong1 shan1 Qu1] / see 孫中山|孙中山[Sun1 Zhong1 shan1]; 中山区 [Zhong1 shan1 Qu1] Zhongshan District; 为重 [wei2 zhong4] to attach most importance to; 名下 [ming2 xia4] under sb's name; 大连 [Da4 lian2] see 大連市|大连市[Da4 lian2 Shi4]; 大连市 [Da4 lian2 Shi4] Dalian, sub-provincial city in Liaoning Province 遼寧省|辽宁省[...; 山区 [shan1 qu1] mountain area / CL:個|个[ge4]; 爱心 [ai4 xin1] compassion; kindness; love; care / charity (bazaar, golf day etc) / heart (the symbol ♥) / CL:片[pian4]; 献爱心 [xian4 ai4 xin1] to give to the needy; to donate to charity; 重点 [chong2 dian3] to recount (e.g. results of election) / to re-evaluate | [zhong4 dian3] key point; focus; to emphasize
我们本无意拿走她的小鱼，但面对小姑娘虔诚的目光，又不忍拒绝她的好意。	0:我们 3:无意 5:拿走 13:面对 15:小姑 16:姑娘 18:虔诚 21:目光 25:不忍 27:拒绝 31:好意	姑娘 [gu1 niang5] girl; young woman / daughter / paternal aunt (old) / CL:個|个[ge4]; 小姑 [xiao3 gu1] father's or husband's younger sister
而体会之后所要领悟的是，中欣俱乐部的解体，对于浙江男篮来说绝非末日。	1:体会 3:之后 6:要领 7:领悟 14:俱乐部 18:解体 21:对于 23:浙江 25:男篮 29:绝非 31:末日	要领 [yao4 ling3] main aspects; essentials; gist; 领悟 [ling3 wu4] to understand; to comprehend
国家征兵，花老将军的儿子尚处于年幼无知的年龄，木兰正值２０岁的年龄。	0:国家 2:征兵 6:老将 7:将军 10:儿子 13:处于 15:年幼 17:无知 20:年龄 23:木兰 25:正值 31:年龄	将军 [Jiang1 jun1] (common place name) | [jiang1 jun1] general; high-ranking military officer / to check or checkmate / to embarrass; to challenge; to put on the spot; 老将 [lao3 jiang4] veteran; old hand / commander-in-chief 將帥|将帅, the equivalent of king in Chine...
１９９５年，临淄区确定的工业十大项目之一万吨可交联聚乙烯电缆粒料项目由曙光集团公司承办，薛安郡带领有关人员历经一个多月对该项目进行了考察，最后发现，该项目投资大、风险高、占用资金多、产出效益慢、市场供求难预测。	6:临淄/临淄区 9:确定 12:工业 15:大项 16:项目 18:之一 25:聚乙烯 26:乙烯 28:电缆 32:项目 35:曙光 37:集团 39:公司 41:承办 47:带领 48:领有 49:有关 51:人员 53:历经 55:一个 61:项目 63:进行 66:考察 69:最后 71:发现 75:项目 77:投资 81:风险 85:占用 87:资金 91:产出 93:效益 97:市场 99:供求 102:预测	临淄 [Lin2 zi1] Linzi district of Zibo city 淄博市[Zi1 bo2 shi4], Shandong; 临淄区 [Lin2 zi1 qu1] Linzi district of Zibo city 淄博市[Zi1 bo2 shi4], Shandong; 乙烯 [yi3 xi1] ethylene; vinyl; 大项 [da4 xiang4] main item (of program); 带领 [dai4 ling3] to guide; to lead; 有关 [you3 guan1] related to; concerning; 聚乙烯 [ju4 yi3 xi1] polyethylene; polythene; 项目 [xiang4 mu4] item; event / project / CL:個|个[ge4]; 领有 [ling3 you3] to possess; to own
